"","D1d0","D1d1","D1d2","D1d4","D1d5","D1d6","D1d7","D1d8","D1d9","D1d10","D1d11","D1d12","D1d13","D1d14","D1d15","D1d16","D1d17","D1d18","D1d21","D1d26","D1d28","D1d30","D1d32","D1d35","D1d42","D1d49","D1d56","D1d65","D1d74","D1d81","D1d87"
"3,5-Difluorophenol",0,0,0,0,0,0,0,0,0,0,0.00346118433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,5-Dithiahexanol 5,5-dioxide",0,0,0.02327484,0.0264125386333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109967929333333,0.0153625023,0.00317147926666667,0.0229868547,0
"3(2H)-Thiophenone, dihydro-2-methyl-",0,0,0,0,0,0,0.00113677825,0,0,0.004666801,0.00701809,0.00342244366666667,0.0066961959,0.00853416333333333,0.0357088373333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Cyanocyclohexene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066013617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Cyclopentene-1,3-dione",0,0,0,0,0,0,0,0,0,0.00316002666666667,0,0,0,0,0.00899845633333333,0.00491601133333333,0.015803592,0,0.0104902604666667,0,0,0.0058663738,0,0,0,0,0,0,0,0,0
"4-Hepten-2-one",0,0,0,0,0,0,0,0,0,0,0,0,0.0203373355333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Hydroxy-2(5H)-furanone",0,0,0,0,0,0,0,0,0,0,0,0,0.0221674556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Hydroxy-3-hexanone",0,0,0,0,0,0,0,0,0,0,0.0101447673333333,0.00609701266666667,0.0047310274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Isopropylpyridine",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126284743333333,0.0599506456666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Morpholineethanamine",0,0,0,0,0,0,0,0.0085718638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Nonene",0.00639378466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Penten-2-one, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0.00855423966666667,0.0249054901333333,0.0218758243333333,0.0556045186666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Trifluoroacetoxytetradecane",0,0,0,0,0,0,0,0,0.0072728915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5-Ethylcyclopent-1-enecarboxaldehyde",0,0,0,0,0,0,0,0,0.0040091185,0.00415679233333333,0.00423649866666667,0.003304794,0.00764734066666667,0.00693860066666667,0.01739748,0,0,0,0.0093406997,0,0,0,0,0,0,0.0150372796333333,0,0,0,0,0
"5-Hepten-2-ol, 6-methyl-",0,0,0,0,0,0,0,0.0016071681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5-Hepten-2-one",0,0,0,0,0,0,0,0,0,0,0.0148847526666667,0.0129136906666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5-Hepten-2-one, 6-methyl-",0,0,0,0,0,0,0,0.0192207966333333,0,0,0.0384321836666667,0,0.0528788712666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5-Methyl-2-thiophenecarboxaldehyde",0,0,0,0,0,0,0,0,0.0031227265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5,9-Undecadien-2-one, 6,10-dimethyl-",0,0,0,0,0,0.0176861390666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659226792,0,0,0,0,0.0296909989666667,0,0,0,0.007949721,0
"7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00259145353333333,0,0
"9-Octadecenoic acid (Z)-, methyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161595814666667,0,0,0,0,0
"9H-Fluorene, 9-methylene-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1738005529,0,0,0,0,0,0,0,0,0,0
"Acetaldehyde",0,0,0.310412460333333,0,0,0,0,0,0,0,0,0.37027156,0,0,1.12305316266667,0,0,0,0,0,0,0,0,0.146860475533333,0,0,0,0,0,0,0
"Acetaldehyde, methoxy-",0,0,0,0,0,0,0.0182923135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetamide",0,0,0,0,0,0,0.008403279,0.0063160654,0,0,0,0.096632295,0.131426930466667,0.0737649433333333,0.0622029176666667,0.121240677666667,0.132972049,0.0877313466666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetamide, N-(2-methylpropyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241133536,0.0231530352,0,0,0,0,0,0.147336226666667,0,0,0,0,0
"Acetamide, N-methyl-",0,0,0,0,0,0,0,0,0,0,0,0.046460887,0.0595198835333333,0.0455154563333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid",0,0,0,0,0,0.210031317733333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid ethenyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0.375627488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, 1,7,7-trimethyl-bicyclo[2.2.1]hept-2-yl ester",0,0,0,0,0,0,0.00113355745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, anhydride with formic acid",0,0,0,0,0,0,0,0,0,0,0,0,0.0715650054333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, butyl ester",0,0,0,0,0.0143287594,0.208084092866667,0.4233494,0,0.441539594,0.486141507333333,0.742739065333333,0.727849689666667,0,0.543007447333333,2.34394548833333,0.772805690333333,0.523623834333333,0.238923215,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, hydrazide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641732744666667,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, hydroxy-",0,0,0,0,0.0813786412,0,0.69198405,0,0,0,0.784575534333333,0,0.9873341466,1.67232187366667,0,4.195386941,0.831480417333333,0,0,0,0,0.2392140632,0,0,0,0,0,0,0,0.0865322627666667,0
"Acetic acid, methoxy-, anhydride",0,0,0,0,0,0,0,0,0,0,0,0.0108894103333333,0.0155933160333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, methoxy-, methyl ester",0.121972682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, methyl ester",0,0.405101035333333,0,0,0.377088089,0,0,0,0.742638629,0,0,0,0,0,0,3.124283786,0,0,1.27790835933333,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, phenyl ester",0,0,0,0,0,0,0.01873528,0.0158959949666667,0.032960427,0.0376135733333333,0.070530377,0.023416883,0,0.0253998756666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic anhydride",0,0.0266752703333333,0.0829083185,0,0,0,0,0,0.5460193405,0,0,0.268734013333333,0,1.790314019,0,0,0,0,0,0,0,0,0,0.413813498433333,0,0,0,0,0,0,0
"Acetoin",0.0165722123333333,0.0199281626666667,0.0513224203,0,0,0,2.5703519735,0,2.633228579,4.11676675433333,4.64340522366667,2.58531100866667,3.22187967773333,3.150379318,7.27896788333333,1.726283152,1.46004753866667,1.059582776,0.535277917133333,0,0.625726916566667,0.0842826540333333,0.0253754116666667,0.0246388250333333,0.0081296598,0,0,0,0,0,0
"Acetone",6.43580759833333,0,0,0,0,0,0,0,0,0,4.162408214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetonitrile",0.0465296423333333,0,0,0,0,0,0.089715445,0,0.1364475115,0.246686654333333,0,0.199810465666667,0,0,0.871637315,0,0,0,0,0,1.70432100553333,0,0,0,0,0,0,0,0,0,0
"Acetonitrile, (dimethylamino)-",0,0,0,0.0028459524,0.002970723,0.230134219633333,0,0,0,1.50343243166667,0,0,0,0,0,0,0.229451608333333,0,0.162664995,0.0551554721333333,0,0,0.00779177033333333,0.0123752677333333,0,0.0583198544333333,0.00901624616666667,0,0,0,0
"Acetonitrile, hydroxy-",0,0,0.0649563809,0,0,0,0.41841315,0.8295514779,0.7447455905,0,0.970408275666667,0,0.695860433133333,0,4.16780121133333,0.492307283333333,0.386554777666667,0,0,0,0,0,0.025828229,0,0,0.3519068933,0,0,0,0,0
"Acetonitrile,2-(methylimino)",0,0,0,0,0,0,0.0055836745,0.00990640383333333,0.0500102635,0.01154064,0.0402590433333333,0.0222112426666667,0.0405404601333333,0.0276295216666667,0.112698994666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetophenone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1379583841,0,0,0,0,0,0,0,0,0,0,0
"Aminomethanesulfonic acid",0,0,0,0.0316207128333333,0,0.4299806845,0,0,0,0.209437820333333,0,0.0745295453333333,0,0,0.384395172666667,0,0.192358625666667,0.05006259,0,0,0,0,0,0,0,0,0,0,0.136426064633333,0,0
"Ammonium acetate",0,0,0,0,0,0,0,0,0,0,0,0.0905427116666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aniline",0,0,0,0,0,0,0,0,0,0.0150102776666667,0,0,0.0235100481333333,0.021617835,0.0504929146666667,0,0.021861905,0,0.0103129987,0.0069169477,0,0,0,0.0043265206,0,0.0231994765333333,0,0,0,0,0
"Anisole",0,0,0,0.0010092283,0,0,0,0.0109035738333333,0.015704142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004749895,0.00563833813333333,0,0,0,0,0,0,0.0117519593666667
"Argon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1233719333,0
"Azetidine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91414483816667,0,0,0,0,0,0,0,0,0,0
"Aziridine, 1-ethenyl-",0,0,0,0,0,0,0.0391565675,0.0869657599333333,0.1624694075,0.216733797333333,0.182899079333333,0.106876927333333,0.1788644502,0.127466878666667,0.388152093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Azodicarbonamide",0,0,0,0,0,0,0.18822396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzaldehyde",0,0,0,0,0,0,0,0.191217044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118548644333333,0,0,0,0,0,0,0,0
"Benzaldehyde, 2-hydroxy-",0,0,0,0,0,0,0.0014110056,0.000628907666666667,0.003017425,0,0,0,0.00401165693333333,0,0,0,0.006530805,0,0,0,0,0.00216585496666667,0,0,0,0,0,0,0,0,0
"Benzaldehyde, 2-methyl-",0,0,0,0,0,0,0.003179116,0,0,0,0.004116887,0,0.00438574253333333,0.0254632366666667,0,0.00637816533333333,0.0420246413333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene",0,0,0,0,0,0,0,0,0,0,0.924117831333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-butylheptyl)-",0,0.004122914,0,0,0,0,0,0,0,0,0,0,0.0636872472333333,0,0,0.053296799,0,0,0,0.0477039736666667,0,0,0,0,0,0,0,0,0.00574695803333333,0,0
"Benzene, (1-butylnonyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141635292333333,0,0,0,0,0.00489478563333333
"Benzene, (1-butyloctyl)-",0,0,0,0,0,0,0,0,0,0,0,0.039012768,0,0,0.251551341333333,0.0858920306666667,0,0,0,0.0597438539,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-ethyldecyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502400418666667,0,0,0,0.0874889548666667,0,0.003636991,0,0,0,0,0,0,0,0
"Benzene, (1-methyldecyl)-",0,0,0,0,0,0,0,0,0.0044554315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-methylethyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00643083733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466265512333333
"Benzene, (1-methylpropyl)-",0,0,0,0,0,0,0.00282107785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-pentylheptyl)-",0,0,0,0,0,0,0.054742226,0,0.016649707,0,0,0,0,0,0,0,0,0.031357277,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-pentyloctyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273331233333333,0,0,0.0206337843666667,0,0,0,0,0
"Benzene, (1-propylnonyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362813607,0.00264084933333333,0,0,0,0,0,0,0,0
"Benzene, (1,3,3-trimethylnonyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806863130666667,0,0,0,0,0,0,0,0,0,0
"Benzene, [2,2,2-trifluoro-1-(trifluoromethyl)ethyl]-",0,0,0,0,0.00082237195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023784014,0,0,0,0,0,0,0,0,0
"Benzene, 1-chloro-4-(trifluoromethyl)-",0,0,0,0,0,0,0,0,0.0047818675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549006076666667,0.0219932171,0,0,0.00328309286666667,0,0
"Benzene, 1-ethyl-3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024807223,0.045498226,0,0,0,0,0,0,0,0.0171780905,0,0,0,0,0,0
"Benzene, 1-ethyl-4-methyl-",0,0.00748943033333333,0,0,0,0,0,0,0,0.0103743496666667,0,0.015720674,0.0317813570333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512172787
"Benzene, 1-isocyano-3-methyl-",0,0,0,0,0,0,0.002342394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-methoxy-2-methyl-",0,0,0.00317132376666667,0,0,0,0,0,0,0,0,0,0.00273838026666667,0.007352338,0.009888066,0,0,0,0,0,0.0231878686333333,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-methyl-3-(1-methylethyl)-",0,0,0.0147070587666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00315968433333333,0,0,0,0,0,0.009985099,0,0
"Benzene, 1-methyl-3-propyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00603958333333333,0,0,0,0,0.0093614094,0,0,0.00835744376666667,0,0,0,0,0.00295222623333333,0,0,0,0
"Benzene, 1-methyl-4-propyl-",0,0,0,0.00409004176666667,0,0,0,0,0,0,0,0.00682612233333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-propenyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.004901298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,2-dichloro-",0.0172418833333333,0,0,0,0.0008149151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,2-difluoro-4-(trifluoromethyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110003844966667,0,0,0,0,0
"Benzene, 1,2,3-trimethyl-",0,0,0.0112862595333333,0,0,0,0.004233633,0,0.014918587,0,0,0,0,0,0,0,0,0,0,0.0225693650333333,0,0,0,0.0044157464,0,0,0,0,0,0,0
"Benzene, 1,2,3,4-tetrafluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109597884333333,0,0,0,0,0,0
"Benzene, 1,2,4-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098734399,0,0,0,0,0,0,0,0.0075771569,0
"Benzene, 1,2,4,5-tetrafluoro-3-(trifluoromethyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140048733333333,0,0.0014001056,0,0,0,0,0,0,0
"Benzene, 1,2,4,5-tetramethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040923176,0,0,0,0,0,0,0,0,0
"Benzene, 1,3,5-tri-tert-butyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.126400062666667,0,0,0,0,0,0,0,0,0,0,0,0.0383981212666667,0,0,0,0,0
"Benzene, 1,4-dichloro-",0,0,0,0,0,0.0017688219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267048233333333,0,0,0.0048127132,0,0,0
"Benzene, 2-ethyl-1,4-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0.00908285066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, fluoro-",0,0,0,0,0,0,0,0.0104826614666667,0,0,0,0,0,0,0,0,0.044528508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, hexyl-",0,0,0,0,0,0,0.0036898408,0,0,0,0,0,0.00405345083333333,0.006038481,0,0,0,0.00446316766666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, iodo-",0,0,0,0,0,0.00189605343333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, n-butyl-",0,0,0,0,0,0,0.014037183,0,0,0.013352333,0.00825263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00976820226666667,0,0,0,0,0,0
"Benzene, pentafluoro-",0,0,0,0,0,0,0.021351865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, pentyl-",0,0,0,0,0,0.00180909876666667,0.0066528415,0,0,0,0,0,0,0,0,0,0,0,0.015743804,0,0,0,0,0,0.00911835586666667,0,0,0,0,0,0
"Benzene, propoxy-",0,0,0,0,0,0,0,0,3.7786971695,4.637682137,0,0,6.1298642904,2.050878393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, propyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.0349705535333333,0,0,0.0706860486666667,0.0478892746666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzeneacetaldehyde",0,0,0,0,0,0,0,0.0259732249333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzeneacetaldehyde, α-methyl-",0,0,0,0,0,0,0,0,0,0.00404551166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzeneacetic acid, ethyl ester",0,0,0,0,0,0,0,0,0.0030178175,0,0.00641870566666667,0.005198528,0.0133495520666667,0.0158040296666667,0.0372446383333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzenecarbothioic acid, S-methyl ester",0,0,0,0,0,0,0,0,0.0100071265,0,0.0155581813333333,0,0,0,0.0163080323333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzeneethanamine, 2-fluoro-β,3-dihydroxy-N-methyl-",0,0,0,0,0,0,0.02925537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzenemethanol, α-methyl-",0,0,0,0,0,0,0.0040002745,0.00214787906666667,0.008644502,0.0273367103333333,0,0.0133216603333333,0.0364900929333333,0.0283192413333333,0.0751554256666667,0.0139526156666667,0,0.0102570186666667,0,0,0,0,0,0,0,0.0254373701666667,0,0,0,0,0
"Benzenemethanol, α,α-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.00450803793333333,0,0,0,0,0,0,0,0,0,0.00209439666666667,0,0,0,0,0,0,0,0
"Benzenepropanoic acid 1-methylethyl ester",0,0,0,0,0,0,0,0,0,0,0.003680325,0.002908433,0.00661390076666667,0.00609525166666667,0.01264822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzenepropanoic acid, ethyl ester",0,0,0,0,0,0,0.0059450695,0.00846698083333333,0.054393518,0.0657563846666667,0.0642603823333333,0.0462220273333333,0.0975719647333333,0.110720882333333,0.296675012333333,0.051748045,0,0.0147009253333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzestrol",0,0,0,0.00254055416666667,0,0,0.0079158175,0,0.011436481,0.0173432606666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022275188,0,0,0,0,0,0
"Benzofuran",0,0,0,0,0,0,0,0.00366500116666667,0,0.012938678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzofuran, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048208602,0,0,0,0,0,0,0,0,0
"Benzoic acid, ethyl ester",0,0,0,0,0,0,0,0,0,0,0.008034175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzonitrile",0,0,0,0,0,0,0,0,0,0,0,0.193618959666667,0,0,0,0,0,0.222878571333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzophenone",0,0,0,0,0,0,0,0,0.0206131135,0,0,0,0,0,0.0699472336666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzothiazole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.632644109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzoxazole",0,0,0,0,0,0,0.0030845365,0.0015173225,0,0,0,0,0,0.004661733,0,0,0,0,0,0,0,0.0024041916,0,0,0,0,0,0,0,0,0
"Benzyl alcohol",0,0,0,0,0.0031063355,0,0.027633299,0,0,0,0,0,0.0600794352,0,0.131782815666667,0.0623168096666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324974589333333,0
"Benzyl nitrile",0,0,0,0,0,0,0,0,0.0058021565,0.00691701466666667,0.00630843,0.00406430866666667,0,0,0.014451735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, (1S-endo)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00157291566666667
"Bicyclo[2.2.1]heptan-2-one, 1,7,7-trimethyl-, (1S)-",0,0,0,0,0.0029201377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00419568876666667,0.00138987956666667,0.00412710623333333,0,0
"Bicyclo[3.1.0]hex-2-ene, 4-methyl-1-(1-methylethyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00301491533333333
"Bicyclo[3.1.1]hept-2-ene, 3,6,6-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154611992333333,0.040877843,0,0,0,0.00689087033333333,0,0,0,0,0,0,0,0.00250313206666667,0,0,0
"Bicyclo[3.1.1]heptan-2-one, 6,6-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00870672976666667,0,0,0,0,0,0,0,0,0,0,0,0
"Bicyclo[3.1.1]heptan-2-one, 6,6-dimethyl-, (1R)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00440776003333333,0,0,0,0
"Bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-, (1S)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643184856666667,0,0,0,0,0.00419598533333333,0,0,0,0,0,0,0,0
"Bicyclopentyl-1,1'-diene",0,0,0.0047668986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Biphenyl",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445482676666667,0,0.0651693166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bis-(ethoxycarbonyl)methoxymethyloxyiminomethane",0,0,0,0,0,0,1.034970535,0,0.682702449,1.53006815333333,1.55106889166667,1.78595578133333,2.89337177356667,3.265290063,13.480288531,4.39244150066667,1.455541378,0,3.40492776786667,0,0,0,0,0,0,4.51140184733333,0,0,0,0,0
"bis(2-Azidoethyl)(nitro)amine",0,0,0,0,0,0,0,0,0,0,0,0.202826889666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bis(2-ethylhexyl) phthalate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311053771666667,0,0,0,0,0,0,0,0,0
"Boronic acid, ethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.0392643181666667,0.012752217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanal, 2-methyl-",0,0,0.0401719272,0.0200017452,0,0,0.157200685,0,0,0,0,0.429602211666667,0,0.657373883666667,2.13904129,0.748323101666667,0.611424690666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanal, 3-hydroxy-",0,0,0,0,0,0,0,0,0.420517658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanamide",0,0,0,0,0,0,0,0,0,0,0,0.0140863713333333,0.0135650813333333,0.004369982,0,0.0276134576666667,0.059117008,0.0316003953333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butane, 1-chloro-",0,0.00542039166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butane, 1-isocyano-",0,0,0,0,0,0,0.0106936245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butane, 1-methoxy-3-methyl-",0,0,0,0,0.02774303275,0.0492552026333333,0.018784165,0.0378884612666667,0.123046669,0.03408392,0.039744328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butane, 1,1,3,4-tetrachloro-1,2,2,3,4,4-hexafluoro-",0,0,0,0,0,0,1.510870545,0,0,0,1.400918432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butane, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167740159333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246651962333333,0
"Butane, 2,2-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235925783333333,0,0,0,0,0,0,0,0,0,0,0,0,0
