"","D1d0","D1d1","D1d2","D1d4","D1d5","D1d6","D1d7","D1d8","D1d9","D1d10","D1d11","D1d12","D1d13","D1d14","D1d15","D1d16","D1d17","D1d18","D1d21","D1d26","D1d28","D1d30","D1d32","D1d35","D1d42","D1d49","D1d56","D1d65","D1d74","D1d81","D1d87"
"2-Ethylacrolein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625308373333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Ethylhexyl salicylate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2514860589,0,0,0,0,0,0,0,0,0,0
"2-Furancarbonitrile",0,0,0,0,0,0,0.0022066605,0.001593809,0.0051694635,0.00344465933333333,0.005059834,0.00356314966666667,0.00404350983333333,0,0.010768575,0.00728789966666667,0.00390499933333333,0,0.00397599113333333,0.00171767203333333,0,0,0,0.00126600703333333,0,0,0.00145284923333333,0,0,0,0
"2-Furancarboxaldehyde, 5-methyl-",0,0,0,0,0,0,0,0,0.0032006385,0.00365527166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Furanmethanol, 5-ethenyltetrahydro-α,α,5-trimethyl-, cis-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233867063333333,0,0,0,0
"2-Heptanol",0,0,0,0,0,0.0196155748,0.02037988,0.0192327298666667,0.0591767895,0.0785077326666667,0.0892589883333333,0.0827521803333333,0.144573215466667,0.118643535666667,0.376804120333333,0.0922970666666667,0.102862738,0.066335233,0.0463363790333333,0,0,0.0192142486333333,0.009144618,0.00855906983333333,0.00392054036666667,0.1913753492,0.00439062033333333,0,0,0,0
"2-Heptanone",0,0,0,0,0,0,0.21602795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Heptanone, 5-methyl-",0,0,0,0,0,0,0,0,0,0,0,0.007835398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Heptanone, 6-methyl-",0,0,0,0,0,0,0,0,0,0.019924628,0,0,0.0207830712666667,0,0,0,0,0,0.0298278445666667,0,0,0,0,0,0,0,0,0,0,0,0
"2-Heptenal",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00968098866666667,0,0.0600411406666667,0,0,0,0.0552047992,0.125351903966667,0,0,0,0,0,0,0,0,0,0
"2-Heptene",0,0.004787007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hexanol",0,0,0,0,0,0.00452691993333333,0.010091635,0.00960405656666667,0.044210978,0.0652352726666667,0.0486886056666667,0.041373468,0,0.055072106,0,0.0292130533333333,0.0456470746666667,0.0204152073333333,0.0170755617333333,0,0.0624872514666667,0,0,0.00306570843333333,0,0.0467798618,0,0,0,0,0
"2-Hexanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861123122333333,0,0,0.0391456349333333,0,0,0,0,0,0,0,0,0
"2-Hexanone, 5-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.0149021218,0,0,0,0,0,0,0,0,0,0,0,0.00827311063333333,0,0.0122588078666667,0,0,0,0
"2-Hexenal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228884433333333,0.0219260953333333,0,0,0.1011472596,0,0,0,0,0,0,0,0,0,0
"2-Hexene",0,0,0,0.00643005893333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hexene, 2-methyl-",0,0,0,0,0,0,0,0,0.005142581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hexene, 3,5-dimethyl-",0,0,0,0,0.0025526686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hydrazinoethanol",0,0,0,0,0,0,0.07067422,0,0,0,0,0.3312277,0,0,0,0,0,0,0.0567798387,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hydroxy-3-hexanone",0,0,0,0,0,0,0,0,0,0.065104771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hydroxy-3-pentanone",0,0,0,0,0,0.0253926146333333,0.051676675,0,0.110376551,0.224508591666667,0,0,0,0.168085372666667,0.737912979666667,0.151554512666667,0.127267504666667,0.071507275,0.0233592748333333,0,0,0,0,0,0,0.0270577967666667,0,0,0,0,0
"2-Isopropylpyrazine",0,0,0,0,0,0,0.04420072,0.0073327434,0,0.00992046366666667,0.0126228583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Methyl-1-butene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00924801186666667,0,0,0,0,0,0,0
"2-Methyl-1-phenylbut-3-en-1-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319913266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Methyl-2-azatricyclo[4.3.1.0(3,8)]decane",0,0,0,0,0,0,0.003240427,0.00328573876666667,0.0211859915,0.0421917483333333,0.0152026033333333,0.0214377103333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Methyl-2-bornene",0.006723612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Methyl-3-isopropylpyrazine",0,0,0,0,0,0,0,0,0.003227346,0.00771305733333333,0.00403559866666667,0.010007883,0.0377720786333333,0.0422027116666667,0.102275372,0.0165657403333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-n-Butyl furan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00535703346666667,0
"2-n-Octylfuran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00300735116666667,0
"2-Nonanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217902196666667,0,0,0,0,0,0,0.00519691296666667,0,0,0,0,0,0,0
"2-Nonanone",0,0,0,0,0.00344000445,0.0257537715,0,0.0422537888,0.129598023,0,0,0,0,0,0,0.128458265,0.157447102,0,0,0,0,0,0.0337386696666667,0,0,0,0,0.00430213546666667,0,0,0
"2-Octanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107958597,0
"2-Octenal",0,0,0,0,0,0,0,0,0.0095311,0,0,0,0.0124015955333333,0,0,0.0140365306666667,0,0.015995966,0,0,0.129375848733333,0,0,0,0,0.0948438791333333,0,0,0,0.00658488956666667,0
"2-Octene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068552717,0
"2-Oxetanone, 4-methyl-",0,0,0,0,0,0,0.0363517525,0,0,0.256863918333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Pentanol",0,0,0,0,0,0.202449415166667,0,0.290203291266667,0,0,0,0,1.4001828176,1.01195222833333,3.03349554733333,0,0.805220929,0.477665683,0.386706036066667,0,1.31194673936667,0,0.064193376,0,0.0201200104,0,0.0252580032,0,0,0,0
"2-Pentanol, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.0191457455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Pentanol, 4-methyl-",0,0,0,0,0,0,0.007974173,0.00413006216666667,0.023132258,0.0271976556666667,0,0,0.0475380571666667,0,0.0625833576666667,0,0,0,0,0.0127295360333333,0,0,0,0,0,0.110982196033333,0,0,0,0,0
"2-Pentanone",0,0,0,0,0,0,0,0,0,0,1.209521286,0,0,0.751241531,0,0,0.775139962666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Pentanone, 3-methyl-",0,0,0,0,0,0,0,0.0230188579,0.0704970305,0.109815343666667,0.109366374,0.0888164446666667,0.137173863333333,0.138536553,0.334060881333333,0.088039961,0.086749113,0.0532310993333333,0.0797344467,0,0.232031753533333,0.0201307148333333,0.00812943533333333,0.00828992406666667,0,0,0.0227818596666667,0,0,0,0
"2-Pentanone, 4-hydroxy-4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152467391333333,0,0.144884759666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Pentanone, 5-hydroxy-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416563616666667,0,0.0629966733333333,0.053693342,0.04163712,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Pentenal, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276612292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Pentene, 3-ethyl-",0,0,0,0,0,0,0.0044707965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Phenylpropenal",0,0,0,0,0,0,0.0210106385,0.0049976417,0.0210952185,0.0547948426666667,0.0150279333333333,0.00921646233333333,0.0225549535,0.0178824123333333,0.0304191163333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Piperidinone",0,0,0,0,0,0,0,0,0.1277228815,0.196595563,0.102914395666667,0.118523543666667,0.115628789933333,0.0779157496666667,0.0424414413333333,0.0256745803333333,0.017723078,0.007054855,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propanamine, 1-methoxy-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2548883762,0,0,0,0,0,0,0,0,0
"2-Propanamine, 2-methyl-",0,0,0,0,0,0,0,0.4058067687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propanol, 1-methoxy-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00590842793333333
"2-Propanol, 1,1,1,3,3,3-hexafluoro-",0,0,0,0,0,0,0,0,0.0052025425,0,0,0,0,0,0.0174471073333333,0,0,0,0,0,0,0.0100854103,0,0,0,0,0,0,0,0,0
"2-Propanol, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026816587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propanone, 1-hydroxy-",0,0,0,0,0,0,0.10269369,0.0135186921333333,0.050354663,0.111692205666667,1.016039731,0.097935688,0.1091066404,0.0488995196666667,0.122554946333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propen-1-ol",0.00880016166666667,0,0.00339834163333333,0,0,0.0318541186,0.110053135,0,0,0,0.0228123743333333,0,0.0663290207333333,0.579216309666667,0,0,1.07152009533333,0.269036706333333,0.0535236855,0,0,0,0,0.0112525297,0,0,0,0,0,0,0
"2-Propen-1-ol, 2-methyl-",0,0,0,0,0,0,0.0021393035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propenal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18536052,0,0,0,0,0,0,0,0,0,0
"2-Propenenitrile",0,0,0,0,0,0,0,0,0,0,0,0,0.104481866533333,0,0,0,0.119254031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propenoic acid, ethyl ester",0,0,0,0,0,0,0,0,0,0,0,0.00946364533333333,0,0,0.204376307666667,0.0624077373333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propenoic acid, methyl ester",0,0,0.0207868175666667,0,0.00222626785,0.00283147506666667,0,0.0101268493333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027798399,0
"2-Propyn-1-amine, N,N-dimethyl-",0,0,0,0,0,0,0,0,0,0.0734719036666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Tetradecanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546807653333333,0,0,0,0,0,0,0
"2-Thiophenecarboxaldehyde",0.002776339,0,0,0,0,0,0.0010041583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Tridecanone",0,0,0,0,0,0,0,0,0.0154286015,0.0263198416666667,0.0150227463333333,0.0118043856666667,0.0201849723,0.020995052,0.0482813133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Trifluoroacetoxydodecane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154355636666667,0,0,0,0,0.00222889753333333,0,0
"2-Trifluoroacetoxypentadecane",0,0,0,0,0,0,0,0,0,0.0184285496666667,0,0,0,0,0,0,0,0,0.0201496725666667,0,0,0,0,0,0,0,0,0,0,0,0
"2-Undecanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463720261,0,0,0,0,0
"2-Undecanone",0,0,0,0,0,0.0024283007,0.015740341,0.0110601635666667,0.0461630155,0.08772812,0.0785382306666667,0.0395457173333333,0.0641309034333333,0.067029853,0.226981024333333,0.0412053426666667,0.0569094113333333,0.0407892956666667,0,0,0.356399927833333,0.0276649586,0.0132094503333333,0,0.0067091616,0,0.0166315372,0,0,0,0
"2,2-Dimethoxybutane",0,0,0,0.00873289906666667,0.00930313635,0,0.033479725,0,0.052532602,0.0374395056666667,0.0435310223333333,0,0.0557498332333333,0.023445531,0.13070285,0.0376671026666667,0.0512072813333333,0.0301187133333333,0.0655656897333333,0.0226229615333333,0,0,0,0.0119610810666667,0.0108139800333333,0.057481848,0,0,0,0,0
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799257036666667,0,0,0,0,0,0,0,0,0,0,0,0.0232828289,0,0,0,0,0
"2,3-Bis(trifluoromethyl)buta-1,3-diene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00418693,0,0.00419528203333333,0,0,0,0,0,0,0,0,0,0,0,0
"2,3-Butanediol",0,0,0,0,0,0,0.023708598,0,0,0,0,0,0,0.0293464436666667,0,0,0,0,0.138096424433333,0,0,0,0,0,0,0,0,0,0,0,0
"2,3-Butanediol, [S-(R*,R*)]-",0,0,0,0,0,0,0,0,0,0,0,0.0788212146666667,0,0,0,0,0,0.115240153333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,3-Butanedione",0,0,0,0,0,0,0,0,0,0,0,1.42404324733333,0,0,0,0,0,0,0,0,1.93374185846667,0,0,0,0,0,0,0,0,0,0
"2,3-Dehydro-1,8-cineole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00350412453333333,0,0.2278790393,0,0,0,0,0
"2,3-Dimethyl-5-n-propylpyrazine",0,0,0,0,0,0,0,0,0,0.003620125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,3-Epoxybutane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013981066,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,3-Pentanedione",0,0,0,0,0,0,0,0,0.024056604,0.0489429273333333,0.0526580743333333,0.148312358333333,0,0.223452627,0.528973248,0.132795392666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,3,4,5-Tetrafluorobenzyl alcohol, 1-methylpropyl ether",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00423967763333333,0,0
"2,3,5-Trimethyl-6-ethylpyrazine",0,0,0,0,0,0,0,0,0,0,0,0,0,0.008553683,0,0,0,0,0,0,0,0,0,0,0,0.0686959476,0,0,0,0,0
"2,4-Di-tert-butylphenol",0,0,0,0,0,0,0,0,0,0.426674885333333,0,0,0,0.299432944666667,0,0,3.95238824166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4-Dimethylfuran",0,0,0.00477059116666667,0,0,0,0,0,0,0,0,0,0.0123636579666667,0,0.0652989,0.0187583143333333,0.022395595,0.0118325566666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4-Dithiapentane",0,0.00759920033333333,0.0101230603,0.00735858743333333,0.00631207135,0.0225222152333333,0.047370795,0.0698525172,0.1279737035,0.130056406666667,0.15828931,0.101625177666667,0.141213298966667,0.119776979,0.395597071333333,0.0725025703333333,0.0667120483333333,0.0281461003333333,0.0728919496333333,0.0189522486333333,0.109581672066667,0.0152437537,0.00878273066666667,0.0087951798,0,0.0546075438666667,0.005183243,0.00158950096666667,0,0,0
"2,4,7,9-Tetramethyl-5-decyn-4,7-diol",0,0,0,0,0,0,0,0,0.065241918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4(3H,5H)-Furandione",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00920188366666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4(3H,5H)-Furandione, 5,5-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332552833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,5-Furandione, dihydro-3-methyl-",0,0,0,0,0,0,0,0,0.0342742765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,5-Pyrrolidinedione, 1-methyl-",0,0,0,0,0,0,0,0,0,0.0166397593333333,0,0.00466088233333333,0.00708135376666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,6-Lutidine",0,0,0,0,0,0.00453186286666667,0.016677195,0.007770923,0.0140278305,0.0210271686666667,0.0207877206666667,0.01737317,0,0,0.073283265,0.0153050896666667,0.0126564856666667,0,0,0,0,0,0,0.00474333206666667,0,0.0354259338666667,0,0,0,0,0
"2',5'-Difluoroacetophenone",0,0,0,0,0,0,0,0,0.0033436035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2(3H)-Furanone, 3-(2-bromoethyl)dihydro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26055789,0,0,0.0299358623333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"2(3H)-Furanone, 5-ethyldihydro-",0,0,0,0,0,0,0.0060057755,0,0,0,0,0.012780063,0.0253267563,0.0319039466666667,0.086394381,0.035958786,0,0,0.0412358183,0,0,0.00555596886666667,0.002219509,0,0.00290578756666667,0,0,0,0,0.00547743666666667,0.00578634413333333
"2(3H)-Furanone, 5-hexyldihydro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.024788579,0,0,0,0,0.0306759676,0,0.2630440827,0.00751919766666667,0,0,0,0,0,0,0,0,0
"2(3H)-Furanone, dihydro-5-methyl-",0,0,0,0,0,0,0.011358443,0,0.008575636,0.022084284,0.02619011,0,0.0471947751,0.060374826,0.140363934666667,0.0740142143333333,0,0.062833511,0,0,0,0,0.00456890733333333,0.00584158963333333,0.00572732716666667,0,0,0,0,0,0
"2(3H)-Furanone, dihydro-5-pentyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.00975215493333333,0,0,0,0,0,0,0,0.334309794766667,0,0,0,0,0,0,0,0,0,0
"2(3H)-Furanone, dihydro-5-propyl-",0,0,0,0,0,0,0,0.00144119133333333,0.0041153105,0.00610024833333333,0.0109326343333333,0,0,0,0.0218671143333333,0,0,0.00758537933333333,0,0,0.2044169981,0,0,0,0,0.0346997247333333,0,0,0,0,0
"2(5H)-Furanone",0,0,0,0,0,0,0,0,0.0098192135,0.007049112,0,0.0111994773333333,0.0111670925,0.0138596743333333,0,0.00922096,0.013184098,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2H-Pyran-2-one, tetrahydro-",0,0,0,0,0,0,0,0,0.011870029,0.0209862603333333,0,0.011585499,0,0,0,0,0.02104326,0.0153277816666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"2H-Pyran-3(4H)-one, 6-ethenyldihydro-2,2,6-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411819356666667,0,0,0,0
"2H-Pyran, 3,4-dihydro-6-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231318486666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-(Methylthio)propyl acetate",0,0,0,0,0,0,0,0,0,0,0,0.00834691,0.0107560255666667,0.00947408066666667,0.0377796893333333,0.01246869,0.021512623,0.00854130333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-(Methylthio)propyl nonanoate",0,0,0,0,0,0,0,0,0,0,0,0,0.00927370046666667,0,0.0365873576666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Amino-2-oxazolidinone",0.0332425786666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Aminopropionitrile",0,0,0,0,0.00294622115,0.0196980739666667,0,0,0,0.567172195333333,0,0,0,0,0,0.019114295,0.0510190003333333,0,0.0239771705,0.0313564416,0,0,0,0,0,0,0,0,0,0,0
"3-Buten-1-ol, 3-methyl-",0,0,0,0,0,0.0244594573666667,0.0576438,0.0423053846,0.0930667955,0.136170988333333,0.165562106333333,0.154622498333333,0.205089010633333,0.165960466333333,0.514252504666667,0.106600330333333,0.106201801,0.0637366246666667,0.0579491903666667,0.0139588420666667,0.0666024024,0.0137255524333333,0,0.00491062433333333,0,0.0401730773666667,0,0,0,0,0
"3-Carene",0.0121956476666667,0,0,0,0,0,0,0.00524604866666667,0,0.019881579,0,0,0,0,0.035913903,0,0.00879195933333333,0,0.0091210826,0,0.0369919967333333,0,0,0,0,0,0,0,0,0.0032192516,0
"3-Furaldehyde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045258398,0,0,0,0,0,0.0113004974,0,0,0.00106511373333333,0,0.00176660076666667
"3-Hepten-2-one",0,0,0,0,0,0,0.0018866,0,0,0.014929605,0.005619776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Hexen-2-one",0,0,0,0,0,0,0,0,0.0064724345,0,0,0.00651314766666667,0.0070160242,0.0120307616666667,0,0.006800102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Hexene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478651973333333,0,0,0,0,0,0,0,0,0.003012234,0,0,0
"3-Hydroxy-3-methyl-2-butanone",0,0,0,0,0,0.0028044399,0.004113106,0,0,0,0,0,0,0,0,0,0,0.00932934033333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Methyl-2-(2-methyl-2-butenyl)-furan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00993022706666667,0,0,0,0,0
"3-Methyl-2-thiophenecarboxaldehyde",0,0,0,0,0,0,0,0,0,0,0,0.00659506766666667,0.0190269344,0.0235687436666667,0,0.010750824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Methylcyclopentyl acetate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016702622,0,0.020400029,0,0,0,0,0,0.0411252359666667,0,0,0,0,0
"3-Methyloxirane-2-carboxylic acid",0,0,0,0,0,0,0,0,0.030836196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Nonanone",0,0,0,0,0,0,0,0,0,0.00909696066666667,0.010634715,0.00716657866666667,0.0082180737,0.00931746733333333,0.0300610956666667,0,0.011897301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Nonene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179195850333333,0,0,0,0,0
"3-Octanol",0,0,0,0,0,0.00245587033333333,0.0036873015,0.004047644,0.0154473885,0.0185228256666667,0.0168769463333333,0.0116164316666667,0.0247111408,0.0240716896666667,0.078244347,0.0167904103333333,0.0159043736666667,0.00917844633333333,0.0119487372666667,0,0,0.0026552486,0,0,0,0.0283999244333333,0,0,0,0,0
"3-Octanone",0,0,0,0.00591723343333333,0,0,0.04258042,0,0,0,0,0,0,0,0.483683505666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046237922,0
"3-Octen-2-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414317869333333,0,0,0,0,0
"3-Octene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00596454113333333,0,0,0,0.0309921718
"3-Pentanol",0,0,0,0,0,0,0.019011282,0,0,0,0,0,0,0,0,0.137010889666667,0,0,0,0,0,0,0,0.0189676858,0,0.248353418366667,0,0,0,0,0
"3-Pentanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706005902,0,0,0,0
"3-Pentanone, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171863585,0,0,0,0,0
"3-Penten-2-ol",0,0,0,0,0,0,0,0,0,0.0161482066666667,0,0.00853337066666667,0,0.0121936786666667,0,0,0,0,0,0,0,0,0,0.00279076886666667,0,0,0.00215813666666667,0,0,0,0
"3-Penten-2-one",0.009297618,0,0.0057177736,0,0,0,0.035551325,0,0,0,0,0,0.0939548082333333,0.157295182,0,0,0.030936588,0.0379592773333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Pentenal, 4-methyl-",0,0,0,0,0,0,0,0,0.0059051845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Pentenoic acid, 4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175608911333333,0,0.0401734609333333,0,0,0,0,0,0,0,0,0,0
"3-Pyridinecarbonitrile",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00358115533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Thiophenecarboxaldehyde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00922730033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Trifluoroacetoxypentadecane",0,0,0,0,0,0,0,0,0,0,0,0,0.0181857879666667,0.0177320723333333,0,0,0.009790345,0.00439282333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Undecanone",0,0,0,0,0,0,0,0,0,0,0,0,0.0181567547666667,0,0.0548325256666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,4-Diacetylfurazan",0,0,0,0,0,0,0.13320053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,4-dimethylfuran",0,0,0,0,0,0.00235847583333333,0,0,0.003640652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,4,5-Trimethylpyrazole",0,0,0,0,0,0,0,0,0,0,0.058904292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,5-Difluorobenzaldehyde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005236897,0,0,0,0,0,0,0,0
