"","foot1_SS2","foot1_SS3","foot1_SS4","foot1_SS5","foot1_SS6","foot2_SS2","foot2_SS3","foot2_SS4","foot2_SS5","foot2_SS6","foot3_SS5","foot3_SS6","foot4_SS5","foot4_SS6","foot5_SS2","foot5_SS3","foot5_SS4","foot5_SS5","foot5_SS6","foot6_SS5","foot6_SS6","foot7_SS5","foot7_SS6","foot8_SS4","foot8_SS5","foot8_SS6","foot9_SS4","foot9_SS5","foot9_SS6"
"1,3-Cyclopentadiene, 1-methyl-",0,0,0,0,0,0,0,0,0,0.00334318865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-di-iso-propylnaphthalene",0,0,0,0,0,0.0006419985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Diazabicyclo[3.1.0]hexane",0,0,0,0,0,0.0022565633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Diazine",0,0,0.00452048256666667,0.0033922447,0.0047072073,0,0,0,0.0235340673333333,0.0220987916,0,0,0.00338870095,0,0.0066841236,0,0,0,0.0075619087,0,0,0.0077629645,0,0,0,0,0,0,0
"1,3-Dioxol-2-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021635345,0,0,0,0,0,0,0,0,0,0
"1,3-Dioxolan-2-one",0,0,0,0,0,0,0,0,0.00787322166666667,0.06329283865,0,0,0,0.0303359933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017162719
"1,3-Dioxolane",0,0,0,0,0,0.013980689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Dioxolane, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0.0364189166,0,0.0224708246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Dioxolane, 2,2-dimethyl-",0,0,0,0,0.03437788705,0,0,0,0,0.16332808415,0,0.049752985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339507775,0,0,0.0659428353333333
"1,3-Oxathiane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00810370136666667,0.2932582835,0,0.0337003155333333,0.351419937
"1,3-Pentadiene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176848749,0,0,0,0,0,0,0,0.212115085333333,0,0,0,0,0,0
"1,3-Pentadiene, 2,4-dimethyl-",0,0,0,0,0,0,0,0,0.00241112033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Propanediol, diacetate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635088925333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3,2-Dioxaborolan-4-one, 2-ethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224875575,0,0,0.028381846
"1,3,2-Dioxathiolane, 2-oxide",0,0,0,0,0,0,0,0,0,0.00351844435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3,4-Metheno-1H-cyclobuta[cd]pentalene, octahydro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013153953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3,5-Cycloheptatriene, 2,5-diethyl-7,7-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.0056370174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3,5-Triazine",0,0,0.00602491426666667,0.003521468,0,0,0,0,0.007682457,0,0,0,0.0049909534,0,0.0055987208,0,0,0,0,0.00534609533333333,0,0.00552208806666667,0,0,0.00829154223333333,0,0,0,0
"1,3,6-Trioxocane",0,0,0,0,0,0,0,0,0,0.0653880112,0.04623975055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3,6-Trioxocane, 2-methyl-",0,0,0,0,0.0479122118,0,0,0,0,0.21909878105,0.02499452965,0.057140192,0.0060502463,0.0908482003333333,0,0,0,0,0.0303147209,0,0.0460753735,0,0,0,0,0.0380971455,0,0,0.056677576
"1,3,8-p-Menthatriene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333487656,0,0,0,0,0
"1,4-Benzenediol, 2,6-bis(1,1-dimethylethyl)-",0,0,0,0.0122146082333333,0,0,0.00522001506666667,0,0.0143255646666667,0,0,0.0155973396666667,0.00824533345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,4-bis[2-(4-Methylphenyl)diazen-1-yl]piperazine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187173585,0,0,0,0,0
"1,4-Butanediol",0,0,0,0,0,0,0,0,0,0.0188881588,0,0,0,0,0,0,0,0,0,0.1319495687,0,0,0,0,0,0,0,0,0
"1,4-Dimethyladamantane #",0,0,0,0,0,0,0,0,0,0,0,0,0.0094867123,0,0,0,0,0.00192768633333333,0,0,0,0,0,0,0,0,0,0,0
"1,4-Dioxan-2-ol",0,0,0,0,0.05281390295,0,0,0,0.0350589553333333,0.0978127761,0.00608642475,0.0512258886666667,0.00322812145,0,0,0,0,0.00676160666666667,0,0,0,0,0,0,0,0.062942396,0,0,0.107609111666667
"1,4-Dioxane",0,0,0,0,0,0,0,0,0,0,0,0,0.0891624692,0,0,0,0,0,0,0,0,0,0,0.0155717627,0,0,0,0,0
"1,4-Dioxane, 2,5-dimethyl-",0,0,0,0,0,0,0,0,0,0,0.0242424453,0,0,0,0.0064257489,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,4-Dioxin, 2,3-dihydro-5,6-dimethyl-",0,0,0,0,0,0,0,0,0,0,0.02329596785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,4-Heptadiene, 3,3,6-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085045315,0,0,0,0,0,0,0,0
"1,4-Pentadien-3-one",0,0,0,0,0,0,0,0,0.00729941666666667,0,0,0,0.00461225575,0,0,0,0,0,0,0.00522302326666667,0,0.00924997316666667,0,0,0.00665238303333333,0,0,0,0
"1,4-Pentadiene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017756326,0,0.008668791,0,0,0,0,0.0012723482,0,0.060750155,0,0,0
"1,5-Cyclooctadiene",0,0,0,0.00211426846666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,5-Cyclooctadiene, 1,6-dichloro-",0,0,0,0,0,0,0,0,0,0,0,0,0.0024156252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,5-Hexadiene, 3,3,4,4-tetrafluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0.00498434005,0,0,0.0053249659,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,5-Undecadiene, 6,7,7,8,8,9,9,10,10,11,11,11-dodecafluoro-3-methyl-",0,0,0,0,0,0.05610187885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,5,5-Trimethyl-6-methylene-cyclohexene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035004233,0,0,0,0,0,0,0,0
"1,6-Octadien-3-ol, 3,7-dimethyl-, formate",0,0,0,0,0,0,0,0.0043544825,0,0.0145331039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,7-Dimethyl-4-(1-methylethyl)cyclodecane",0,0,0,0,0,0,0,0,0,0,0,0,0.0061792885,0,0,0,0,0,0,0,0,0.0239225960666667,0,0,0,0,0,0,0
"1,7-Nonadiene, 4,8-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01136217525,0,0,0,0,0,0,0,0,0,0
"1,7,7-Trimethyl-2-vinylbicyclo[2.2.1]hept-2-ene",0,0,0,0,0,0.0038092196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,8,11-Heptadecatriene, (Z,Z)-",0,0,0,0,0.02794287715,0,0,0,0,0,0,0,0.0146315644,0,0,0.0183989261333333,0,0,0,0,0,0,0,0,0,0,0,0.0120558724,0
"1(2H)-Naphthalenone, 3,4-dihydro-3,3,6,8-tetramethyl-",0.0107817798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005109231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10,18-Bisnorabieta-8,11,13-triene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007542832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10(E),12(Z)-Conjugated linoleic acid",0,0,0,0,0.03703014095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11-Tricosene",0,0,0,0,0,0,0,0,0,0,0.02196256645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11,13-Dimethyl-12-tetradecen-1-ol acetate",0,0,0,0,0,0,0,0,0,0.0127829059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11,14-Eicosadienoic acid",0,0,0,0,0,0,0.0261787601666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12-Crown-4",0,0,0,0,0.0154243962,0,0,0,0,0.0623944622,0,0,0,0,0,0,0,0,0.0140375738,0,0,0,0,0,0,0.019704304,0,0,0.0154698086666667
"12-Methylaminolauric acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031585483,0,0.042339648,0,0,0,0,0,0.179997910666667
"1H-1,2,4-Triazole",0,0.048758279,0,0.194441009266667,0.0682770273,0.11952496535,0.0386918586,0,0.0720734783333333,0.1165467547,0,0,0.01364692075,0,0,0,0,0,0.03250506815,0,0,0,0,0,0,0,0,0.0504811592666667,0
"1H-Indene, 1-chloro-2,3-dihydro-",0,0,0,0.0166168584,0,0,0,0,0,0,0,0.072518073,0.03528991795,0,0,0,0,0,0.0131479044,0,0,0,0,0,0,0,0,0,0
"1H-Indene, 1-ethylidene-",0,0,0,0,0,0,0.0499355777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Indene, 2,3-dihydro-1,1-dimethyl-",0,0,0,0,0.01150358875,0.00216084595,0,0,0,0.0106216891,0,0.0349028166666667,0.0209397316,0.173318978333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00891652966666667
"1H-Indene, 2,3-dihydro-1,1,2,3,3-pentamethyl-",0,0,0,0,0,0,0.0203984986333333,0,0,0.0214076129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030801795,0,0,0.003877386
"1H-Indene, 2,3-dihydro-1,1,3-trimethyl-",0,0,0,0,0.0061503836,0,0,0,0.0305638053333333,0,0,0,0.0680690897,0.120924035666667,0,0,0,0,0,0,0,0,0,0,0.0161564874333333,0,0,0,0
"1H-Indene, 2,3-dihydro-1,1,3-trimethyl-3-phenyl-",0,0,0,0,0,0,0.00339893106666667,0,0.00192759366666667,0.00773120825,0,0.00930930666666667,0.00167093505,0.00217604866666667,0,0,0,0,0,0,0,0.00823164266666667,0,0.0025921777,0,0,0,0.0043555861,0
"1H-Indene, 2,3-dihydro-1,1,4,5-tetramethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231372756666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Indene, 2,3-dihydro-1,2-dimethyl-",0,0,0.0147261901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Indene, 2,3-dihydro-1,3-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.483412654333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Indene, 2,3-dihydro-1,4,7-trimethyl-",0,0.00596810566666667,0,0.00788278366666667,0,0,0.0079972657,0,0.00990526633333333,0.0138262197,0,0.0387602096666667,0.0541846019,0.100357808666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Indene, 2,3-dihydro-1,5,7-trimethyl-",0,0,0,0,0,0.00103416385,0,0,0,0,0,0.00968507066666667,0.05406554905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Indene, 2,3-dihydro-1,6-dimethyl-",0,0,0,0.0845801210333333,0,0,0,0,0.173173335666667,0,0,0,0.0722207162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Indene, 2,3-dihydro-4-methyl-",0,0,0,0,0.08767702365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Indene, 2,3-dihydro-4,7-dimethyl-",0,0,0,0,0.01808695175,0,0,0,0,0,0.0865116491,0,0.3111041961,0,0,0,0,0,0,0,0,0,0.011857117,0,0,0.0122644145,0,0,0.00661034733333333
"1H-Indene, octahydro-",0,0,0,0,0,0,0,0,0,0.01366738905,0,0,0,0,0,0,0,0,0,0,0.0058768035,0,0.014063771,0,0,0,0,0,0.00717013533333333
"1H-Indene, octahydro-, cis-",0,0,0,0,0,0,0,0,0,0,0,0,0.01239569875,0,0.0014164617,0,0,0,0,0,0,0,0,0,0,0.009121095,0,0,0
"1H-Pyrrole-2,5-dione",0,0,0,0,0,0,0,0,0.00469846466666667,0,0,0,0,0.016436731,0,0,0,0,0.00427031655,0,0,0,0,0,0,0,0,0,0
"1H-Pyrrole, 1-butyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036888229
"1H-Pyrrole, 1-methyl-",0,0,0,0.0152918181666667,0,0,0,0,0.011506736,0.02946709375,0.0086583164,0,0.0252017589,0,0.0043856132,0.002444502,0,0.00807368666666667,0,0,0,0,0,0.00302757995,0,0.040741943,0,0,0
"1H-Pyrrole, 2-methyl-",0,0.033723583,0,0,0,0,0.0818593248666667,0,0,0,0,0,0,0,0,0.0163682923333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Pyrrole, 2,5-dimethyl-",0,0,0,0,0,0,0,0.00185614996666667,0.007644921,0,0,0,0.01063942495,0.0456790376666667,0.0007352109,0,0,0.00603721933333333,0,0.0119837270666667,0.008216145,0,0,0,0,0,0,0,0
"1H-Pyrrole, 3-methyl-",0,0,0,0.0768741192333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01050740925,0.0632195550333333,0,0,0,0
"1H-Tetrazole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004942961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-(1-Ethylpropyl)pyrazine",0,0,0,0.00276358673333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-(3-Bromopropyl)-[1,3]dioxolane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006909918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-(Pentadec-14-en-1-yl)furan",0,0,0,0,0,0,0,0,0,0,0,0,0.0039929146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-[2-[2-Methoxyethoxy]ethoxy-1,3-dioxalane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078015791,0,0,0,0,0,0,0,0,0,0
"2-Amino-1,3-propanediol",0,0,0,0,0,0,0,0,0,0,0,0,0.0047966647,4.941307036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Bromomethyl-1,3-dioxolane",0,0,0,0,0,0,0,0,0.0166621096666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Butanol",0,0,0,0,0,0,0,0,0,0.18117791495,0,0,0,0,0.4911769148,0,0,0.0941221406666667,1.0816307727,0,0.2671494995,0,0.576430502333333,0,0,0.317949746,0,0,0.648792905666667
"2-Butanone",0,0,0,0,0,0,0,0,0,2.5465596913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3670117425,0,0,1.56480116433333
"2-Butanone, 3-ethoxy-3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0.00885900166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Butanone, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0.17535666375,0,0.08410663825,0.810296668666667,0,0,0,0.267502160666667,0,0,0,0,0,0,0,0,0,0,0
"2-Butanone, 3,3-dimethyl-",0,0,0,0.0078606387,0,0,0,0,0.0180174763333333,0,0,0,0.0042211808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00270336196666667,0,0
"2-Buten-1-ol, 2-methyl-",0,0,0,0,0,0,0,0,0,0.0067138945,0,0,0,0,0,0,0,0,0,0,0,0,0.0496232953333333,0,0,0,0,0,0
"2-Butenal",0,0,0,0,0,0,0,0,0,0.00837859185,0.0157075345,0,0.0064481914,0,0.0005194491,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Butenal, 2-ethenyl-",0,0,0,0,0,0.0013009722,0,0,0,0,0,0,0,0,0.0007253948,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Butenal, 2-methyl-",0,0.0196812026666667,0,0,0,0.0036457766,0.00305741513333333,0,0,0.0080761224,0.0113274156,0,0,0.0618065003333333,0,0.00774704053333333,0,0,0,0,0,0,0,0,0,0.0705211095,0.00265992196666667,0,0.078954152
"2-Butene",0,0,0,0.136092711633333,0,0,0,0,0,0,0,0,0,0,0.0261887568,0,0,0,0,0,0,0,0,0,0,0.3821592595,0,0,0
"2-Butene, 1-methoxy-",0,0,0,0,0,0,0,0,0,0,0,0,0.00359720165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Butene, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10279314435,0,0,0,0,0,0,0,0,0,0
"2-Butene, 2,3-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102940404,0,0,0.0614446405,0,0,0
"2-Butenenitrile",0,0,0,0,0,0.0015652751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Carbomethoxyaziridine",0,0,0,0,0.0044917953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Chloroethanol",0,0,0.934024652133333,0,0.0021134415,0,0,0,0,0,0.0059176661,1.18715918166667,0,1.58551848433333,0,0,0,0,0,0,0.892740004,0,0,0,0,0.612506087,0,0,0.764527188333333
"2-Cyano-2-O-fluorosulfatofluoropropane",0,0,0,0.0443570795333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Cyclohexen-1-one",0,0,0,0,0.0048914527,0,0,0,0,0,0.00570562135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Cyclopenten-1-one",0,0,0,0,0,0,0,0,0,0,0,0,0.0067128825,0,0.0067464132,0,0.0032991534,0,0,0,0,0,0,0,0,0,0,0,0
"2-Cyclopenten-1-one, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0.0044452747,0,0,0,0.0018740309,0,0,0,0,0,0,0,0,0,0.00322266896666667,0,0,0,0
"2-Cyclopenten-1-one, 3-methyl-",0,0,0,0,0.00331348005,0.0039811952,0,0,0,0.0046197453,0,0,0,0,0.0006054347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Cyclopenten-1-one, 3,4-dimethyl-",0,0,0,0,0,0.01069310775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Decanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01352280115,0,0,0,0,0,0,0,0,0,0
"2-Decanone",0,0,0,0,0,0,0.0274152503,0,0,0,0,0,0,0,0.0043501379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Decene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031716297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Dodecene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100054811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Ethyl-1-dodecanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122523123333333,0,0,0.012984081,0,0,0
"2-Ethylacrolein",0.0078576375,0,0,0,0,0,0,0,0,0,0,0,0.0077457575,0,0,0,0,0,0,0,0,0,0,0,0,0.090061689,0,0,0
"2-Ethylhexyl acrylate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145558232,0,0,0.0183352507,0
"2-Ethylthiolane, S,S-dioxide",0,0,0,0,0,0.01230033415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Ethynyl pyridine",0,0,0,0.2988099775,0,0,0,0,0,0,0,0,0.1072696878,0,0,0,0,0.112546248,0,0,0,0,0,0,0,0,0,0,0
"2-Fluoro-3-(trifluoromethyl)phenol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003062452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Fluoropyridine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004400325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Furancarbonitrile",0,0,0,0.0021910688,0,0,0,0,0.00779188166666667,0.00285054755,0,0,0,0,0.0004873075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Furancarboxaldehyde, 5-methyl-",0,0,0,0,0,0,0,0,0,0.01008119385,0.003170006,0.0121690816666667,0,0.0198166876666667,0.0005736922,0,0,0,0,0,0,0,0,0,0.00269888156666667,0.006040667,0,0.0055850693,0.00597205166666667
"2-Furanmethanol",0,0,0,0.00354239366666667,0.00591043,0,0,0,0,0.00477647865,0,0.005455959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Furoic acid, 2,3,4,6-tetrachlorophenyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279115765,0,0,0,0,0,0,0,0,0,0
"2-Heptanol",0,0,0,0,0,0.00319140395,0,0,0,0,0,0,0,0.133265564333333,0.0425739322,0.0560368571666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0234668716666667
"2-Heptanol, 5-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011034207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Heptanone",0,0,0,0,0.02617942165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1331075192,0,0,0,0,0,0,0,0,0,0
"2-Heptanone, 6-methyl-",0,0,0,0,0,0,0,0,0,0.02741458065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00425425805,0,0,0,0,0
"2-Heptene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020588259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hexanamine, 4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.183537323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hexanol",0,0,0,0,0,0,0,0,0,0.04189451735,0.00244883465,0,0,0.048507275,0,0.0406468291,0,0.0302379623333333,0.10994444355,0,0,0,0,0,0,0,0,0,0
"2-Hexanone",0,0,0,0,0,0,0,0,0,0,0.089860477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hexanone, 4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025472699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hexanone, 5-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143996283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hexenal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033205888,0,0,0.01415483055,0,0,0,0,0,0,0,0,0,0
"2-Hexene, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.034802668,0.0028897644,0,0,0,0,0,0.0240195455,0,0.0407587753333333,0,0,0,0,0,0
"2-Hexene, 3,5-dimethyl-",0.0176949777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168929515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hydroxy-3-pentanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00761501766666667
"2-Hydroxy-iso-butyrophenone",0,0,0,0,0,0,0,0,0.00415473933333333,0.00594443305,0,0,0.0040115697,0,0,0.0190033438333333,0,0.00172640333333333,0,0,0,0.0075637003,0,0,0,0,0,0.0057907731,0
"2-Isopropyl-5-methyl-1-heptanol",0,0,0,0,0,0,0,0,0,0,0,0,0.40398970105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Isopropyl-5-methylhex-2-enal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287898857666667,0.0739637323333333
"2-Isopropylpyrazine",0,0,0,0,0,0,0,0,0.021710429,0.0209126332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131731613333333
"2-Methyl-1-butene",0,0,0,0,0,0,0,0,0,0,0,0,0.010701105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Methyl-1-phenylbut-3-en-1-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018858735,0,0,0
"2-Methyl-2-(4-methylbenzoyl)malononitrile",0,0,0,0,0,0,0,0,0,0,0,0,0.0140292525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Methyl-3-ethyl-2-heptene",0,0,0,0,0,0,0,0,0,0,0,0.0576662683333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Methyl-3-propylpyrazine",0,0,0,0,0,0,0,0,0,0,0,0.0133921633333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Methyl-7-exo-vinylbicyclo[4.2.0]oct-1(2)-ene",0,0,0.00461976593333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Methylthiolane, S,S-dioxide",0,0,0,0,0,0,0,0,0,0.07839078205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Morpholinoethyl isothiocyanate",0,0,0,0,0,0,0.0644535214666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-n-Butyl furan",0,0,0,0,0,0,0,0,0.0251882353333333,0.0153848231,0,0.0310934886666667,0,0.046579588,0,0,0,0.00770918366666667,0,0,0,0,0,0,0,0,0,0,0
"2-Nonanone",0.00690078855,0,0,0,0,0.1160053155,0.321814542466667,0,0.896732958333333,0,0,0.273311976666667,0,0,0.0166781031,0,0,0,0,0,0,0,0,0.00404713965,0,0,0.0075493352,0,0
"2-Nonenal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089534305,0,0,0,0,0,0,0,0
"2-Octanone",0,0,0,0.0178385009333333,0,0,0,0,0,0,0.06802647255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00859981066666667,0,0
"2-Octenal",0.01392353925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020522212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
