"","D2d0","D2d1","D2d2","D2d4","D2d5","D2d6","D2d7","D2d8","D2d9","D2d10","D2d11","D2d12","D2d13","D2d14","D2d15","D2d16","D2d17","D2d18","D2d21","D2d26","D2d28","D2d30","D2d32","D2d35","D2d42","D2d49","D2d57","D2d65","D2d74","D2d81","D2d87"
"1-Butanol, 3-methyl-",0,0,0,0,0.0191899879,0,0,0,1.1293648353,0,0,0,0,2.6932750875,0,0,1.887729764,0,0,0,0,2.7157280781,0.0968035114666667,0.0458507115666667,0.0150047124333333,0,0.00588549313333333,0,0,0,0.008221491
"1-Butanol, 3-methyl-, acetate",0,0,0,0,0,0,0,0,0.02326666255,0.0205401522333333,0,0,0.0266274765666667,0.0319812325666667,0.0104734843333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Butanol, 3-methyl-, propanoate",0,0,0,0,0,0,0,0.022812933,0.02498879285,0.0431797297333333,0,0,0,0.049018092,0.0111421143666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Butene",0,0,0,0,0,0,0,0.0087990475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Decene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034910205,0,0,0.0343706001,0,0,0,0,0,0,0,0,0
"1-Dodecanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492539236666667,0,0,0,0,0,0
"1-Dodecanone, 2-(imidazol-1-yl)-1-(4-methoxyphenyl)-",0,0,0,0,0,0,0,0.007055267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Eicosanol",0,0,0,0,0,0,0,0,0.0042888769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Ethylcyclopentene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033843343,0.00251572363333333,0,0,0,0
"1-Heptacosanol",0,0,0,0,0,0,0,0.0009139109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Heptanamine",0,0,0,0,0.0027995687,0,0,0,0,0,0,0,0,0,0.0105035944666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Heptanol",0,0,0,0,0,0,0.00544312373333333,0.0161157193,0.0341237119,0.0631620183,0.0468930243333333,0.0269848959,0,0,0.0331665647333333,0,0,0.0374739611,0.0471821405666667,0.0338031065666667,0.0142233076,0.179347179333333,0,0,0,0.0402929996333333,0,0,0,0,0
"1-Hepten-3-one",0,0,0,0,0,0,0,0.0078243152,0.0180516668,0.0402340006333333,0.0210251976666667,0.0134729285333333,0.0207790307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Heptene",0,0,0,0,0,0,0,0.0304733313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Hexanol",0,0,0,0,0,0.00538962273333333,0.0147937597666667,0.029571547,0.05643659015,0,0,0,0.0793239859666667,0,0.0647803669333333,0.0937253854666667,0,0,0.0950389104666667,0,0,0,0,0,0,0,0.00449992226666667,0,0.00442230616666667,0,0
"1-Hexanol, 2-ethyl-",0,0,0,0,0,0,0,0.1719983618,0.26146879175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422610871666667,0,0,0
"1-Hexene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435959321633333,0,0.0306565155666667,0,0,0,0,0,0,0
"1-Hexene, 4-methyl-",0,0,0,0,0,0,0,0.0042205767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Methyldodecylamine",0,0,0,0,0,0,0,0,0,0,0,0,0.225324218033333,0.5287187926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Methylpentyl cyclopropane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052214083,0,0,0,0,0,0,0,0,0,0,0,0
"1-Nonanol",0,0,0,0,0,0,0.002985017,0.009158612,0.0138263841,0.0196524912333333,0.014900095,0.00489641723333333,0.0100881491333333,0.0238750090666667,0.0096510089,0,0.01155732,0.0117018667,0.0126778543333333,0.0078376713,0,0.0394216036666667,0,0,0,0.00830371246666667,0,0,0,0,0
"1-Nonene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121100498333333,0,0,0,0,0,0,0,0,0,0
"1-Octanamine, N-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105528061966667,0,0,0,0,0,0,0,0,0,0,0,0
"1-Octanol",0,0,0,0,0,0,0.0049485011,0.0114918915,0.0147120379,0.0259907752333333,0.0185375736666667,0.0120504437333333,0.0186447502666667,0.0628522834,0.0388651736666667,0,0.068917499,0.0444611918666667,0.0527438455333333,0.0360489953,0.0302690812333333,0.158568388966667,0.0124984010333333,0,0,0.0422474161,0,0,0,0,0
"1-Octanol, 2-butyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00534976003333333,0,0,0,0,0,0
"1-Octen-3-ol",0,0,0,0,0,0,0,0,0,0,0,0,0.0575192565666667,0,0,0.131955796033333,0,0,0.229615567133333,0,0,0,0.0754439192666667,0,0,0.0821428203666667,0,0,0,0,0
"1-Octen-3-one",0,0,0,0,0,0.00793799583333333,0,0,0,0,0,0,0,0,0,0,0.0794447236666667,0,0.0533564411666667,0.0399668091333333,0,0,0.00933710456666667,0,0,0,0,0,0,0,0
"1-Octene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952880646333333,0.0295426663333333,0,0.0413084873,0,0.0222398938333333,0,0,0,0,0,0
"1-Pentanol",0,0,0,0,0,0.00728952136666667,0.0304000284333333,0,0,0.491801021366667,0.547285779666667,0,0.4869686541,0.691062050133333,0.295448458766667,0.271826035033333,0.364481869666667,0,0.133487639133333,0,0,0.348830459333333,0.0258211621333333,0,0,0,0,0,0,0,0
"1-Pentanol, 4-methyl-",0,0,0,0,0,0,0,0.0148529261,0.01714356935,0.0385246125666667,0.0424373266666667,0.0249839771666667,0.0285237973333333,0.0632650833333333,0.0287178281,0.0328754951,0.0466245053333333,0.0282130829,0.0334115503333333,0,0.00429607446666667,0.0406304757,0,0,0,0,0,0,0,0,0
"1-Penten-3-ol",0,0,0,0,0,0,0,0,0,0.0836949729,0.0508217613333333,0,0,0,0.1135731881,0.1353737486,0.357693374666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Penten-3-one",0,0,0,0,0,0,0,0.0085997234,0,0,0,0.0102852634,0,0.0216535902,0.00878929796666667,0,0,0,0,0,0,0.0755581195,0,0,0,0,0,0,0,0,0.00611517933333333
"1-Pentene, 2,4-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164856643333333,0,0.0024168531,0,0,0,0
"1-Pentene, 2,4,4-trimethyl-",0,0,0,0,0,0,0,0,0,0,0.0310131346666667,0,0,0,0,0,0,0,0,0.0378320359333333,0,0,0,0,0,0,0,0,0,0,0
"1-Propanamine, N,2-dimethyl-N-nitroso-",0,0,0,0,0,0,0,0.1159029864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Propanesulfonyl chloride",0,0,0,0,0,0,0,0,0,0,0,0,0.1353456183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Propanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.516799172,0,0,0,0,0,0,0,0,0,0,0,0,0.0280270303333333,0
"1-Propanol, 2-amino-, (±)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351450318766667,0,0.05053264,0.305093500933333,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Propanol, 2-methyl-",0,0,0,0.0696036904333333,0,0,0,0,0.82521931185,0,1.37447944033333,0,0,1.07209976573333,0,1.44318010003333,1.31832681,0,0.539100506033333,0,0,1.29978895796667,0.0401344185,0.0139746645,0.00670957426666667,0.0548968038333333,0.00422795403333333,0,0,0,0.00657205766666667
"1-Propanol, 3-(methylthio)-",0,0,0,0,0,0,0,0,0.0132446227,0.0257323244666667,0.00213602566666667,0.00667413566666667,0.0203600532333333,0.0446372108666667,0.0107794735333333,0,0,0.00624986596666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Propanol, 3-ethoxy-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082746479,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Propanone, 1-phenyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00393373736666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Propen-2-ol, acetate",0,0,0,0.1545041664,0,0,0.0274661842333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Propene, 2-methyl-",0.0655157133333333,0,0,0.0558798098333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Tetradecene",0,0,0,0,0,0,0,0.0159933151,0.0214049792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,1-Ethanediol, diacetate",0,0,0,0,0,0,0,0.0204880196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,1,1-Trifluoro-2-propanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445600386,0,0,0,0,0,0,0
"1,1,1,4,4,4-Hexafluorobut-2-ene",0,0,0,0,0,0,0,0,0,0,0,0,0.0159966654,0,0.0110081522,0,0,0.0036533695,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,1'-Biphenyl, 2-methyl-",0,0,0,0,0,0,0,0.0014796285,0.00467359555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,1'-Biphenyl, 4,4'-difluoro-",0,0,0,0,0,0,0,0.0008326864,0,0,0,0,0,0,0.00111181363333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,13-Tetradecadiene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280096415,0,0,0,0,0,0,0,0,0,0,0,0
"1,2-Benzenedicarboxylic acid",0,0,0,0,0,0,0,0.0059670177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,2-Benzisothiazole",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020588562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,2-Butanediol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314260716666667,0.0411335042,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,2-Dithiolane",0,0,0,0,0,0,0,0,0.00278102165,0.00556365803333333,0.00281596633333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,2-Ethanediamine, N'-ethyl-N,N-dimethyl-",0,0,0,0,0.0567348633,0,0.667139479,0.1491004467,0,0,0.0663220366666667,0,0,0.0543191248666667,0,0,0.234810088,0,0,0.0249986502666667,0,0,0,0,0,0,0,0,0,0,0
"1,2-Ethanediol",0,0,0,0,0,0.0680095013,0,0,0.03541545695,0,0,0,0.0178758953333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0610878506333333,0.00631772116666667,0,0,0,0
"1,2,3-Trifluorobenzene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00901485986666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,2,4-Trifluorobenzene",0,0.0599609173333333,0,0,0,0,0,0,0,0,0,0.0508120428666667,0,0,0,0,0,0.0325276599,0,0,0,0,0,0,0.0430167766333333,0,0,0,0,0,0.0375397216666667
"1,2,4-Trithiolane",0,0,0,0,0,0,0.00144360613333333,0,0.0019997994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,2,4,5-Tetrazin-3-amine, 6-methyl-",0,0,0,0,0,0.0645198504,0.1301273696,0,0,0.1820197121,0.024603752,0,0,0.0760449108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,2,4,5-Tetroxane, 3,3,6,6-tetramethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00705852023333333,0,0.771672376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,2,5-Thiadiazole",0,0,0,0,0,0,0,0,0.0305044847,0.0287033896,0,0.00574284266666667,0.00788249683333333,0,0.0037943777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Diazine",0,0,0,0,0,0.00800272833333333,0.0306869702666667,0,0.06927281695,0.0630081869333333,0.033836583,0.0164402838,0.011403974,0.0132286700333333,0.00599764466666667,0,0.0245129083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",0,0,0,0,0,0,0,0.0162063754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Dioxolane",0,0,0.00451718983333333,0,0,0.00496512736666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105428199666667,0,0,0,0
"1,3-Dioxolane, 2-(4-methoxyphenyl)-2-methyl-",0,0,0,0,0,0,0,0.0019732954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Octadiene",0,0.00858651633333333,0,0,0,0,0,0.0033806126,0.0058606562,0,0,0,0,0,0.00560446203333333,0,0,0,0,0,0,0,0.0143867421666667,0,0,0,0,0,0,0,0
"1,3-Oxathiane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144839056666667,0.00859120023333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Pentadiene",0,0,0,0,0,0,0,0,0,0,0.139509418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Propanediol",0,0,0,0,0,0,0,0,0,0,0,0,0.117021153466667,0.377545973866667,0,0.159726689566667,0.372177518333333,0.4654193046,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3,5-Triazine",0,0,0,0,0,0.00837862616666667,0.0618183280333333,0,0.12654420915,0.102904378233333,0.169194319333333,0,0.0595451390666667,0,0.0324579109666667,0.0318681586333333,0.162984976333333,0,0.160444081333333,0.00396861146666667,0,0,0,0,0,0,0.00827444203333333,0,0,0,0
"1,3,5-Triazine, hexahydro-1,3,5-trimethyl-",0,0,0,0,0,0,0,0.0053296373,0.00349823465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3,5-Trifluorobenzene",0,0,0,0,0,0,0,0.3794695947,0.44219830895,0,0,0,0,0,0,0,0,0,0,0,0,13.223356771,0,0,0,0,0,0,0,0,0
"1,3,6-Trioxocane, 2-methyl-",0,0,0,0,0,0.004399479,0.00876049173333333,0,0,0,0,0.00849696566666667,0.0070731995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3,7-Octatriene, 3,7-dimethyl-",0,0,0,0,0,0,0,0.0048043931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,4-Cyclohexadiene, 1-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00888453326666667,0,0,0,0,0
"1,4-Dioxane",0,0,0,0.0586925603333333,0,0,0,0.0084390344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155834855666667,0,0
"1,4-Dioxin, 2,3-dihydro-",0,0,0.00639238513333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063702232,0,0.00562617633333333,0,0,0,0
"1,4-Heptadiene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020284433,0,0,0,0,0
"1,4-Oxathiane",0,0,0,0,0,0,0,0,0,0,0,0,0.00598002246666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,5-Dimethyl-6-oxa-bicyclo[3.1.0]hexane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197208759,0,0,0,0,0,0,0,0,0,0,0,0,0
"12-Crown-4",0,0,0,0,0,0,0,0.1236776891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12-Methylaminolauric acid",0,0,0,0,0,0,0,0.070619828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15-Crown-5",0,0,0,0,0,0,0,0.0469392704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Indene, 1-ethylidene-",0,0,0,0,0,0,0,0.0038614465,0,0.0068788427,0,0.00258326546666667,0,0,0,0,0.00945045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Isoindole-1,3(2H)-dione, 2-methyl-",0,0,0,0,0,0,0,0.004897229,0,0,0.00844481733333333,0.0069258543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Pyrazole, 1,3,5-trimethyl-",0,0,0,0,0,0,0,0,0,0.0156520305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Pyrrole-2-ethanamine, 1-methyl-",0,0,0,0,0,0,0,0.0031283151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Pyrrole, 1-butyl-",0,0,0,0,0,0.00249189916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Pyrrole, 1-methyl-",0,0,0,0,0,0.00202955646666667,0.00511589593333333,0.0133305576,0.0091901201,0,0.007361115,0,0.00676144973333333,0,0.0071679962,0.00830624083333333,0,0.0141618908333333,0.0490047256333333,0,0.0461984013666667,2.56569888106667,0.0821975432333333,0.0121796757,0,0.112251998766667,0,0,0,0,0
"1H-Pyrrole, 1-pentyl-",0,0,0,0,0,0,0,0.003660261,0.0046880595,0,0,0,0.0030353864,0.0074832134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Pyrrole, 2-methyl-",0,0,0,0,0.005352259,0,0,0,0,0.0110092365333333,0,0,0,0,0,0,0.0235212083333333,0,0.011737768,0,0.0168835869,0,0.0058122357,0,0,0.00820071626666667,0,0,0.0026819072,0,0
"1H-Pyrrole, 2,5-dimethyl-",0,0,0,0,0,0,0.00221202826666667,0,0,0,0,0,0,0.0157156334666667,0.00341827673333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Pyrrole, 3-methyl-",0,0,0,0.0036521928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Pyrrolo[1,2-c]imidazole-1,3(2H)-dione, tetrahydro-",0,0,0,0,0,0,0,0.0801173842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Amino-1,3-propanediol",0,0,0,0,0,0,0,0,0,0,0,0,0.0305944016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Amino-6-(2,2-dimethoxyethyl)-4,4-dimethoxy-6-methyl-3-azabicyclo[3.1.0]hex-2-ene-1,5-dicarbonitrile",0,0,0,0,0,0,0,0.0431727586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Butanamine, 3-methyl-",0,0,0,0,0,0,0,0.0213035799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Butanol",0,0,0,0,0,0.0844097845333333,0.341870787033333,0.8112423117,0.7417233365,0.4855145495,0.200259086666667,0,0,2.8017890733,0.7954712734,0,1.77375483666667,0.188762793933333,1.89688369713333,0,0.661934923266667,10.4980164139333,0.630691973366667,0.195978003166667,0,0,0,0,0,0,0.0143725916666667
"2-Butanone",0,0,0,0,0,0,0,2.6466667654,0,0,0,0,0,0,1.53835594356667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Butanone, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0.862199842,0,0,0,0.936618185166667,1.50363376473333,1.56993444766667,1.01473304046667,0.918542065766667,1.02343287783333,0,3.36122266083333,0,0,0,0,0,0,0,0.0171673526666667,0
"2-Butanone, 3,3-dimethyl-",0,0,0,0,0,0,0,0.0051224189,0,0,0,0,0,0,0,0.024521935,0,0,0,0,0,0.0767687239333333,0.00808736046666667,0,0,0,0,0,0,0,0
"2-Butenal",0,0,0,0,0,0,0,0,0.00636734055,0,0,0,0,0,0,0,0,0,0,0,0.00460433796666667,0,0,0,0,0,0,0,0,0,0
"2-Butenal, 2-methyl-",0,0,0,0,0,0,0,0.0237758889,0,0.0187449660666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Butenal, 3-methyl-",0,0,0,0,0,0,0,0.0092146308,0.02653622945,0.0405137497,0.0354087456666667,0.0145458081333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Butene",0,0,0,0,0,0,0,0.1610033447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Butene, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531044596,0,0,0,0,0
"2-Butene, 2,3-dimethyl-",0,0,0,0,0,0,0,0.0046037981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Chloroethanol",0,0,0,0,0,0,0.602415472933333,0.5595653486,1.45087372325,0,1.43110349733333,1.54194345666667,2.3287416858,1.4865261636,0,0,2.41193916466667,1.38233604923333,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Cyclohexen-1-one",0,0,0,0,0,0.00201497686666667,0,0.0024759972,0,0,0,0,0,0,0,0.00721325433333333,0.010751978,0.00451234823333333,0,0,0,0,0,0,0.00211104423333333,0,0,0,0,0,0
"2-Cyclohexen-1-one, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030175823,0,0,0,0.00344611923333333,0.0039124651,0,0,0,0,0,0,0.00267846053333333,0,0,0,0,0
"2-Cyclohexene-1-methanol, 2,6,6-trimethyl-",0,0,0,0,0,0,0.00173169776666667,0.0003445371,0.0022859864,0.00308828746666667,0.00255229566666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Cyclopenten-1-one, 2-methyl-",0,0,0,0,0,0,0,0.0018306241,0,0,0,0,0.0028132794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Cyclopenten-1-one, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195080056666667,0,0,0,0,0
"2-Decanone",0,0,0,0,0,0,0,0,0,0,0,0.00709696366666667,0,0.0179174347666667,0.0132327066,0.0167367902,0.0327802306666667,0,0.0332450914666667,0,0,0.0848486611333333,0,0,0,0,0,0,0,0,0
"2-Decen-1-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057403413,0,0,0,0,0,0,0,0
"2-Decenal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246184473,0.0445822401333333,0.0338193209,0,0,0,0,0,0.0330303903666667,0,0,0,0,0
"2-Ethylacrolein",0,0.00429004033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Ethylhexyl salicylate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00736065893333333,0,0,0,0,0,0,0,0,0,0
"2-Fluoro-3-(trifluoromethyl)phenol",0,0,0,0,0,0,0,0.0025616075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Furancarbonitrile",0,0,0,0,0,0,0,0.0010981498,0.0032804669,0.00391184026666667,0,0.00287231603333333,0.0018330842,0.010854098,0.00163322746666667,0.0045466338,0.006146362,0,0.00352073783333333,0,0,0,0,0,0,0,0,0,0,0,0
