"","D2d0","D2d1","D2d2","D2d4","D2d5","D2d6","D2d7","D2d8","D2d9","D2d10","D2d11","D2d12","D2d13","D2d14","D2d15","D2d16","D2d17","D2d18","D2d21","D2d26","D2d28","D2d30","D2d32","D2d35","D2d42","D2d49","D2d57","D2d65","D2d74","D2d81","D2d87"
"2-Furancarboxaldehyde, 5-methyl-",0,0,0,0,0,0,0,0.0011572401,0.00265627235,0.00339140356666667,0,0,0,0,0,0,0.004908118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Heptanol",0,0,0,0,0,0,0.00773246026666667,0.0229580012,0.03480266555,0.0515006782666667,0.0516300056666667,0.0407656645333333,0.0748656275666667,0.220873193,0.145479824966667,0.262928719066667,0.479645045666667,0.3593591498,0,0,0.0415270869333333,0,0.0202137940666667,0.00509468836666667,0,0.0120603619666667,0,0,0,0,0
"2-Heptanone",0,0,0,0,0,0,0,0.1038300316,0,0,0,0,0,0,0,1.38042927996667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Heptanone, 5-methyl-",0,0,0,0,0,0,0.003929265,0.0089728706,0.0132645698,0.0191131455666667,0.0128838186666667,0,0.00825929386666667,0.0108854817,0.00660716916666667,0,0.016319196,0,0.0160558613,0,0,0,0,0,0,0,0,0,0,0,0
"2-Heptanone, 6-methyl-",0,0,0,0,0,0,0,0.0083959093,0,0,0,0.0100825444333333,0.0132453217666667,0,0,0,0,0,0.0290955557666667,0,0,0,0,0,0.00564963423333333,0,0,0,0,0,0
"2-Heptenal",0,0,0,0,0,0,0,0,0,0.0141726478,0,0,0,0,0,0,0.0885422276666667,0,0.0542463188,0,0.0217045027666667,0,0,0,0,0,0,0,0,0,0
"2-Heptene",0,0,0,0,0,0,0.00248893863333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hexanol",0,0,0,0,0,0,0.00575685346666667,0.0107897382,0.03894310385,0.0801454337666667,0.0543418576666667,0.0375314364666667,0.0424194214333333,0.0961549198,0.0403646668333333,0.0537625314666667,0.072272365,0.0488552289333333,0.0841655717,0,0.00666227646666667,0.121263434833333,0,0,0,0.00316057243333333,0,0,0,0,0
"2-Hexanone",0,0,0,0,0,0,0,0.0333906009,0,0,0,0,0,0,0,0,0.194414340333333,0,0.264452920733333,0,0,0.615651912733333,0,0.0318091447,0,0,0,0,0,0,0
"2-Hexanone, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128295245333333,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hexanone, 5-methyl-",0,0,0,0,0,0,0,0.0084006454,0.0363556677,0.0526123678,0.035007541,0.0201661732666667,0,0.0468176806,0.0176867496666667,0.0485502298,0,0.0315020295666667,0.0563054716666667,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hexen-1-ol",0,0,0,0,0,0,0,0,0,0,0,0,0.00259133346666667,0.00601149796666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hexenal",0,0,0,0,0,0,0.0046857916,0,0,0,0,0,0,0,0,0.0245539678333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009220435
"2-Hexene",0,0,0,0,0,0,0,0.0175399571,0,0,0.012140425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hexene, 3,5-dimethyl-",0.021392891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hydroxy-3-pentanone",0,0,0,0,0,0,0.0129310594333333,0.0873065046,0.09426158585,0.203214528066667,0.0663007186666667,0.101728243233333,0.110566714633333,0.1917099446,0.0501494827333333,0.0407113849333333,0,0.0280500146,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Methyl-1-phenylbut-3-en-1-ol",0,0,0,0,0,0,0,0,0.0047027237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Methyl-1-undecanol",0,0,0,0,0,0,0,0.0056665406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Methyl-3-propylpyrazine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106107086666667,0.00843205113333333,0.0163692737333333,0,0,0.0242439511333333,0,0,0,0,0,0,0,0,0
"2-n-Butyl furan",0,0,0,0,0,0,0,0,0,0.0050341623,0,0,0.00506189726666667,0.0153714685333333,0.0105185869333333,0.0236629511,0.0290966716666667,0.0240783397333333,0.0246698011,0,0,0.0903959366666667,0.00728023046666667,0,0.00222619273333333,0,0.0026114946,0,0,0.00212093133333333,0
"2-n-Butylacrolein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00933038083333333,0,0,0,0,0
"2-n-Heptylfuran",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00374596203333333,0.00259040103333333,0,0.00627656533333333,0.0056543171,0.0310822791666667,0.00765963576666667,0.004113488,0,0,0,0,0.00546673006666667,0,0,0,0,0
"2-n-Octylfuran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023777121,0,0.005304048,0.0038545812,0.00895993563333333,0,0,0.0213498,0,0,0,0.00646896453333333,0,0,0,0,0
"2-Nonanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314414485,0,0.0297605555666667,0.0634656316666667,0.0565219897666667,0.1475531555,0,0,0,0,0,0,0,0,0,0,0,0
"2-Nonanone",0,0,0,0,0,0.00485338053333333,0,0.0474154609,0.0680724023,0,0.0871172686666667,0,0,0,0,0.4030283216,0.699480308666667,0,0,0,0,0,0.0530543266666667,0,0,0,0.0036063182,0.00239615976666667,0,0,0
"2-Nonene",0,0,0,0,0,0,0,0.0027135337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Octanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1266106413,0,0,0,0,0,0.0112686926666667,0.0566505442333333,0,0,0,0.00930738933333333,0
"2-Octenal",0,0,0,0,0,0,0,0,0.0034002559,0.008623076,0.00189486866666667,0,0.00489953803333333,0.0093497157,0.00382003576666667,0.0134073986,0,0.0299115119,0,0,0.0135341346333333,0,0.00938933323333333,0,0,0.0325762421,0,0,0,0.00361797766666667,0
"2-Octene",0,0,0,0,0.0096112977,0,0,0,0,0,0,0,0,0,0,0,0.00912786866666667,0,0.00769275106666667,0.0361931456,0,0,0,0.00409015386666667,0.00423342,0,0.0138954132333333,0,0,0,0
"2-Oxetanone, 4-methyl-",0,0,0,0,0,0,0.107804293766667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-p-Tolylpyridine",0,0,0,0,0,0,0,0,0.00210617205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Pentadecanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143593756666667,0.00989159513333333,0,0,0,0.0398405185666667,0,0,0,0,0,0,0,0,0
"2-Pentanol",0,0,0,0,0,0.0322216553,0,0.196123987,0.50458824895,0,0.664983486666667,0,0.579073335,1.3719316999,0.875410287166667,1.36745892386667,1.85141721266667,1.2438589672,1.56270194873333,0,0,1.6736482251,0.0637712762333333,0.0178564822666667,0.00325165956666667,0,0,0,0,0,0.00344396533333333
"2-Pentanol, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161386098666667,0.0083621312,0,0.0271849036666667,0.0183105811,0.0335406842666667,0.0130307444333333,0,0,0,0,0,0,0,0,0,0,0
"2-Pentanol, 4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200617544333333,0.00844158866666667,0,0,0,0.0236454860666667,0,0,0,0,0,0,0,0,0,0,0,0
"2-Pentanone, 3-methyl-",0,0,0,0,0,0,0,0.0280900108,0.0669185619,0.1411835383,0.0848272226666667,0.0628021271666667,0.0853128984,0.2473485744,0.1297345833,0.228210861166667,0.393239234666667,0.269458182766667,0.6129682116,0,0.0760878197,0.9330989145,0.0879052283666667,0.0291228868666667,0.00545280913333333,0,0,0,0,0,0
"2-Pentanone, 4-amino-4-methyl-",0,0,0,0,0,0,0,0.0175138106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Pentanone, 4-hydroxy-",0,0,0,0,0,0,0,0,0,0,0,0,0.0103667277,0.0260778367333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Pentanone, 4-hydroxy-4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.0169068639333333,0,0.0297106329,0,0.0684332796666667,0,0.246396713633333,0,0,0,0,0,0,0,0,0,0,0,0
"2-Pentanone, 5-hydroxy-",0,0,0,0,0,0,0,0,0,0,0,0,0.0427977486666667,0,0,0.0439857956,0,0.0389416603666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Penten-1-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0093132899,0,0,0,0,0,0,0,0.00316014176666667,0,0,0,0,0
"2-Pentenal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085952602,0,0,0,0,0,0,0.00518190013333333,0,0,0,0,0
"2-Pentenal, 2-methyl-",0,0,0,0,0,0,0,0.0084342144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Pentene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160976695,0,0,0,0,0,0
"2-Pentene, 2,3,4-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076163413,0,0,0.00109502296666667,0,0
"2-Pentene, 4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007685281,0,0,0,0,0
"2-Phenylpropenal",0,0,0,0,0,0.001067269,0.0050838897,0.0074796073,0.01003923475,0.0103160445333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Piperidinone",0,0,0,0,0,0,0,0.0016165505,0.0173974743,0.0117132573666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propanamine",0,0,0,0,0,0,0,0.0168314351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propanamine, 2-methyl-",0,0,0,0,0,0,0.0570842481666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propanol, 1-(2-butoxy-1-methylethoxy)-",0,0,0,0,0,0,0.00596056413333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propanol, 1-butoxy-",0,0,0,0,0,0,0,0,0.02238421185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propanol, 1,1,1-trichloro-2-methyl-",0,0,0,0,0,0.0038075145,0.0124706170666667,0.0181759306,0.03054649105,0.0468513993666667,0.0374267916666667,0.0153326105333333,0.0108679627,0.0161638012,0.0047768383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propanol, 1,1,1,3,3,3-hexafluoro-",0,0,0,0.0039414754,0,0,0,0,0,0,0.004559132,0,0,0,0.00561960003333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propanol, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00942670963333333,0,0,0,0,0,0,0,0,0,0.00348001966666667,0
"2-Propanone, 1-cyclopropyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007100315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propanone, 1-hydroxy-",0,0,0,0,0,0.0065230757,0,0.0203758661,0.03423859895,0.0662468372666667,0,0,0.0107538023333333,0.0206605587666667,0,0,0,0,0,0,0,0,0,0,0,0,0.00421558396666667,0,0,0,0
"2-Propen-1-ol",0,0,0,0,0,0.00455848586666667,0.0180364919666667,0,0.10606719035,0.0338817526,0,0,0,0,0,0,0.057319965,0.0227279696,0.0173447104,0,0,0,0,0,0,0,0.0018068598,0,0,0,0
"2-Propenal",0,0,0,0,0,0.0345900218333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propenamide, N,N-dimethyl-",0,0,0,0,0,0,0,0.0019232689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propenenitrile",0,0,0,0,0.00382917163333333,0,0,0,0,0.0484155564333333,0,0.0294050947666667,0,0.0419691921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propenoic acid, methyl ester",0,0,0,0,0.00182905626666667,0.00317117923333333,0.00605592743333333,0.0153619387,0,0,0.0256197596666667,0,0,0,0,0,0.0373271296666667,0,0,0,0,0,0,0,0.00381264603333333,0,0,0,0,0,0
"2-Propyn-1-amine, N,N-dimethyl-",0,0,0,0,0,0,0,0.0301817416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propyn-1-ol, acetate",0,0,0,0,0,0,0,0.052214125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Thiophenecarboxaldehyde",0,0,0,0,0,0,0,0.0008059898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033558994,0,0,0,0,0
"2-Trifluoroacetoxydodecane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050190478,0,0,0,0,0
"2-Trifluoroacetoxypentadecane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00578782093333333,0,0,0,0,0,0,0
"2-Undecanethiol, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035928995,0,0,0.00214418283333333,0,0,0
"2-Undecanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154858704,0,0,0,0,0,0,0,0,0,0,0,0
"2-Undecanone",0,0,0,0,0,0,0.00653657343333333,0.0102924064,0.02501601895,0.0428377580333333,0.0238422266666667,0.0226638810666667,0.035442507,0.0934924997,0.0650479302333333,0.0997998685,0.169003101,0.121514480033333,0,0,0,0.4344859133,0.0215461449666667,0,0.00369152543333333,0,0,0,0,0,0
"2-Undecenal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00993239596666667,0,0,0,0,0
"2,2-Dimethoxybutane",0,0,0,0.0110861278,0.00838142776666667,0,0.0227799356333333,0.0369996775,0.02713531905,0.0510445437333333,0.0225803136666667,0,0,0,0.0180083243666667,0.0482383713666667,0,0,0,0.0222588264333333,0,0,0,0.00885598923333333,0,0,0,0,0,0,0
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",0,0,0,0,0,0,0,0,0.01213849905,0,0,0,0,0,0,0,0,0,0,0,0,0.217597052166667,0,0,0,0,0,0,0,0,0
"2,3-Bis(trifluoromethyl)buta-1,3-diene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292890856666667,0,0,0,0,0,0,0,0,0,0,0,0
"2,3-Butanediol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336013436666667,0.077404304,0,0,0,0,0,0,0,0.0226722451666667,0,0,0,0,0
"2,3-Butanediol, [S-(R*,R*)]-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365991434333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,3-Butanedione",0,0,0,0,0,0,0,0.1505266241,0,0,0,0.686097898866667,0,0,0,0.585163568233333,0,0,0,0,0.0954292472666667,0,0,0,0,0,0,0,0,0,0
"2,3-Dehydro-1,8-cineole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565249322666667,0,0,0,0,0
"2,3-Dihydroindole-2-one, 5-methoxy-1,3-dimethyl-3-(dimethylamino)methyl",0,0,0,0,0,0,0,0.0372716342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,3-Dimethyl-1-hexene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131564435666667,0,0,0,0,0,0,0,0,0,0
"2,3-Dimethyl-5-n-propylpyrazine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446351666666667,0.018501834,0.00913375293333333,0,0,0,0,0,0,0,0,0,0,0
"2,3-Hexanedione",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858321206666667,0,0.0315368364,0,0.00864356263333333,0,0,0,0,0,0,0,0,0,0
"2,3-Pentanedione",0,0,0,0,0,0,0,0,0,0.0379109708666667,0,0.0144300169666667,0.0296362662333333,0.0333785156333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,3,4,5-Tetrafluorobenzyl alcohol, 1-methylpropyl ether",0,0,0,0,0,0,0.00282349926666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,3,5-Trimethyl-6-ethylpyrazine",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047852675,0,0,0,0.0219755225666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4-Di-tert-butylphenol",0,0,0,0,0,0,0,0,0,0,0,0,0,0.029739794,0,0,0.0819838886666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4-Difluorophenol",0,0,0,0,0,0,0,0.0022763575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217702833333333,0,0,0,0,0,0,0
"2,4-Dimethylfuran",0,0,0,0,0,0,0,0,0.0024704929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4-Dithiapentane",0,0,0,0.00134673546666667,0.00119283753333333,0.0155054230666667,0.0393101816,0.1361734905,0.17051055225,0.152471216266667,0.0983066573333333,0.0364337876,0.0293673469666667,0.0601640375,0.0163955205,0.0103345176,0,0.0166100343333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4-Heptadienal, (E,E)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00639222333333333,0,0.00849366166666667,0,0,0,0,0,0,0,0,0,0,0,0
"2,4-Hexadienal, (E,E)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004382589,0,0.00335157366666667,0,0,0,0,0,0,0,0,0,0,0,0
"2,4-Nonadienal, (E,E)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00779404873333333,0.00939574536666667,0,0,0,0,0,0,0.00683132156666667,0,0,0,0,0
"2,4-Pentanediol",0,0,0,0,0,0,0,0.0901116874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4-Undecadien-1-ol",0,0,0,0,0,0,0,0.0100634416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4,6-Triamino-5-pyrimidinyl hydrogen sulfate",0,0,0,0,0,0,0,0.006462792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4,6-Trifluorobenzoyl chloride",0,0,0,0,0,0,0,0,0,0,0,0,0.0031825234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4,6,8-Tetramethyl-1-undecene",0,0,0,0,0,0,0,0.0075109733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4,7,9-Tetramethyl-5-decyn-4,7-diol",0,0,0,0,0,0,0,0,0,0,0.00773534733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4(3H,5H)-Furandione, 5,5-dimethyl-",0,0,0,0,0,0.0071780612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,5-Pyrrolidinedione, 1-methyl-",0,0,0,0,0,0,0,0.0018120534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,6-Lutidine",0,0,0,0,0,0.00334340193333333,0.00421784026666667,0,0,0,0,0,0.00536777136666667,0.0165095988,0.0071314849,0,0,0,0.0342290093,0.0141267755,0.0036889069,0,0.00381019393333333,0,0,0,0,0,0,0,0
"2,6-Xylidine",0,0,0,0,0,0,0,0.0019013692,0,0.00411197576666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2(3H)-Furanone, 5-butyldihydro-",0,0,0,0,0,0,0,0.0022487433,0,0,0,0,0.0041988819,0,0,0,0,0.0151658435333333,0,0,0.0239286495666667,0,0,0,0,0.0226190987,0,0,0,0,0
"2(3H)-Furanone, 5-ethyldihydro-",0,0,0,0,0,0,0.00335858123333333,0.0049184108,0,0,0,0.00816694026666667,0.0195683208666667,0.0735967616666667,0.0449235119666667,0.0978923681333333,0.153129485666667,0,0.108047526333333,0,0,0.0988565291,0.0085500212,0,0,0,0,0,0.00483451526666667,0,0
"2(3H)-Furanone, 5-hexyldihydro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548205437,0.0577131703666667,0.109232091733333,0.222064926333333,0,0.2328157037,0.281758257,0.117728395033333,0,0.0126120641333333,0,0,0,0,0,0,0,0
"2(3H)-Furanone, dihydro-3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117315773333333,0.0209937192666667,0.036988847,0.0249988852,0.0352284415,0.0213604866333333,0.0051567385,0,0.0049805246,0.00293141076666667,0,0.0108519859666667,0,0,0,0,0
"2(3H)-Furanone, dihydro-5-methyl-",0,0,0,0,0,0,0.00734992643333333,0.0061466334,0.0071824156,0,0.00849512333333333,0,0.0494353123666667,0.197179803866667,0.118824257266667,0.292986166133333,0,0.304291345833333,0,0,0,0.402539827133333,0.0546802275333333,0.0307560911666667,0.0143364162333333,0,0,0,0,0,0
"2(3H)-Furanone, dihydro-5-pentyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114547253333333,0,0.0206717046666667,0.0331642637,0,0,0,0,0.0426212849333333,0,0,0,0,0
"2(3H)-Furanone, dihydro-5-propyl-",0,0,0,0,0,0,0,0,0,0,0.00273830366666667,0.00281310746666667,0,0.00884184373333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00394597433333333,0,0
"2(5H)-Furanone",0,0,0,0,0,0,0.00258992826666667,0.0033779812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353601433333333
"2H-1,2-Oxazine, 6-(4-chlorophenyl)tetrahydro-2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169173303333333,0,0,0,0,0,0,0,0,0,0
"2H-Pyran-2-one, tetrahydro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129023606333333,0,0,0.00908022473333333,0,0,0,0,0,0,0,0.006356595,0,0
"2H-Pyran-2-one, tetrahydro-6-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167549266666667
"2H-Pyran, 3,4-dihydro-",0,0,0,0,0,0.00588200446666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Aminopropionitrile",0,0,0,0.00210252973333333,0,0.0321784568,0.3783115529,0,0,0,0,0,0,0,0.0824127984333333,0.0108333337,0.0566987963333333,0,0.0492615417,0,0,2.48973466336667,0,0.0423065616666667,0,0,0,0,0,0,0
"3-Buten-1-ol, 3-methyl-",0,0,0,0,0,0.0087121208,0.0297218011333333,0.0623148382,0.09629215495,0.1566354294,0.123153216333333,0.0744332478,0.0614821422333333,0.1249054972,0.075308133,0.0946053552,0.136760286666667,0.0917780789,0.0604657788,0.0187702409666667,0.00346480893333333,0.0697651146666667,0,0,0,0,0,0,0,0,0
"3-Buten-2-ol, 2-methyl-",0,0,0,0,0,0,0,0,0.0072370702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Carene",0.022693408,0,0,0,0,0.0068466391,0,0.0052095142,0,0.0136863865333333,0,0,0,0,0.00905692656666667,0,0.0147834513333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Decanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00899380353333333,0.0119621999333333,0.0305727026333333,0.0640820783333333,0.0668605330333333,0.128350459766667,0.0754478012333333,0.0136418350666667,0,0,0,0,0,0,0,0,0,0
"3-Dodecanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00457890053333333,0,0,0,0,0,0,0,0,0,0,0,0
"3-Ethylcyclopentanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348772211,0,0,0,0,0,0,0,0,0
"3-Furaldehyde",0,0,0,0.00156236346666667,0,0,0,0,0,0,0,0.0017699823,0,0.00347549773333333,0,0,0,0,0.00379476296666667,0.00577582746666667,0,0,0,0,0,0,0,0,0,0,0
"3-Heptafluorobutyroxydodecane",0,0,0,0,0,0,0,0.0032856171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Heptanone",0,0,0,0.00534444523333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0734125176666667,0,0.0561156878,0,0,0,0,0,0,0,0,0,0,0,0
"3-Heptanone, 4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563873766666667,0.118443739433333,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Hepten-1-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202333274,0.035551976,0.019514457,0.0122801799666667,0,0,0,0,0,0,0,0,0,0,0,0
"3-Hepten-2-one",0,0,0,0,0,0,0,0.003898692,0,0.00881857763333333,0,0,0.0033895859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Hexanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196375344,0,0,0.185330571333333,0.517043222533333,0,0,0,0,0,0,0,0,0,0,0,0
"3-Hexanol, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147655201333333,0,0,0,0,0,0,0,0,0,0,0,0
"3-Hexanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1340893907,0.435046924333333,0.767598442433333,0.832676746,1.15774248696667,1.20235613103333,0,0.0349998404,0.3000201567,0.012019956,0,0,0,0,0,0,0,0
"3-Hexanone, 2-methyl-",0,0,0,0,0,0,0,0.0139467329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Hexanone, 2,5-dimethyl-4-nitro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969912556666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Hexanone, 5-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151902867,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Hexen-1-ol",0,0.046417756,0,0,0,0,0,0.0088684928,0,0.0227034422333333,0,0,0,0.0260435983,0,0,0,0.0288838710333333,0,0,0,0,0,0,0,0,0,0,0,0,0
