"","D6d0","D6d1","D6d2","D6d3","D6d4","D6d5","D6d6","D6d7","D6d8","D6d9","D6d10","D6d11","D6d13","D6d15","D6d17","D6d20","D6d22","D6d24","D6d27","D6d29","D6d45","D6d51","D6d59","D6d66","D6d73"
"Methyl isobutyrate",0,0,0,0,0,0.00449065433333333,0,0,0,0,0,0,0,0,0,0,0.0275379411333333,0,0,0,0,0,0,0,0
"Methyl isocyanide",0,0,0,0,0,0,0,0,0,0,0,0,0.431932179666667,0,0,0,0,0,0,0.230070517566667,0,0,0,0,0
"Methyl isovalerate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00501503496666667,0,0,0,0
"Methyl salicylate",0,0,0,0,0,0,0,0,0,0,0.00485393403333333,0,0.00177333366666667,0,0,0.00143068393333333,0,0,0.00277413893333333,0,0,0,0,0,0
"Methyl thiolacetate",0,0,0,0,0,0,0,0,0,0,0,0,0.026879467,0.0309948389666667,0,0,0.1416035888,0.0825366666666667,0.436242056066667,0.0766930872333333,0,0,0,0,0
"Methyl(methyl-4-deoxyβl-threo-hex-4-enopyranosid)uronate",0.0276056227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methylacrylonitrile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131382373333333,0,0,0,0,0,0,0,0
"Methylamine, N,N-dimethyl-",0,0,0,0,0,0,0,0,0,0.318961862233333,0.657018432466667,2.282430137,2.32431369433333,2.22761062766667,0,3.2023594328,2.30595001913333,0,2.03624355366667,0.641610725433333,0.7029898807,0.4542867391,1.28824375676667,0.282864215933333,0.238632731
"Methylene chloride",0,0,0,0,0,0.0176165183333333,0,0,0.0131922109666667,0,0.0368724864333333,0,0,0,0,0,0.0126306496333333,0,0.0174640224,0.0245874569666667,0,0,0,0,0.0149181433333333
"Methylthio-2-propanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119756295666667,0,0.00644049993333333,0.0024127064,0.0024609595,0,0,0,0
"Monoethanolamine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138272587666667,0,0,0,0,0,0
"n-Hexane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321047874433333,0,0,0,0,0,0
"n-Hexylmethylamine",0,0,0,0,0,0.08766778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N-Methyltaurine",0,0,0,0,0,0,0,0,0,0,0,0.0185318316666667,0,0,0,0,0.0240820808,0,0,0,0,0,0,0,0
"N-Nitrosodimethylamine",0,0,0,0,0,0,0,0,0,0,0,0.00920567166666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"n-Propyl acetate",0,0,0,0,0,0,0,0,0,0,0.0263321572666667,0,0.0556132043333333,0,0.0256884217,0.148302228966667,0.415519313266667,0.326650043333333,0.4116170178,0.2755794339,0,0,0,0,0
"N-α,N-ω-Di-cbz-L-arginine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640058743666667,0.0415201776666667,0,0.0151243586,0.0100341771,0,0,0,0
"N,N-Dimethylacetamide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253140406333333,0,0,0,0,0
"N,N,O-Triacetylhydroxylamine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42268472115,0,0,0
"Nitric oxide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138731924333333,0,0,0.02972986975,0.0634055756,0,0
"Nonadecane",0,0,0,0,0.232593701666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506745244,0,0
"Nonane",0,0,0,0,0,0,0,0,0,0,0,0,0.0475559363333333,0,0,0,0,0,0,0,0,0,0,0,0
"Nonane, 1-chloro-",0,0,0,0,0.0138878836666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nonane, 2,2,4,4,6,8,8-heptamethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308662776666667,0,0,0,0,0,0,0,0,0,0
"o-Cymene",0,0,0,0,0,0.00871898433333333,0,0,0,0,0,0,0,0,0,0,0,0.00938242433333333,0,0,0,0,0,0,0
"o-Xylene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074146058,0,0.0137684237333333,0,0.01137911065,0,0.0170334227,0
"Octadecane, 6-methyl-",0,0,0,0,0,0,0,0,0,0.0186480726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Octanal",0,0,0,0.1022280202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464422577333333,0,0,0,0,0
"Octane, 1-chloro-",0,0,0,0,0.010466593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Octane, 2-bromo-",0,0,0,0.00568095156666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Octane, 2-methyl-",0,0,0,0,0.0179015176666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Octane, 3-methyl-",0.0068874791,0,0,0,0,0.005821784,0,0.00341050486666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oxalic acid, isobutyl hexadecyl ester",0,0,0,0,0,0,0,0,0,0,0,0.016264599,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oxetane, 3,3-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0.00554325966666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oxime-, methoxy-phenyl-_",0,0,0,0.00591339406666667,0,0,0.002944349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oxirane, 2-ethyl-2-methyl-",0,0,0,0.00397617136666667,0,0,0,0,0,0.014142519,0,0,0.0270021566666667,0,0,0.0135934066,0.0360058651666667,0,0.0155265261333333,0,0.0212557338666667,0,0,0,0
"p-Cresol",0,0,0,0,0,0,0,0,0,0.00588910026666667,0,0,0.0124853166666667,0,0.0135789967333333,0.0863665689333333,0.397944693033333,0.442735378666667,0.6112210065,0.377216586166667,0,0.02665016825,0.0870799503333333,0.0310673479,0.0120054913333333
"p-Cumenol",0,0,0,0,0,0,0,0,0,0,0.0385648468,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pent-2-ynal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00299173646666667,0,0,0,0,0,0
"Pentanal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615361853333333,0,0,0.0264919353333333,0,0
"Pentanal, 2-methyl-",0,0,0,0,0,0,0,0,0,0.0159880435666667,0.0162509077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pentanal, 2,4-dimethyl-",0,0,0,0,0,0,0,0.0085000629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pentane",0,0,0,0,0.205618316666667,0,0,0,0,0,0,0,0,0,0,0.4475641508,0,0,0,0.3505863325,0,0,0.124126527666667,0.1261045311,0
"Pentane, 1-chloro-",0,0,0,0.00474914753333333,0,0,0.003272541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pentane, 1-iodo-",0,0,0,0,0,0,0,0,0.0183605803333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pentane, 1-methoxy-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155025683,0,0,0,0,0,0,0.0066031865,0.00181817095,0,0,0
"Pentane, 1,1,2,2,3,3,4,4-octafluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0.0262882733333333,0,0.0172610608333333,0,0,0,0,0,0,0.02687555925,0,0,0
"Pentane, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017459134
"Pentane, 3-methyl-",0,0,0,0,0,0.0176283056666667,0,0,0,0,0,0,0.020278251,0,0,0,0,0,0,0,0,0,0,0,0.00921636166666667
"Pentanoic acid",0,0,0.0217290579,0.0175237030666667,0,0,0,0,0.0119826548333333,0,0,0,0,0,0.0141128022666667,0,0.1961703724,0.0371491003333333,0.2979049602,0.281594175,0.0460556389,0,0,0,0
"Pentanoic acid, 2,2,4-trimethyl-3-hydroxy-, isobutyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289490843333333,0,0,0,0,0,0,0,0,0,0
"Pentanoic acid, 4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2480039164,0.211488091333333,0.0667697202666667,0,0,0,0
"Pentanoic acid, 4-methyl-, ethyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117631971666667,0.0324307758666667,0.0484851715333333,0.0303592346666667,0.0496440633333333,0.0285905409,0,0,0,0,0
"Pentanoic acid, 4-methyl-, pentyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195963662666667,0.0146266786666667,0.0236211275666667,0,0,0,0,0,0
"Pentanoic acid, butyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118275282666667,0.0196813531666667,0.013063045,0.0481454766333333,0.0183971410333333,0,0,0,0,0
"Pentanoic acid, ethyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0.0133843683333333,0,0,0.0228730873,0.0381650225333333,0,0.0309840411666667,0,0,0,0,0,0
"Perfluorooctane",0,0,0.0205929372333333,0,0,0,0.0351895517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phenol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66458958113333,0,0,0.76548204685,0,0,0
"Phenol, 2-(1,1-dimethylethyl)-4-(1,1,3,3-tetramethylbutyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209779296666667,0,0,0,0,0
"phenol, 2-(1,1,3,3-tetramethylbutyl)-",0,0,0,0,0,0,0,0,0,0.0247484945333333,0,0.128161257,0.0153471593333333,0,0,0,0,0,0,0,0,0,0,0,0
"Phenol, 2-chloro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164435006666667,0,0.00182016906666667,0.001653041,0.003600996,0.00153668833333333,0,0,0,0,0
"Phenol, 2-methoxy-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010101344,0,0
"Phenol, 2-methyl-",0,0,0,0,0,0,0,0,0,0.0013536199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phenol, 3-fluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099024599,0,0,0,0,0,0
"Phenol, 4-(1-methylpropyl)-",0,0,0,0,0,0,0,0,0,0,0,0.0478641803333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phenol, 4-(1,1-dimethylpropyl)-",0,0,0,0,0,0,0,0,0,0.0238641290666667,0,0.204021569666667,0.021740006,0,0,0,0,0,0,0,0,0,0,0,0
"Phenol, p-tert-butyl-",0,0,0,0,0,0,0,0,0,0.0021847787,0,0.005028542,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phenyl trifluoromethyl ether",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047830736,0,0,0
"Phenylephrine",0.0722358324666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phenylethyl Alcohol",0,0,0,0,0,0,0,0,0,0,0.0295576729,0,0.0396208386666667,0,0.0252611439,0.0431278952,0.136975152666667,0.118384776,0.0741505314666667,0.0811530619666667,0.0418273634,0,0,0,0
"Prenol",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00892919493333333,0.00682967853333333,0,0.0304705495333333,0.0131945893333333,0.0147147363333333,0.00790935403333333,0,0,0,0,0
"Propanal",0,0,0,0,0,0,0,0,0.183768544133333,0,0.1708269527,0,0,0,0.181954850133333,0,0,0,0,0.161133094633333,0,0.05496623275,0,0,0
"Propanal, 2-methyl-",0,0.0165817214,0.0263119611,0,0,0,0,0,0,0,0,0.303337427333333,0.166905158,0.1607952249,0.1112743899,0.276487942133333,0.361129676333333,0,0.1922036623,0,0,0,0,0.0252288764,0.0516357173333333
"Propane, 1-(methylthio)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024957202,0,0,0,0
"Propane, 2-iodo-",0,0,0,0,0,0,0,0,0.0199172764666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propane, 2,2-difluoro-",0,0,0,0,0,0,0,0.00947499006666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010678653
"Propane, 2,2-dimethoxy-",0,0,0,0,0,0,0,0,0,0,0.0105112181,0.0221449446666667,0,0.0108820097,0.0131885554333333,0,0,0,0,0,0.0116092103333333,0,0.0141787002666667,0.0102651625666667,0
"Propanedioic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222880304333333,0,0,0,0,0,0,0,0
"Propanenitrile",0,0,0,0,0,0,0,0,0,0,0.0111504657333333,0,0.0114840646666667,0,0,0,0.0402565557333333,0,0,0,0,0,0,0,0.0104893213333333
"Propanenitrile, 2,2'-azobis[2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0.00826781833333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propanenitrile, 3-hydroxy-",0,0,0,0,0,0,0,0,0,0,0,0.020002861,0,0,0,0,0,0,0,0,0,0,0,0,0.346072983
"Propanoic acid",0,0,0,0,0,0,0,0,0,0,0,0,0.496743514666667,0.3786711871,0.489845464133333,0.956530846933333,2.7559401645,0.817028021666667,3.7203171975,1.4779966603,0.223146052066667,0,0,0,0
"Propanoic acid, 1-methylethyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0.00906742333333333,0,0,0,0.0192260656333333,0.017066649,0.0942117797,0.0515945362333333,0.00934931016666667,0,0,0,0
"Propanoic acid, 2-hydroxy-, ethyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101272103,0,0,0,0,0,0,0,0,0,0,0
"Propanoic acid, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0.0350203393333333,0.831902616333333,0.567973317366667,0.644845966966667,0.7345068606,3.24101219326667,0,3.11984248763333,1.37244060583333,1.04019226726667,0,0,0,0
"Propanoic acid, 2-methyl-, 3-hydroxy-2,2,4-trimethylpentyl ester",0,0,0,0,0.0110293653333333,0,0,0,0,0,0,0,0.0247787053333333,0,0.00332063366666667,0,0,0,0,0,0,0,0,0,0
"Propanoic acid, 2-methyl-, 3-methylbutyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112761513333333,0,0,0,0,0
"Propanoic acid, 2-methyl-, anhydride",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123433963666667,0,0,0,0
"Propanoic acid, 2-methyl-, butyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846665299666667,0.0801312413333333,0.194582514433333,0.1194550809,0.025163186,0,0,0,0
"Propanoic acid, 2-methyl-, ethyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0.0189754146666667,0.0132910448333333,0.0171544999666667,0.0482889619333333,0.1306337115,0.0697452723333333,0.120055038133333,0.0656544147,0,0,0,0,0
"Propanoic acid, 2-methyl-, propyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341582005666667,0,0,0.0228686334,0,0,0,0,0
"Propanoic acid, 2-methylpropyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177176100666667,0,0,0,0,0
"Propanoic acid, 2-oxo-",0,0,0,0,0,0,0,0,0,0.0125535956333333,0.0206763497666667,0.241530266333333,0,0.149010693466667,0,0,0,0,0,0,0,0,0.0184983452333333,0,0
"Propanoic acid, 2-oxo-, methyl ester",0,0,0,0.00217169666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propanoic acid, anhydride",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561016292766667,0.4985320383,0,0,0,0,0
"Propanoic acid, butyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429039665666667,0.277886359333333,0,0.4996150688,0,0,0,0,0
"Propanoic acid, ethyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371293999066667,0,0,0.0749580403333333,0,0,0,0,0,0
"Propanoic acid, propyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667312262333333,0.2111202129,0.0692651766666667,0.6536079635,0.0720991469,0,0,0,0,0
"Propene",0,0.0072098989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propiolactone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452045144666667,0,0.0531585400333333,0.0183626596666667,0.0316635789333333,0,0,0,0,0,0
"Pyrazine",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445659078,0.0166122494333333,0.0180184419,0.0798916162333333,0.013626125,0.0132816477,0.1786150706,0.00622828093333333,0,0,0,0
"Pyrazine, 2-ethyl-6-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584752211666667,0,0.0208833013333333,0,0,0,0,0,0
"Pyrazine, 2,3-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284265607,0.102815449933333,0.0323142906666667,0.053920311,0.0313282209666667,0.0729306146,0,0,0,0
"Pyrazine, 2,6-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0.0130554746666667,0.555857812,0.0905058870333333,0.202181687466667,0.513400639266667,1.1918464774,0.250258798,0.346750330866667,0.142849475033333,0.0962871306666667,0,0.0150511679,0,0
"Pyrazine, 3-ethyl-2,5-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.0211452703333333,0,0.0110547214666667,0.0428519284333333,0.131643205433333,0.0343666383333333,0,0.0170740070666667,0.0156398457,0,0,0,0
"Pyrazine, 3,5-diethyl-2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250022953333333,0,0,0,0,0,0,0
"Pyrazine, 3,5-dimethyl-2-propyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134544541,0,0.00158594803333333,0,0
"Pyrazine, methyl-",0,0,0,0,0,0,0,0,0,0,0,0.018974993,0.0463762363333333,0.0350378327333333,0.0371210938333333,0.0644746591666667,0.1642685954,0.0384143993333333,0.0408496302333333,0.0271508796,0.0125507592666667,0,0,0,0
"Pyrazine, tetramethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613987957333333,0.0184665476666667,0.0543674633666667,0.0288554060666667,0.451913881533333,0,0.0445978116333333,0.0158808007666667,0.0130398433333333
"Pyrazine, trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.221838450666667,0.0366132001333333,0.0880422958,0.322847501933333,1.14768909566667,0.263463229333333,0.484307003066667,0.202990782933333,0.351351614666667,0.00792338055,0.0362028919,0.0144105689,0
"Pyridine",0,0,0,0,0,0,0,0,0,0,0.0243977812,0.022728183,0.035100637,0,0.0229607168,0.0286425846666667,0.174360890233333,0.029179237,0.0255778837,0.0279566528666667,0.0116635260666667,0,0,0.00220280413333333,0
"Pyridine, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0.01689586,0.01482321,0.0149047797666667,0.0301940566666667,0.0518723868666667,0.2445807062,0.0431549193333333,0.0331179723,0.0330081167666667,0.0214065894666667,0,0.0137315827333333,0,0
"Pyridine, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123412151666667,0.0257547656333333,0.319102198366667,2.2650099386,0.693220055666667,0.503486474066667,0.2721400464,0.1885768054,0,0.0762400478333333,0.0286546394,0
"Pyrrole",0.0024211568,0,0,0,0,0.00490701933333333,0,0,0,0,0,0,0,0,0,0.0562506508,0,0,0,0,0,0,0,0,0
"Quinoline, 1,2-dihydro-2,2,4-trimethyl-",0,0,0,0,0,0.016450405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S-Methyl 3-methylbutanethioate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00932204233333333,0,0,0,0,0.0173443458,0.0116286241,0,0,0,0
"S-Methyl methanethiosulphonate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483069145666667,0,0,0,0,0
"S-Methyl propanethioate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114270536266667,0.0333884486666667,0.1129430764,0,0,0,0,0,0.00508974833333333
"Styrene",0,0,0,0,0.0443985916666667,0,0,0,0,0,0,0.0395272833333333,0.0297160663333333,0,0,0,0,0,0,0,0.0951832526666667,0,0,0,0
"Succindialdehyde",0,0,0,0,0.009848638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sulfur dioxide",0,0,0,0,0,0,0,0,1.62415202083333,0,0.186630750666667,0,0,0,0,0,0,0,1.14786765083333,0,0.0186171558666667,0.07699764195,0,0,0
"Tetradecane",0,0,0,0,0,0,0,0.0401840971333333,0,0,0,0,0,0,0,0,0.0846766284666667,0,0,0,0.0281162830333333,0,0,0,0
"Thiazole",0,0,0,0,0,0,0,0,0,0,0,0.002663172,0.013838316,0.0019017175,0,0.00224165313333333,0.0103240864333333,0,0.00159425846666667,0,0.0008718981,0,0,0,0
"Thiirane",0,0,0,0,0,0,0,0,0,0,0,0,0.002782258,0,0.0106313983666667,0,0.00758109536666667,0,0.00771179753333333,0.00543657876666667,0,0,0,0,0
"Thiirane, methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003288582,0.00471018256666667,0,0,0,0,0,0
"Thiocyanic acid, methyl ester",0.000966551433333333,0,0,0,0,0,0,0,0.0023518424,0.00244795253333333,0.00475294236666667,0.0175870736666667,0.0191021993333333,0.0221866738333333,0.0159013597666667,0,0.0919790859333333,0.204785053,0.0729393506,0.0643848504666667,0.0292370114666667,0.0084656959,0.0411748130333333,0.0246823325,0.00367375966666667
"Thiophene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00698120466666667,0,0,0,0,0,0,0
"Thiophene, 2-ethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552152016666667,0,0,0,0
"Thiophene, 2-hexyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00788815566666667,0.0135665055,0.0377752981,0.0118024583333333,0.0219702924666667,0,0,0,0,0,0
"Thiophene, 2-methyl-",0,0.00207521473333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thiophene, 2-pentyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00347730866666667,0.0079273936,0,0,0,0,0,0,0,0
"Thiophene, 3-methyl-",0,0,0,0,0,0,0.0013213668,0,0.00199067473333333,0.0020716273,0.00447706796666667,0,0.00487864466666667,0,0,0,0.0114691447,0.00906001433333333,0,0,0,0,0,0,0
"Thiourea, tetramethyl-",0.00109153136666667,0,0,0,0.00620351566666667,0,0,0,0.0042387873,0,0,0,0,0,0,0,0,0,0,0,0,0.00434448985,0,0,0
"Toluene",0,0,0,0,0,0,0,0.0422278765666667,0,0,0,0,0,0,0,0,0.0802102014666667,0,0,0,0,0,0,0,0
"Trichloromonofluoromethane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07824448555,0,0,0
"Tricyclo[2.2.1.0(2,6)]heptane, 1,7,7-trimethyl-",0,0,0,0.0087194965,0,0,0,0.00641195943333333,0,0,0,0,0,0,0.0019353187,0,0,0,0,0,0,0,0.0060261786,0,0
"Tridecane",0,0,0,0,0,0,0,0,0.0165503353666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178011523666667,0
"Tuaminoheptane",0,0,0,0,0,0,0,0,0,0,0,0.0447811066666667,0.045066242,0,0,0,0.0569656343,0.0237001793333333,0,0,0,0,0,0,0
"Undecanal",0,0,0,0,0,0.009888927,0.0206974734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Undecane",0,0,0.118777455233333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Urea, tetramethyl-",0,0.00784335973333333,0,0,0,0,0,0,0,0,0.00287284953333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"α-Methylstyrene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070385554,0,0,0,0
"α-Pinene",0,0,0,0,0,0,0,0.0075510109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146837873,0,0,0
"β-Myrcene",0,0,0,0,0,0,0,0,0,0,0,0.00529249333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"β-Phellandrene",0,0,0,0,0,0,0,0,0,0,0.00404788223333333,0,0,0,0,0,0.00743597353333333,0,0,0,0,0,0,0,0
