"","D6d0","D6d1","D6d2","D6d3","D6d4","D6d5","D6d6","D6d7","D6d8","D6d9","D6d10","D6d11","D6d13","D6d15","D6d17","D6d20","D6d22","D6d24","D6d27","D6d29","D6d45","D6d51","D6d59","D6d66","D6d73"
"2,4,7,9-Tetramethyl-5-decyn-4,7-diol",0,0,0,0,0.0153235953333333,0,0,0,0,0,0,0.035587012,0.0216898103333333,0,0,0,0,0,0,0,0,0,0,0,0
"2,5-Difluorobenzaldehyde",0.0100205989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,5-Furandione, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00351082633333333,0,0,0,0,0
"2,6-Lutidine",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00685889313333333,0,0.0123301921666667,0.0308004563333333,0,0.0135679103666667,0.0275255420666667,0.0354777121333333,0,0,0,0
"2',5'-Difluoroacetophenone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104304738,0,0,0
"2(3H)-Furanone, 5-butyldihydro-",0,0,0,0,0,0,0.0111695684333333,0,0.0181602063,0.0120880534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2(3H)-Furanone, 5-ethyldihydro-",0,0,0,0,0,0,0.0129681004,0,0.0173234973,0,0,0,0,0,0.00665219933333333,0,0,0,0,0.0453811181666667,0.0621313207,0,0,0,0
"2(3H)-Furanone, 5-methyl-",0,0,0.00252206176666667,0,0,0,0,0,0,0.00142057373333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2(3H)-Furanone, dihydro-3-methyl-",0,0,0,0,0.00766581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00729308023333333,0,0,0,0
"2(3H)-Furanone, dihydro-4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656701,0,0,0,0,0,0,0
"2(3H)-Furanone, dihydro-5-methyl-",0,0,0,0,0,0,0,0.00987011686666667,0,0,0,0,0,0,0,0,0,0,0,0.0905117001333333,0.139075698833333,0.0060011482,0,0,0
"2(3H)-Furanone, dihydro-5-pentyl-",0,0,0.0472282983,0,0,0,0,0,0,0,0.0257056638333333,0,0,0,0,0,0,0,0,0,0.0236894704666667,0,0,0,0
"2(3H)-Furanone, dihydro-5-propyl-",0,0,0,0,0,0,0.0100304808,0,0.0171926586666667,0,0,0,0.00647817466666667,0,0,0,0,0,0,0,0,0,0,0,0
"2(5H)-Furanone",0,0,0.00805292,0.00546444573333333,0.0167036803333333,0,0.00503233226666667,0,0.00983855783333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2H-1,2-Oxazine, 6-(4-chlorophenyl)tetrahydro-2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.0117513456666667,0,0,0,0,0,0,0,0.0099355736,0,0,0,0
"2H-Pyran-2-one, tetrahydro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00830333633333333,0,0,0,0,0.0092834699,0,0,0,0,0
"2H-Pyran-2-one, tetrahydro-6-methyl-",0,0,0,0.00230693283333333,0,0,0,0,0.00248210373333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Amino-2-oxazolidinone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130144303333333,0,0,0,0,0,0,0,0,0,0
"3-Aminopropionitrile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095577607,0,0.079773939,0,0,0,0,0,0.0357278396666667
"3-Buten-1-ol, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0.01747268,0.037747745,0.0355046395333333,0.0381162637,0.0486930131666667,0.1182744383,0.0615246933333333,0.0559571009333333,0.0366758710333333,0.0108885919666667,0,0.00667900793333333,0,0
"3-Buten-2-ol, 2-methyl-",0,0,0,0,0,0,0,0,0,0.0015163962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Carene",0,0,0,0,0,0,0,0,0,0,0,0,0.00165196266666667,0,0,0.0026770455,0,0,0,0.00220427746666667,0.00429341393333333,0,0,0,0.00414677066666667
"3-Ethyl-3-hexene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648958283,0,0,0,0,0
"3-Furaldehyde",0,0,0,0,0,0,0,0,0,0,0.0046356223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Hexanone",0,0,0,0,0,0,0,0,0,0,0,0.031016541,0.021455758,0.0273601896,0,0,0.102838688533333,0.0414809583333333,0.0726142631666667,0,0.0568944426333333,0,0,0,0
"3-Hexanone, 2,5-dimethyl-4-nitro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137859699466667,0,0,0,0,0,0,0,0,0,0
"3-Hexen-1-ol",0,0,0,0,0,0,0,0,0,0,0,0,0.0139277686666667,0,0,0,0,0,0,0,0,0,0,0,0
"3-Hexene",0,0,0,0.0142246279,0,0,0.0113112737333333,0,0.0186669943666667,0.00655507853333333,0,0.0185575033333333,0,0,0,0,0,0,0,0,0,0,0,0.0377707949666667,0
"3-Hexyne, 2,2-dimethyl-1-dimethylamino-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458271797333333,0,0,0,0,0,0,0,0,0,0
"3-Hydroxy-3-methyl-2-butanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023807248,0,0,0,0,0.00230473313333333,0.0030042878,0,0,0,0
"3-Methoxybut-1-ene",0,0,0.00337510526666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Methyl-2-(2-methyl-2-butenyl)-furan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228264061,0.0232168916666667,0.00382324333333333
"3-Methylcyclopentyl acetate",0,0.0103769984333333,0,0.0263234251,0,0,0,0.0220788829666667,0.0437189576333333,0.0362391818333333,0,0,0.0302155113333333,0,0,0.0104622712666667,0,0,0,0,0,0,0,0,0
"3-Methylheptyl acetate",0,0,0,0,0,0,0,0,0,0,0,0.0226894603333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Octanol",0.00209398926666667,0,0,0,0,0,0,0,0,0,0,0,0.005141289,0.0074366888,0.0128953874333333,0.0210343196333333,0.0408983424333333,0.0141215723333333,0.0171005767333333,0.0116409122666667,0.0060176198,0,0,0,0
"3-Octanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085694966,0,0,0,0,0,0,0
"3-Octene",0,0,0,0,0,0,0,0,0.00948682196666667,0,0,0,0.0625601666666667,0,0,0,0,0,0,0,0,0,0,0,0
"3-Pentanol",0,0,0,0,0,0,0,0,0,0,0.00166373,0,0.020516125,0,0.0903837901,0.0441964469666667,0.155327613133333,0,0.125789435466667,0,0,0.00613396165,0,0,0
"3-Pentanone",0,0,0,0,0,0,0,0,0,0,0,0,0.184939567666667,0,0,0,0.9996434468,0,0,0,0.325437746766667,0,0.073405738,0,0
"3-Penten-2-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00543624216666667,0,0,0,0.00482327996666667,0,0.00129894003333333,0,0
"3-Penten-2-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00643895066666667,0,0,0.0186809122333333,0,0,0,0
"3-Pentenoic acid, 4-methyl-",0,0,0,0.00195613796666667,0,0,0,0,0,0,0.0042898388,0,0,0,0.00378009943333333,0,0.0136617941,0.00797829433333333,0,0.0093005574,0.0108377063,0,0,0,0
"3-Trifluoroacetoxypentadecane",0,0,0,0.00538307843333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,4-Difluorobenzaldehyde",0,0,0,0,0,0,0,0,0,0,0,0.00422005633333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,4-dimethylfuran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263307726666667,0,0,0,0,0,0,0,0,0,0
"3,5-Difluorophenol",0,0,0,0.0021379589,0,0,0,0,0,0,0,0,0,0,0.00424576316666667,0,0.00581457793333333,0,0,0.00243534173333333,0.0026843395,0,0,0,0
"3,5-Dithiahexanol 5,5-dioxide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00437576333333333
"4-Amino-1-butanol",0,0,0.0602779495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Cyanocyclohexene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262079742333333,0,0
"4-Cyclopentene-1,3-dione",0,0,0.0032084545,0,0,0,0,0,0,0,0,0,0,0.00281032576666667,0,0,0.00420555696666667,0,0.00483521603333333,0,0.0023662449,0,0,0,0
"4-Nonene",0,0,0,0.0030588264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01265040305,0,0,0
"4-Octene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208137633,0,0,0,0,0
"5-Ethylcyclopent-1-enecarboxaldehyde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077621782,0,0,0,0.00426035843333333,0,0,0,0
"5-Hepten-2-one, 6-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842429109666667,0,0,0,0,0,0.0465449344,0,0,0
"5-Tridecene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002494432,0,0,0
"5-Undecene",0,0,0,0,0,0,0.0035247406,0,0,0,0,0,0,0,0,0,0,0.0129528466666667,0,0,0,0,0,0,0
"5,9-Undecadien-2-one, 6,10-dimethyl-",0,0,0,0,0,0,0,0,0.0403510670333333,0.0338491855,0,0.083460945,0,0,0,0,0,0,0,0,0,0,0,0,0
"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",0,0,0.0058112484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8-Oxabicyclo[3.2.1]oct-6-en-2-one, 1,4,4-trimethyl-",0,0,0,0,0,0,0,0,0,0.00448387163333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetaldehyde",0,0,0,0,0,0.219675324666667,0.204073022766667,0.287957639166667,0.176747624133333,0,0,0,0,0,0,0,0,0,0,0.101526748266667,0,0,0,0,0
"Acetamide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370281722,0,0.00404350813333333,0.126245383133333,0,0,0,0,0
"Acetamide, N-(2-methylpropyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159971443333333,0.0158441232333333,0,0,0,0
"Acetic acid",0,0,0,0,0,0,0,0,0.0581713789666667,0,0.178446320366667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid ethenyl ester",0,0.0257317155,0,0,0,0,0,0,0,0,0,0.192628643666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, 1,7,7-trimethyl-bicyclo[2.2.1]hept-2-yl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00481798213333333,0,0,0,0,0,0,0,0,0,0
"Acetic acid, 3,4-dihydroxy-3-methyl-butyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00689517073333333,0.00358655766666667,0,0,0,0
"Acetic acid, butyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516843210666667,0.568214676766667,0.687682449866667,0,0,0,0,0
"Acetic acid, hydrazide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977155953333333,0,0,0,0,0,0,0
"Acetic acid, hydroxy-",0.143907483166667,0,0,0,0,0,0.0420969481666667,0.0285794295333333,0,0,0,0,0.244753275666667,0,0,0,0,0,0,0,0,0,0,0.0931490079666667,0
"Acetic acid, methyl ester",0,0,0,0,0,0.313607414666667,0,0.6596506644,0,0,0.4107625693,0,0,0,0.545025713333333,0,0.390695267366667,0,0,0,0,0,0,0,0.470459239333333
"Acetoin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1616836689,0,0.601703132166667,0.0821405703333333,0.215588614766667,0,0.176876444933333,0,0,0,0
"Acetonitrile",0,0.181189015333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetonitrile, (dimethylamino)-",0,0,0,0,0,0,0,0,0,0,0,0.165479207666667,0.061138582,0.117719665033333,0,0.0610600172333333,0.0956419378666667,0,0.0105887183333333,0,0,0,0.00671258266666667,0.0104703674,0
"Acetonitrile, hydroxy-",0,0,0,0,0,0,0,0,0,0,0,0.138441851,0,0,0,0,0,0.156845012666667,0,0.04305567,0,0,0,0.5133728775,0
"Acetophenone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153945572833333,0,0.407746347333333,0,0,0,0,0.09708664325,0,0,0
"Allantoic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152558415333333,0,0.0290502813333333,0,0,0,0,0,0,0
"Aminomethanesulfonic acid",0,0.491486497833333,0,0,2.26675307366667,0,0.468042396833333,0,0,0,0,0,0,0,0.0713260370333333,0,0,0,0,0,0,0.02979536695,0,0,0
"Aniline",0,0,0,0,0,0,0,0,0,0,0,0,0.00321231133333333,0,0,0,0,0,0.00218369386666667,0.00300610666666667,0.0016441168,0,0,0,0
"Anisole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134964514666667,0,0,0,0,0,0,0.00943736755,0.0192165350666667,0.0121389729666667,0
"Argon",0.176430721766667,0,0,0,0,0,0,0,0,0,0,0.709967988666667,0,0,0,0,0.1416583166,0,0,0.0512070574,0,0,0,0,0
"Benzaldehyde, 2-hydroxy-",0,0,0,0,0,0,0,0,0,0,0.00163279143333333,0.002306595,0,0,0,0,0.00268019976666667,0.00199728633333333,0.00188917256666667,0,0,0,0,0.0011460811,0
"Benzaldehyde, 2-methyl-",0,0,0,0,0,0,0.0054746745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzamide, 2-methyl-N-methyl-N-propyl-",0,0,0,0,0.003805485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-butylheptyl)-",0,0,0,0.0092488637,0,0,0,0,0,0,0,0,0,0.0306736675,0,0,0,0,0,0,0,0.00829611795,0,0,0
"Benzene, (1-butylhexyl)-",0,0,0,0,0,0,0,0,0,0,0,0.0315678496666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-butylnonyl)-",0,0,0,0,0,0,0,0,0,0,0.0031068957,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-ethyldecyl)-",0,0,0,0,0,0,0,0,0,0,0.00417719263333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-pentylheptyl)-",0,0.00853028643333333,0.00625182953333333,0,0,0,0.00517069803333333,0,0.0163347876666667,0.0135725067333333,0,0,0.01709955,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-propylnonyl)-",0,0.0056405938,0.0044619871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-propyloctyl)-",0,0,0,0.00533117743333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00366854846666667,0.00490727623333333,0,0,0,0
"Benzene, 1-chloro-4-(trifluoromethyl)-",0,0,0,0,0,0,0,0,0.0018321975,0,0.00967231776666667,0,0.001552415,0,0,0,0,0.00479948433333333,0,0,0,0,0,0,0
"Benzene, 1-ethyl-2,4-dimethyl-",0,0,0,0,0,0.0117605236666667,0,0,0,0,0,0,0.004254349,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-ethyl-3-methyl-",0.0205563174666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124068170333333,0,0,0,0,0,0
"Benzene, 1-ethyl-4-methyl-",0,0.00184628966666667,0,0.0141616549333333,0,0.00591780066666667,0.0105323152,0,0,0,0,0,0,0,0.005242109,0,0,0,0,0,0.00777365276666667,0,0,0,0
"Benzene, 1-ethynyl-4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025245328,0
"Benzene, 1-methyl-3-(1-methylethyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00469488565,0,0,0
"Benzene, 1,1'-propylidenebis-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046758413,0,0,0
"Benzene, 1,2-dichloro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256332176666667,0,0,0,0,0,0,0,0,0.0020611314,0
"Benzene, 1,2-difluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00582746623333333,0.0120533199,0,0,0
"Benzene, 1,2-difluoro-4-(trifluoromethyl)-",0.112462853233333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,2,3-trimethyl-",0,0,0,0,0,0.0112695386666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152812516333333,0,0,0,0,0.005552647
"Benzene, 1,2,3,5-tetrafluoro-",0,0,0,0,0,0,0,0,0,0,0,0.0266525443333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,2,4-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062747569,0,0.0113220454,0
"Benzene, 1,2,4,5-tetrafluoro-3-(trifluoromethyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356534516666667,0,0,0,0,0,0.00632066455,0.00176880023333333,0,0
"Benzene, 1,3-diisocyanato-2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184750503266667,0,0,0,0
"Benzene, 1,3-dimethyl-",0,0,0.039756453,0,0,0,0.0359569904333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,4-dichloro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241384963333333,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,4-difluoro-",0,0,0,0,0,0,0,0.00352040343333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, fluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262670806333333,0,0,0,0
"Benzene, hexyl-",0,0,0,0,0,0,0,0,0.0102191001333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, iodo-",0,0,0,0.00325805093333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, pentyl-",0,0,0,0,0,0,0,0,0.00722027396666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028654857
"Benzene,1-chloro-3,5-difluoro-",0,0,0,0.00227054516666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzeneacetaldehyde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029585729,0,0,0,0,0,0,0.00851725966666667
"Benzeneethanamine, 2-fluoro-β,3-dihydroxy-N-methyl-",0,0,0,0,0,0,0,0,0,0,0,0.0358068136666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzenemethanol, α-(1-aminoethyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00468708735,0,0,0
"Benzenemethanol, α-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429569488666667,0,0,0,0
"Benzenemethanol, α,α-dimethyl-",0,0,0,0.0021578535,0.005012809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzestrol",0,0,0,0,0,0,0,0,0,0.00875249023333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzofuran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221086846666667,0,0,0,0,0,0,0
"Benzofuran, 2-methyl-",0,0,0,0.00692467416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzoic acid, methyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029705789,0,0.0134064181666667,0,0,0.0213541691333333,0,0
"Benzonitrile",0,0,0,0.0472661993666667,0,0,0,0.0304940851666667,0,0.0441319777333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzothiazole",0,0,0,0,0,0,0.117803513566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510785590333333,0,0,0,0
"Benzyl alcohol",0,0.0180626925333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, acetate, (1S-endo)-",0,0,0,0,0,0,0.00122718176666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bicyclo[2.2.1]heptan-2-one, 1,7,7-trimethyl-, (1S)-",0.00232608783333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00302133815,0,0,0
"Bicyclo[2.2.1]heptane, 2,2-dimethyl-3-methylene-, (1S)-",0,0,0,0,0,0,0,0,0,0,0,0.004398502,0,0,0,0,0,0,0,0.00263882196666667,0,0,0,0,0
"Bicyclo[3.1.1]hept-2-ene, 3,6,6-trimethyl-",0,0,0,0,0,0.003601098,0,0,0,0,0,0,0.00941073966666667,0,0,0,0,0,0,0,0,0,0,0,0
"Bicyclo[3.1.1]heptan-2-one, 6,6-dimethyl-, (1R)-",0,0,0,0,0.00517278233333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-, (1S)-",0,0,0,0.0031594944,0,0,0,0,0.00646137136666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374310223333333
"Biphenyl",0,0,0,0.0167324522333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bis-(ethoxycarbonyl)methoxymethyloxyiminomethane",0,0,0,0,0,0,0,0,0,0.0244645515666667,0,0,0.510599768333333,0.642024441133333,0.921158640766667,2.72773451476667,1.48300675903333,0,0,0,0.5015093984,0,0,0,0
"Butanal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4732786143,0,0,0.2146600961,0.0988524531,0,0,0,0
"Butanal, 2-methyl-",0,0,0,0,0,0,0,0,0,0.0621986822666667,0.0835448311666667,0.121457307666667,0,0.1030313304,0,0,0,0,0,0,0,0,0,0,0
"Butanamide, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351777952,0,0,0,0
"Butane, 1-chloro-",0,0,0,0,0,0.0107986566666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085329575,0,0,0,0,0.006872844
"Butane, 1-isocyano-",0,0,0,0,0,0,0,0,0,0,0.103521497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butane, 1-methoxy-",0,0,0,0,0,0,0,0,0,0,0,0,0.00589982233333333,0,0,0.0327527643,0.0386916251666667,0.0589870146666667,0.0581999404333333,0.1533195726,0.0148428737666667,0.0040179263,0.0236294945333333,0.0067538536,0
"Butane, 1-methoxy-3-methyl-",0,0,0,0,0,0,0,0,0,0,0.0588309612666667,0.106362315666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butane, 1,1,3,4-tetrachloro-1,2,2,3,4,4-hexafluoro-",0,0,0,0,0.059204943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889680633,0,0,0.1851236461,0,0,0
"Butane, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02467893505,0,0,0.057537035
"Butane, 2,2-dimethyl-",0,0,0,0.0074152503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butane, 2,2,3,3-tetramethyl-",0,0,0,0,0.0302894883333333,0,0,0.00358065883333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0280347487,0,0,0,0
"Butanenitrile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232743604666667,0.0159721114,0.0186769149666667,0,0,0,0,0,0,0,0
"Butanenitrile, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087216395,0,0,0,0,0,0
"Butanethioic acid, S-methyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144104683333333,0.0312156462666667,0.0432070293,0,0,0,0,0
"Butanoic acid",0,0,0.0208239828333333,0.0210705098,0,0,0.00374246963333333,0,0.007136579,0,0,0,0,0,1.03650372336667,2.63968672043333,2.7050424345,0,0,0,0.968016751333333,0.0486878849,0,0,0
"Butanoic acid, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9039971136,0,0,0,0,0
"Butanoic acid, 2-methyl-, 3-methylbutyl ester",0,0,0,0,0,0,0,0,0,0,0,0.00999666233333333,0.0129879626666667,0,0,0,0.0145439615666667,0,0.0072224378,0.00563782246666667,0.00489992096666667,0,0,0,0
"Butanoic acid, 2-methyl-, ethyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118232254666667,0.0356353257666667,0.0548478562666667,0.035449798,0.0602024873,0.0327654353666667,0,0,0,0,0
"Butanoic acid, 2-methyl-, methyl ester",0,0,0,0,0,0,0,0,0,0,0,0.002618076,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 2-methyl-, propyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133645601666667,0.0265122689333333,0.0165676323333333,0.0378309475333333,0.0230216657333333,0.00523341836666667,0,0,0,0
"Butanoic acid, 2-methylpropyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0.00483264266666667,0,0,0,0.043008515,0,0,0.0363935655,0.0112707526666667,0,0,0,0
"Butanoic acid, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0.0134800009666667,0.0516334213333333,0.727579007666667,0.543219907933333,0.439404028266667,0.7521082626,1.89508206303333,0,1.02047948963333,1.71151377673333,1.66486966866667,0.0173873017,0,0,0
"Butanoic acid, 3-methyl-, 3-methylbutyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122289575666667,0.00331633333333333,0.0051592833,0,0.00243584406666667,0,0,0,0
"Butanoic acid, 3-methyl-, butyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047135463,0.0044325265,0.0425674590333333,0.109726327166667,0.0808492896666667,0.1159894963,0.0818189837666667,0.0330633102333333,0.0025141988,0.00374249473333333,0.00512263943333333,0.00495706
"Butanoic acid, 3-methyl-, ethyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0.006716728,0.00940078356666667,0.0300403686333333,0.0688691492666667,0.034269627,0.0424168814666667,0.0226204242666667,0,0,0,0,0
"Butanoic acid, 3-methyl-, propyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182380944,0,0.0214108169,0,0,0,0,0,0
"Butanoic acid, 3-methylbutyl ester",0,0,0,0,0,0,0,0,0,0,0,0.014259372,0.0301047496666667,0,0,0.0273672099,0.0861260813333333,0.0285941503333333,0.0692411419666667,0.0328995080333333,0.0117820281,0,0,0,0
