"Name","foot1_SS2","foot1_SS3","foot1_SS4","foot1_SS5","foot1_SS6","foot2_SS2","foot2_SS3","foot2_SS4","foot2_SS5","foot2_SS6","foot3_SS5","foot3_SS6","foot4_SS5","foot4_SS6","foot5_SS2","foot5_SS3","foot5_SS4","foot5_SS5","foot5_SS6","foot6_SS5","foot6_SS6","foot7_SS5","foot7_SS6","foot8_SS4","foot8_SS5","foot8_SS6","foot9_SS4","foot9_SS5","foot9_SS6","Tissue1_SS2","Tissue1_SS3","Tissue1_SS4","Tissue1_SS5","Tissue1_SS6","Tissue2_SS2","Tissue2_SS3","Tissue2_SS4","Tissue2_SS5","Tissue2_SS6","Tissue3_SS5","Tissue3_SS6","Bone1SS2","Bone1SS3","Bone1SS4","Bone1SS5","Bone1SS6","Bone2SS2","Bone2SS3","Bone2SS4","Bone2SS5","Bone2SS6","Bone3SS5","Bone3SS6","Bone4SS4","Bone4SS5","Bone4SS6","Bone5SS4","Bone5SS5","Bone5SS6","Bone6SS5","Bone6SS6","Bone7SS5","Bone7SS6","Blood1SS2","Blood1SS3","Blood1SS4","Blood1SS5","Blood1SS6","Blood2SS2","Blood2SS3","Blood2SS4","Blood2SS5","Blood2SS6","Blood3SS5","Blood3SS6","Teeth1SS2","Teeth1SS3","Teeth1SS4","FootB_SS3","FootB_SS4","FootB_SS6","FootB_SS6Indoor","FootR_SS3","FootR_SS4","FootR_SS6","FootS_SS3"
"Benzaldehyde, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0.0136147608,0,0,0,0.0051285233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00457852675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078646791,0,0,0,0,0,0,0,0,0,0,0,0,0.00254617615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phenol, 4-fluoro-",0,0,0,0,0,0,0,0,0,0,0.0025838186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023365438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260312305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Octane, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0.06317032255,0,0,0.311183043666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01484875445,0,0,0,0,0,0,0,0,0,0,0,0,0.227017107666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106299041,0.237856672,0,0,0,0,0,0,0,0,0,0,0,0.231280789266667,0,0,0,0,0,0,0,0,0
"Phenol, 3-fluoro-",0,0,0,0,0,0,0,0,0,0,0.00244075225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006235791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005395881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000868508333333333,0,0,0,0
"Benzene, 1-methyl-4-butyl",0,0,0,0,0,0,0,0,0,0,0.04902375095,0,0.2023900362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133000873333333,0,0,0,0,0,0,0,0,0,0,0.0218317022,0,0,0,0,0,0,0,0,0,0,0,0,0.125842929,0,0,0,0,0,0,0,0,0,0,0.00083027385,0,0,0,0,0,0,0,0,0,0,0,0.0128351796,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,2,3,4-tetramethyl-",0,0,0,0,0,0,0,0,0,0,0.15083053335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"l-Leucine, n-butoxycarbonyl-N-methyl-, undecyl ester",0,0,0,0,0,0,0,0,0,0,0.0607939482,0,0,0,0.0129691215,0,0,0.017841248,0,0,0,0,0,0,0.0432710364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429789938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557425138333333,0,0,0,0
"2-Oxazolidinethione",0,0,0,0,0,0,0,0,0,0,0.00232269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068263209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Formamide, N-cyclohexyl-",0,0,0,0,0,0,0,0,0,0,0.00639415685,0,0,0,0.0009040056,0,0,0,0,0,0,0,0,0,0,0,0,0.00963797563333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008548523,0,0,0,0,0,0,0,0,0,0.0090090913,0,0,0.0111349863,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005416396,0,0,0,0.0027053485,0,0,0.01761515825,0,0,0,0,0,0,0,0,0,0
"2,2'-Difluorobiphenyl",0,0,0,0,0,0,0,0,0,0,0.0030751262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00501123195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146955,0,0,0,0,0,0,0,0,0,0,0.00047012915,0,0
"11-Tricosene",0,0,0,0,0,0,0,0,0,0,0.02196256645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768066006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441649833333333,0,0,0,0,0,0,0,0,0,0,0,0
"Decane, 2,6,7-trimethyl-",0,0,0,0,0,0,0,0,0,0,0.159260993,0,0,0,0.0051307784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Hydroxy-alpha,alpha-bis(trifluoromethyl)benzyl alcohol",0,0,0,0,0,0,0,0,0,0,0.00111430395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119173103333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phthalic acid, 2-isopropylphenyl methyl ester",0,0,0,0,0,0,0,0,0,0,0.0048344405,0,0.02348570995,0,0.0039364744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180306953333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255282895,0,0.00964692393333333,0,0.00312403635,0,0
"Eicosyl heptyl ether",0,0,0,0,0,0,0,0,0,0,0.0237757709,0,0,0,0,0,0,0,0,0,0,0,0,0.01002502575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077728764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121131915,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Decanol, 2-hexyl-",0,0,0,0,0,0,0,0,0,0,0.01277539725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698333183333333,0,0,0,0,0,0.01116059955,0,0,0,0.0685082613333333,0,0,0,0.0581822438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-propylnonyl)-",0,0,0,0,0,0,0,0,0,0,0.00573186455,0,0.0054437904,0.027188642,0.0031066769,0,0,0,0,0.0154066216666667,0,0,0,0,0,0,0,0.0240629869,0,0,0,0,0,0,0,0,0,0,0,0.0089368492,0,0,0,0,0.00694014183333333,0,0,0,0,0,0,0,0,0,0.0133950258,0,0,0,0.0130909596666667,0.0493058359666667,0,0.00998905033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",0,0,0,0,0,0,0,0,0,0,0.0036162965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120501845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088647564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanone, 2-(1-methylethoxy)-1,2-diphenyl-",0,0,0,0,0,0,0,0,0,0,0.00298879095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stearic acid hydrazide",0,0,0,0,0,0,0,0,0,0,0.1230939143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975804023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170520915533333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04074295635,0,0,0,0,0,0
"7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin",0,0,0,0,0,0,0,0,0,0,0.0028225234,0,0,0,0,0,0,0,0,0.00311400983333333,0,0.0025290528,0,0,0.00699647963333333,0,0,0,0,0,0,0,0,0,0,0,0,0.00334904726666667,0,0,0,0,0,0,0.00396484173333333,0,0,0,0.000817659733333333,0,0,0,0,0.00118583885,0,0,0,0,0,0,0,0.0046469692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024426375,0,0,0.000481723573333333,0,0,0,0
"Hexane, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0.572854986333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6138396265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"o-Xylene",0,0,0,0,0,0,0,0,0,0,0,1.800291308,0,0,0,0,0,0.114546453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121616366666667,0.1191257524,0,0,0,0,0.113832672566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471835965,0
"Ethylene, 1,2-dichloro-",0,0,0,0,0,0,0,0,0,0,0,0.002434439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Butanone, 3-ethoxy-3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0.00885900166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006080539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Furan, 2,3-dihydro-5-methyl-",0,0,0,0,0,0,0,0,0,0,0,0.0249290883333333,0,0,0.002246435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Pentanol",0,0,0,0,0,0,0,0,0,0,0,0.046497604,0.0330399687,0.784941099666667,0,0,0,0,1.54497137675,0,0,0,0,0.00326732885,0,0,0.00996535833333333,0,0,0,0,0,0,0,0,0,0,0,0.01008096,0,0,0.0073052071,0,0,0,0.0349166656,0,0,0,0,0.226827168,0,0,0,0,0.2420913535,0,0,1.09896451533333,0,0,0,0,0.00497727415,0,0,0,0.0079310061,0.00351070775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Butanol, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0.0135232136666667,0.02141607795,0,0.0398456633,0,0,0,0.19382096255,0,0,0,0,0.14257685475,0,3.555164594,0,0,7.55254527366667,0,0,0,0,0,0,0,0,0,0.0093940155,0,0,0,0.1164401744,0,0,0,0,0.0467177966666667,0,0,0.11595963875,0,0,0,0.0662706328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, 1,2-dimethyl- (cis/trans)",0,0,0,0,0,0,0,0,0,0,0,0.151341377666667,0,0,0.0057235046,0,0,0,0,0,0.098958189,0,0,0,0,0.0931334465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492014126666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, (acetyloxy)-",0,0,0,0,0,0,0,0,0,0,0,0.008150268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00804252933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Undecene, 7-methyl-",0,0,0,0,0,0,0,0,0,0,0,0.025813122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387526899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Octane, 2,4,6-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0.267319607666667,0,0.167880057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Methyl-3-ethyl-2-heptene",0,0,0,0,0,0,0,0,0,0,0,0.0576662683333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054061063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Pentanol, 2-ethyl-4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0.0615818356666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029823363,0,0,0,0,0,0,0,0.00668569366666667
"Hexane, 1-nitro-",0,0,0,0,0,0,0,0,0,0,0,0.0702443263333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-(1,1-dimethylethyl)-3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0.016762346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031736273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Methyl-3-propylpyrazine",0,0,0,0,0,0,0,0,0,0,0,0.0133921633333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thujone",0,0,0,0,0,0,0,0,0,0,0,0.0653761253333333,0,0,0,0,0,0,0,0,0.1242805145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, phenylmethyl ester",0,0,0,0,0,0,0,0,0,0,0,0.00883925166666667,0.00849463145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050531919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116750023333333,0,0,0,0,0.0304158071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014768454,0,0,0,0,0,0,0,0,0,0
"Benzeneethanol, β-ethenyl-α-phenyl-",0,0,0,0,0,0,0,0,0,0,0,0.0318407103333333,0.01114857595,0.0444528056666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024744897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p-Toluic acid, cyclobutyl ester",0,0,0,0,0,0,0,0,0,0,0,0.0637729346666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Butadiene, 1,1,2,3,4,4-hexachloro-",0,0,0,0,0,0,0,0,0,0,0,0.003637885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cycloheptane, bromo-",0,0,0,0,0,0,0,0,0,0,0,0.038974698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanone, 1-[4-(1-methylethyl)phenyl]-",0,0,0,0,0,0,0,0,0,0,0,0.049719818,0,0.06073832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propanedinitrile, cyclohexyl(2-methylcyclohexyl)-",0,0,0,0,0,0,0,0,0,0,0,0.164161063666667,0.17088340885,0.13012336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148318545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875170083333333,0,0,0,0,0,0,0,0,0,0,0,0.01194655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7-Heptadecyne, 17-chloro-",0,0,0,0,0,0,0,0,0,0,0,0.474055480333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007492384,0,0,0,0,0,0.004798778,0.0221767363333333,0,0,0,0,0,0,0,0,0,0,0
"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",0,0,0,0,0,0,0,0,0,0,0,0.0882889523333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011827959,0,0,0,0,0,0,0,0,0,0,0,0,0.0067135385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Furan",0,0,0,0,0,0,0,0,0,0,0,0,0.040246529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04304872725,0,0,0,0,0,0,0,0,0,0,0,0.01290929185,0,0,0,0,0,0,0,0,0.0825344625,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentene",0,0,0,0,0,0,0,0,0,0,0,0,0.01329906195,0.0624832156666667,0.007781261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118160656,0,0,0,0,0,0,0,0,0,0,0,0.01406869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787412185,0,0,0,0,0.00854002355,0,0,0,0,0,0,0.02045882055,0,0,0,0,0,0,0,0,0,0
"2-Propenenitrile",0,0,0,0,0,0,0,0,0,0,0,0,0.0475500991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976483876666667,0,0,0,0,0,0,0,0,0,0,0.04385207435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentene, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.0012515018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038623615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00922305485,0,0,0,0,0.00991458535,0,0,0,0,0.00301046733333333,0,0.017423938,0,0,0,0,0,0,0,0,0,0
"1-Propanol",0,0,0,0,0,0,0,0,0,0,0,0,0.4102253229,0,0,0,0,0,0,0,0,0,0,0,0,0.2556663855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08661393675,0,0,0,0,0,0,0,0.358373135466667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05693884455,0,0,0,0,0,0,0.2561007921,0,0,0,0,0,0.0345261736333333,0,0,0,0
"Butanal, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.0235628472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02210561865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205798430666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00872379466666667,0,0,0,0,0,0,0,0,0,0,0,0
"Pentanal",0,0,0,0,0,0,0,0,0,0,0,0,0.0501545456,0,0.040512253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120300654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151366295066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,4-Dioxane",0,0,0,0,0,0,0,0,0,0,0,0,0.0891624692,0,0,0,0,0,0,0,0,0,0,0.0155717627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Heptane, 4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.3209378295,0.731252185333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06536926295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Decane, 2,5-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.1144796692,0,0.0062095238,0,0,0,0,0,0,0,0,0.04418988065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072883186,0,0,0,0,0,0,0,0,0,0,0.0024783461,0,0
"2-Cyclopenten-1-one",0,0,0,0,0,0,0,0,0,0,0,0,0.0067128825,0,0.0067464132,0,0.0032991534,0,0,0,0,0,0,0,0,0,0,0,0,0.01211233265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179854425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"α-Pinene",0,0,0,0,0,0,0,0,0,0,0,0,0.09971710915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00836995463333333,0,0,0,0.00909341266666667,0,0,0.094331726
"Benzene, 1-methyl-4-propyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.08442860455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Octanal",0,0,0,0,0,0,0,0,0,0,0,0,0.0502715555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Naphthalene, 1,2,3,4-tetrahydro-",0,0,0,0,0,0,0,0,0,0,0,0,0.22647560635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009845483,0,0,0,0,0,0,0,0,0,0,0,0,0
