"Name","foot1_SS2","foot1_SS3","foot1_SS4","foot1_SS5","foot1_SS6","foot2_SS2","foot2_SS3","foot2_SS4","foot2_SS5","foot2_SS6","foot3_SS5","foot3_SS6","foot4_SS5","foot4_SS6","foot5_SS2","foot5_SS3","foot5_SS4","foot5_SS5","foot5_SS6","foot6_SS5","foot6_SS6","foot7_SS5","foot7_SS6","foot8_SS4","foot8_SS5","foot8_SS6","foot9_SS4","foot9_SS5","foot9_SS6","Tissue1_SS2","Tissue1_SS3","Tissue1_SS4","Tissue1_SS5","Tissue1_SS6","Tissue2_SS2","Tissue2_SS3","Tissue2_SS4","Tissue2_SS5","Tissue2_SS6","Tissue3_SS5","Tissue3_SS6","Bone1SS2","Bone1SS3","Bone1SS4","Bone1SS5","Bone1SS6","Bone2SS2","Bone2SS3","Bone2SS4","Bone2SS5","Bone2SS6","Bone3SS5","Bone3SS6","Bone4SS4","Bone4SS5","Bone4SS6","Bone5SS4","Bone5SS5","Bone5SS6","Bone6SS5","Bone6SS6","Bone7SS5","Bone7SS6","Blood1SS2","Blood1SS3","Blood1SS4","Blood1SS5","Blood1SS6","Blood2SS2","Blood2SS3","Blood2SS4","Blood2SS5","Blood2SS6","Blood3SS5","Blood3SS6","Teeth1SS2","Teeth1SS3","Teeth1SS4","FootB_SS3","FootB_SS4","FootB_SS6","FootB_SS6Indoor","FootR_SS3","FootR_SS4","FootR_SS6","FootS_SS3"
"2-Carbomethoxyaziridine",0,0,0,0,0.0044917953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005555143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propanoic acid, 2,2-dimethyl-",0,0,0,0,0.0055416656,0,0,0,0,0,0,0.0410680836666667,0,0,0,0,0.00304463953333333,0.00728622433333333,0,0,0.003658969,0,0.0135723863333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255976215,0,0.001716483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052812101,0,0,0,0
"Ethanol, 2,2'-oxybis-, dinitrate",0,0,0,0,0.00617219175,0,0,0,0,0.02230001835,0,0,0,0.0574846626666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015655113,0,0,0,0,0,0,0,0,0,0.0078836455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetamide",0,0,0,0,0.17913779435,0,0.1735650135,0,0.123937774333333,0.7539678706,0,0.0294451006666667,0.0571449173,0.388889630333333,0,0,0,0,0.16487015375,0,0,0,0,0,0.0016666566,0.116041235,0,0.0625839799,0.201068639666667,0,0.0338935286333333,0.00959676493333333,0,0.0125690313333333,0,0,0.0136746501333333,0.00587218496666667,0.1055890455,0,0,0,0,0,0,0.00363468995,0,0,0,0,0.0495111116,0,0,0,0,0.03955153,0,0.028294699,0.0353135883333333,0,0,0,0,0,0,0,0,0.02052488225,0,0.07677444425,0.0225900530333333,0,0,0,0,0.04756401315,0,0,0,0,0,0,0,0,0,0
"Isoamyl cyanide",0,0,0,0,0.01458504725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031192998,0,0,0,0,0,0,0.02785377425,0,0,0,0,0,0,0,0,0,0.0482666845,0,0,0.0379111796666667,0,0,0,0,0,0,0,0,0,0,0.0065268872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nonane, 2,5-dimethyl-",0,0,0,0,0.0368643723,0,0,0,0,0,0.02098213535,0.318498792333333,0.2318559431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108238819666667,0,0,0,0,0,0,0,0,0,0,0.0140986055,0,0.022461396,0,0,0,0,0.01031921355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210771873333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Octane, 2,7-dimethyl-",0,0,0,0,0.0283580275,0,0,0,0,0,0,0.0717921106666667,0,0.0634585833333333,0,0,0,0,0,0,0,0,0,0,0,0.0194364715,0,0,0.020583057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04664145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00790236416666667,0,0,0,0
"2(3H)-Furanone, 5-methyl-",0,0,0,0,0.0024631017,0,0,0,0,0,0,0.0049761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016147482,0,0,0,0,0,0,0.0050698659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308314033333333
"1,2-Ethanediol, monoacetate",0,0,0,0,0.0210449661,0,0,0,0.00605987566666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181651475,0,0,0.0297190526666667,0,0,0,0,0,0,0,0,0,0.0306446255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Heptyl formate",0,0,0,0,0.0028680665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyrazine, ethyl-",0,0,0,0,0.0077483478,0,0,0,0.00829224,0.0355039587,0,0,0,0,0,0,0,0,0.0033427174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,5-Difluorobenzaldehyde",0,0,0,0,0.0109467509,0,0,0,0,0,0.02290870495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00996217033333333,0,0,0.0107167,0,0,0.0196891016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Octane, 4-ethyl-",0,0,0,0,0.02827501875,0,0,0,0,0.0419432304,0,0,0,0,0.0023901705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00661007436666667,0,0.00598847015,0,0,0.00816455253333333,0,0,0,0,0,0,0.0087698112,0,0,0,0,0,0,0,0.0700225836666667,0,0.0067004586,0.0096927465,0,0.0226336931333333,0,0,0,0,0,0,0,0,0,0.01590475435,0,0,0,0.0052069639,0.021738303,0.00896729366666667,0,0,0,0,0,0,0,0.0171812002666667,0,0,0,0
"Propanenitrile, 3-(dimethylamino)-",0,0,0,0,0.01040125635,0,0.0131393526,0,0.0350161816666667,0.0274622512,0,0,0,0,0.0005582347,0,0,0,0.011998181,0.00823370266666667,0,0,0,0,0,0,0,0,0,0,0,0.00181696336666667,0,0,0,0.0102157726666667,0,0,0.005185214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246960457,0.00732706533333333,0,0,0,0,0,0,0.00179679896666667,0,0,0,0.0036603514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyridine, 2,4-dimethyl-",0,0,0,0,0.33713617425,0.29396231365,0.2821229202,0,0,0.2695418028,0,0,0.12479371185,0.791184496,0.0031875371,0.0303361384666667,0,0,0,0,0,0,0,0,0,0.26089181,0,0.1897407275,0.401243508333333,0.0455877176,0.1116391781,0,0,0,0.00792109345,0.0549953526666667,0,0,0,0,0.335714326,0,0,0,0,0,0.00343821085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320409481,0,0,0.00437008176666667,0,0.01277675505,0.1455475913,0,0,0,0,0,0.01243597485,0,0,0,0,0,0,0,0,0,0
"Nonane, 3-methyl-",0,0,0,0,0.04417123345,0,0,0,0,0,0,0.167501520666667,0.1209510564,0,0,0,0,0,0,0.0112536067666667,0,0.0462613217666667,0,0,0,0,0,0,0,0.00792368505,0.107908719533333,0,0,0,0,0.117228161666667,0,0,0,0,0,0,0.1099004094,0,0,0,0,0,0,0,0,0,0.104713025666667,0,0,0,0,0,0,0,0,0,0,0,0.116869409,0,0,0.0327968512,0,0.12773885815,0,0,0,0,0,0,0.113648780966667,0,0,0,0,0,0,0,0,0
"1,3,6-Trioxocane, 2-methyl-",0,0,0,0,0.0479122118,0,0,0,0,0.21909878105,0.02499452965,0.057140192,0.0060502463,0.0908482003333333,0,0,0,0,0.0303147209,0,0.0460753735,0,0,0,0,0.0380971455,0,0,0.056677576,0,0,0,0,0,0,0,0,0,0.047214463,0,0,0,0,0,0,0,0,0,0,0,0.0338229371,0.0099673478,0,0,0,0.030889613,0,0,0.0282300333333333,0,0,0,0,0.0090825968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00815827866666667,0,0,0,0.0158494313333333,0,0,0.017237808
"1,4-Dioxan-2-ol",0,0,0,0,0.05281390295,0,0,0,0.0350589553333333,0.0978127761,0.00608642475,0.0512258886666667,0.00322812145,0,0,0,0,0.00676160666666667,0,0,0,0,0,0,0,0.062942396,0,0,0.107609111666667,0,0,0.00164547136666667,0,0,0,0.0213980246666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00438044726666667,0,0.0039580267,0,0,0,0,0,0.0228256264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanol, 2-(2-methoxyethoxy)-",0,0,0,0,0.0481055772,0,0,0,0.109848365,0.1439701203,0,0,0,0,0.0015392224,0,0,0,0.02032859785,0,0,0,0,0,0,0.028003469,0,0,0.0813508796666667,0,0,0,0,0,0,0,0,0,0.05542082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017614639,0,0,0,0,0,0,0,0,0.00976835655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6-Oxa-bicyclo[3.1.0]hexan-3-one",0,0,0,0,0.00569858455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131954266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153278955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Cyclohexadiene, 1,5,5,6-tetramethyl-",0,0,0,0,0.00149245585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001968832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentane, 1,2,4-trimethyl-",0,0,0,0,0.0281147386,0.02022440105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160550631,0.00600856105,0,0,0,0,0,0.0447046863333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propanenitrile, 3-hydroxy-",0,0,0,0,0.01244856695,0,0,0,0,0.04236840435,0,0,0,0,0,0,0,0,0,0,0.0947740135,0,0.449356587666667,0,0,0.044696749,0,0,0.0578850566666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01095701955,0,0,0,0,0,0,0,0,0,0.03124125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Furan, 2-pentyl-",0,0,0,0,0.110063536,0.1313841893,0,0,0.554469101666667,0.7215499737,0,0.816573298333333,0,1.08435383333333,0,0,0,0,0,0,0.097165909,0,0.150345691,0,0,0,0,0,0.0692595393333333,0,0,0,0,0.052274802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1122994553,0,0.325272886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1065665825,0,0,0,0.0173113303333333,0,0,0.132604232666667
"Nonane, 2,6-dimethyl-",0,0,0,0,0.18295295915,0,0,0,0,0,0,0,0,0.381624037333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150454302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzeneethanol, β-ethenyl-",0,0,0,0,0.00954662115,0,0,0,0,0.01841916845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyridine, 2,4,6-trimethyl-",0,0,0,0,0.38555536435,0.548879028,0.509722299266667,0,0.022713822,0,0,0,0,0,0.0008475967,0.0025157773,0,0,0.2491982996,0,0,0,0,0,0.0341318145333333,0,0,0.0813501875666667,0.0722100216666667,0.01423501255,0.0171169480666667,0,0.0164887557666667,0.105274963,0.00240991375,0.002582601,0,0.046589042,0.3867121565,0,0.122748186666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074341909,0,0,0,0,0.1026966665,0,0.0335978373,0,0,0,0.0327018175,0.0490421571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclododecanol",0,0,0,0,0.01439845285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyridine, 2,3,6-trimethyl-",0,0,0,0,0.00619581385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085772093,0,0,0,0,0,0,0,0,0.0042577698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00539172803333333,0.0133088726666667,0,0,0,0,0,0,0,0,0,0,0.00382408695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Cyclopenten-1-one, 3-methyl-",0,0,0,0,0.00331348005,0.0039811952,0,0,0,0.0046197453,0,0,0,0,0.0006054347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016618292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00349587005,0,0,0,0,0,0,0,0,0,0
"β-Phellandrene",0,0,0,0,0.00765594075,0.00547714565,0,0,0,0,0,0.031784685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004219891,0,0,0,0.0019958024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273528093,0,0,0,0
"Octane, 6-ethyl-2-methyl-",0,0,0,0,0.02877775875,0,0,0,0.114647989666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hexanoic acid",0,0,0,0,0.0117510918,0,0,0,0,0,0,0.0494011413333333,0,0.299210577666667,0.0034954643,0.0140308201,0,0,0,0,0,0,0,0,0,0.025403832,0,0,0.0555547743333333,0,0,0,0,0.0191495143333333,0.00577696125,0,0,0,0.0179512605,0,0.021428011,0,0,0,0,0.01388087785,0,0,0,0,0,0.06755988035,0.0602339663333333,0.00660708365,0,0,0,0.121522494233333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanol, 2,2'-oxybis-",0,0,0,0,1.8674280323,0,0.276883927866667,0,0.256159393,6.56978532705,0,0,0,0,0.0219931016,0,0,0,0.55903066555,0,0,0,0,0,0,1.413295295,0,0,2.70758790433333,0,0,0,0,0,0,0,0.0544208232,0,0,0,0,0.01059239875,0,0,0,0,0,0,0,0,0.20730103365,0,0,0,0,0.2804385795,0,0,0.647043979333333,0,0,0,0,0,0,0,0,0,0.02682946815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161714754,0,0.185411897
"6-Dodecanol",0,0,0,0,0.022657434,0,0,0,0.0382071686666667,0,0,0,0.13215437425,0,0,0,0,0,0,0,0,0,0,0,0.00557368896666667,0,0,0.0191575767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005851775,0,0,0.0181547576,0,0,0,0,0,0,0,0,0,0.00488707366666667,0,0.0367144586,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,4-dichloro-",0,0,0,0,0.02000162945,0,0,0,0.0325138553333333,0.03138752555,0.01741364545,0,0,0.0637313343333333,0.0018641024,0.00752478746666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048956755,0,0,0,0,0,0,0,0.0036971816,0,0,0,0,0,0,0,0,0,0.003820609,0,0.00714189295,0,0,0,0,0,0,0,0,0,0
"2(5H)-Furanone, 3-methyl-",0,0,0,0,0.02643447085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461088383,0,0,0,0,0,0,0.021430157,0,0,0,0,0,0,0,0.0534059483333333,0,0,0,0,0.0895147575,0,0.031359967,0,0,0,0,0.0963471659,0,0,0,0,0.02815458185,0,0,0,0,0.0473598655,0,0,0,0,0,0,0,0.00351049455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"anti-2-Acetoxyacetaldoxime",0,0,0,0,0.1419189435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propanol, 1,1'-oxybis-",0,0,0,0,0.0060556648,0,0,0,0.006524968,0.0110245639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109461696,0,0,0,0,0.0262888013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020451941,0,0,0.00763743933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Decane, 2,2,6-trimethyl-",0,0,0,0,0.05714276865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glycolaldehyde dimethyl acetal",0,0,0,0,0.00327792015,0,0,0,0,0.00690868375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00678866866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spiro[3.6]deca-5,7-dien-1-one,5,9,9-trimethyl",0,0,0,0,0.03250868155,0,0,0,0,0,0,0.196790913333333,0,0.273165478333333,0.0009294255,0,0,0,0.0093678331,0,0,0,0,0,0,0,0,0,0.0166740973333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136551305666667,0,0,0.01095331,0,0,0,0,0,0,0,0.00173003555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 2-ethyl-1,4-dimethyl-",0,0,0,0,0.15123652305,0,0.297143032333333,0,0,0,0,1.41474027566667,0,0,0.0010371109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00451077955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01618605195,0,0,0.0099808621,0,0,0,0,0,0,0
"1-Propanol, 2,2'-oxybis-",0,0,0,0,0.02830718445,0.02831970195,0,0,0,0.098063176,0,0,0,0,0,0,0,0,0.0122101602,0,0,0,0,0,0,0,0,0,0.0301524453333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280106465,0,0,0,0,0,0,0.0272623866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"trans-4a-Methyl-decahydronaphthalene",0,0,0,0,0.02649476095,0,0.0364863855,0,0.0929553346666667,0,0.04797724215,0.130795580666667,0,0.214476832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162597285,0.00698833893333333,0,0,0,0,0.012154876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104022900333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120755815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 2-(chloromethyl)-1,3,5-trimethyl-",0,0,0,0,0.00871620855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10(E),12(Z)-Conjugated linoleic acid",0,0,0,0,0.03703014095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tetrafluoroisophthalonitrile",0,0,0,0,0.02878418045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026013948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hexanoic acid, 2-ethyl-",0,0,0,0,0.00185521155,0,0,0,0,0,0,0,0,0.0222104166666667,0,0,0,0,0.00647550265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007982411,0,0,0.00581086233333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adamantane, 1,3-dimethyl-",0,0,0,0,0.0047146868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011037132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,2,4-triethyl-",0,0,0,0,0.04748104315,0,0,0,0,0.0348481261,0,0,0,0.079667871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255686543333333,0,0.0018152229,0,0,0.00431838566666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopropyl carbinol",0,0,0,0,0.0434047669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812946096666667,0,0,0,0,0.045309779,0,0.0584284696666667,0,0,0,0,0.09310694725,0,0,0,0,0.0631562493,0,0,0,0,0.0862833555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sarcosine, N-(4-methylbenzoyl)-, undecyl ester",0,0,0,0,0.00925784555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzonitrile, 2-methyl-",0,0,0,0,0.0093843691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00788877905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013350718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phenol, 2-ethyl-",0,0,0,0,0.01155170065,0,0,0,0,0.04338478755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071861135,0,0,0.0208300303333333,0,0,0,0,0,0,0,0,0,0.0117856275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026274961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phenol, 3,4-dimethyl-",0,0,0,0,0.00339403175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cis,trans-2-Ethylbicyclo[4.4.0]decane",0,0,0,0,0.04444672335,0,0,0,0,0,0.1730438661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
