"","Tissue1_SS2","Tissue1_SS3","Tissue1_SS4","Tissue1_SS5","Tissue1_SS6","Tissue2_SS2","Tissue2_SS3","Tissue2_SS4","Tissue2_SS5","Tissue2_SS6","Tissue3_SS5","Tissue3_SS6"
"Benzofuran, 2,3-dihydro-2,2,4,6-tetramethyl-",0,0,0,0,0,0,0,0,0,0.0067021675,0,0
"Benzoic acid, 2-ethylhexyl ester",0,0,0,0,0,0.003368249,0,0,0,0,0,0
"Benzoic acid, 2-methyl-, anhydride",0,0,0,0,0,0,0,0,0,0.0034129605,0,0
"Benzoic acid, methyl ester",0,0,0,0,0,0,0.028107515,0,0,0,0,0
"Benzonitrile",0,0.3023336197,0,0,0,0,0.229992965,0,0,0,0.0900259745666667,0
"Benzoxazole",0,0,0,0,0,0.0010079644,0,0,0,0.0028972805,0,0
"Bicyclo[2.2.1]heptane, 2,2-dimethyl-3-methylene-, (1S)-",0,0,0,0,0,0,0,0,0,0,0.00369395856666667,0
"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",0,0,0,0,0,0,0,0,0,0,0.00182315466666667,0
"Bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-, (1S)-",0.00638607005,0,0,0,0,0,0,0,0,0,0,0
"Bicyclo[4.1.0]heptane, 3-methyl-7-pentyl-",0,0,0,0,0,0,0,0,0,0,0.00804752996666667,0
"Bis-(ethoxycarbonyl)methoxymethyloxyiminomethane",0,0.8253772633,0,0,0,0,0,0,0,0.5385970855,0,0
"Bis(dimethylamino)trifluorophosphorane",0,0,0,0,0,0,0,0,0,0,0.953072933733333,0
"Bromoacetone",0.0052751065,0,0,0.00563509826666667,0,0,0,0,0.0065073998,0,0,0
"Butanal, 2-methyl-",0,0.0926774214666667,0,0,0,0,0,0,0,0,0,0
"Butanal, 3-methyl-",0,0,0,0,0,0.02210561865,0,0,0,0,0,0
"Butane",0,0,0,0,0,0,0.051937052,0,0,0,0,0
"Butane, 2,2-dimethyl-",0.00791529725,0,0,0,0,0,0,0,0,0,0,0
"Butane, 2,2,3,3-tetramethyl-",0.02807359285,0,0,0,0,0,0,0,0,0,0,0.029638395
"Butanenitrile",0,0,0,0,0.0214773196666667,0,0,0.0073336526,0,0,0,0
"Butanenitrile, 2-methyl-",0,0.0439076134,0.0051732811,0,0,0.00944284735,0,0,0,0,0,0
"Butanenitrile, 3-methyl-",0.069871273,0,0,0.0300136100333333,0,0.1182709829,0,0,0.0217367230666667,0,0,0
"Butanoic acid, 2-oxo-, ethyl ester",0.02891419225,0.0476837571333333,0,0,0,0,0,0,0,0,0,0
"Camphene",0.0056451072,0,0,0,0,0,0,0,0,0,0,0
"Caprolactam",0.0301609517,0,0,0,0,0,0,0,0,0,0,0
"Carbamic acid, methyl ester",0.01918079045,0,0,0,0,0.0515382125,0,0,0,0.0390157815,0,0
"Carbamic acid, monoammonium salt",0,0,0,0,0,2.57472075075,0,0,0,0,0,0
"Carbon Tetrachloride",0.0085255234,0,0,0,0,0.0056457696,0,0,0,0,0,0
"Carbonic acid, dimethyl ester",0,0,0,0,0,0,0,0,0,0.054835795,0,0
"Cedrol",0,0,0,0.0019220272,0,0,0,0,0,0,0,0
"CH3C(O)CH2CH2OH",0,0,0,0,0,0,0,0,0,0.007360305,0,0
"cis-Dihydrocarvone",0,0,0,0,0,0,0,0,0,0.0021684245,0,0
"Cyclobutane",0,0,0,0,0,0.01649979595,0,0,0,0,0,0
"Cyclodecane",0,0,0,0,0,0,0,0,0,0.016233604,0,0
"Cyclohexane",0,0,0,0.0157185502666667,0,0,0,0,0.0209076673666667,0,0.0283748100333333,0
"Cyclohexane, (4-methylpentyl)-",0,0,0,0.00729551026666667,0,0,0,0,0,0,0,0
"Cyclohexane, 1-ethyl-2-methyl-",0,0,0,0,0,0.02794206395,0,0,0,0,0,0
"Cyclohexane, 1-ethyl-2,3-dimethyl-",0,0,0,0,0,0,0,0,0,0,0.0188315764666667,0
"Cyclohexane, 1,1,2,3-tetramethyl-",0.0062251245,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, 1,2,3-trimethyl-",0.0096350483,0,0,0,0,0,0,0,0,0,0.00669851703333333,0
"Cyclohexane, 1,3-dimethyl-, cis-",0,0,0,0.0137431101333333,0,0,0,0,0.020496417,0,0.026727561,0
"Cyclohexane, 1,3-dimethyl-2-methylene-, trans-",0,0,0,0,0,0,0,0,0,0.007670914,0,0
"Cyclohexane, 1,4-dimethyl-, cis-",0,0,0,0,0,0,0,0,0,0,0.0078103628,0
"Cyclohexane, 3-ethyl-5-methyl-1-propyl-",0,0.00593552173333333,0,0,0,0,0.00797027366666667,0,0,0,0,0
"Cyclohexane, isothiocyanato-",0.26298658445,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, methyl-",0,0,0,0,0,0,0,0,0,0,0.0344947645333333,0
"Cyclohexanepropanol-",0,0,0,0,0,0.00414232695,0,0,0,0,0,0
"Cyclohexanol",0,0,0,0,0,0,0.00446138833333333,0,0.00540378756666667,0.004958299,0,0
"Cyclohexene, 1-methyl-",0,0,0,0,0,0.0048431472,0,0,0,0,0,0
"Cyclohexene, 1,5,5-trimethyl-3-methylene-",0,0,0,0,0.00277430766666667,0,0,0,0,0.0030620665,0,0.002966018
"Cyclohexene, 3,3,5-trimethyl-",0,0,0,0,0,0,0,0,0,0,0.00511095456666667,0
"Cyclohexene, 4-(4-ethylcyclohexyl)-1-pentyl-",0,0,0,0,0.0128178493333333,0,0,0,0,0,0,0
"Cyclooctane, 1,4-dimethyl-, trans-",0.0163958619,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentane, 1-methyl-3-(1-methylethyl)-",0,0,0,0,0,0,0,0,0.00258983206666667,0,0,0
"Cyclopentane, 1,3-dimethyl-, cis-",0,0,0,0,0,0,0,0,0,0.0601879115,0,0
"Cyclopentene",0.0118160656,0,0,0,0,0,0,0,0,0,0,0
"Cyclopropane, 1,1-diethyl-",0,0,0,0,0,0,0,0,0,0,0,0.00803426033333333
"Cyclopropane, 1,1-dimethyl-",0,0,0,0.00805768863333333,0,0.0205295929,0,0,0.0470980581666667,0,0,0
"Cyclopropane, ethyl-",0.09147371495,0,0,0,0,0,0,0,0,0,0,0
"Cyclopropane, ethylidene-",0,0,0,0,0.286114228666667,0,0,0,0,0.163507102,0.117945351933333,0.128037471666667
"Cyclopropanecarboxylic acid, 1-amino-",0,0,0,0.0021738488,0,0,0,0,0,0,0,0
"Cyclopropyl carbinol",0,0,0,0,0.0812946096666667,0,0,0,0,0.045309779,0,0.0584284696666667
"D-Alanine",0,0,0,0,0,0.00830416825,0,0,0,0,0,0
"Decane, 2-methyl-",0.0079092044,0,0,0,0,0,0,0,0,0,0,0
"Decane, 2,6,8-trimethyl-",0,0,0,0.0100008961333333,0,0,0,0,0,0,0,0
"Decane, 3-methyl-",0,0,0,0,0,0.00777435505,0,0,0,0,0,0
"Desflurane",0.00185796545,0,0,0,0,0,0,0,0,0,0,0
"Diacetyl sulphide",0.28597921635,0,0,0,0,0,0,0,0,0,0,0
"Diethyl carbonate",0,0,0,0,0,0,0,0,0,0.0136405945,0,0
"Diethyl Phthalate",0.00922120675,0,0,0,0,0,0,0,0,0,0,0
"Dimethyl ether",0.0121667989,0,0,0,0,0,0,0,0,0,0,0
"Dimethyl phthalate",0,0,0.0016458436,0,0,0,0,0,0,0,0,0
"Dimethyl sulfide",0.0654851754,0,0,0,0,0,0.116723411,0,0,0,0,0
"Dimethyl trisulfide",0.188018996,0.759462322033333,0.0360608667666667,0.0008337831,0,0.00160514745,0.006452122,0.00215263486666667,0,0,0.00392459896666667,0.001961742
"Dimethylamine",0.1144239404,0,0,0,0,0,0,0,0,0,0,0
"Diphenyl sulfide",0,0,0,0,0,0.00402983215,0,0,0,0,0,0
"Disulfide, bis(1,1,3,3-tetramethylbutyl)",0.0024188201,0,0,0,0,0,0,0,0,0,0,0
"Dodecane",0.02569395015,0,0,0,0,0.0288110137,0,0,0,0,0,0
"Dodecane, 2,5-dimethyl-",0,0,0,0,0,0,0.307356677333333,0,0,0,0,0
"Dodecane, 2,7,10-trimethyl-",0.0421576768,0,0,0,0,0,0,0,0,0,0,0
"Dodecyl acrylate",0.0037239135,0,0,0,0,0,0,0,0,0,0,0
"Dotriacontane",0.0402160344,0,0,0,0,0,0,0,0,0,0,0
"E-11-Tetradecen-1-ol trifluoroacetate",0,0,0,0,0,0,0,0,0.0247347493666667,0,0.0208428339333333,0
"Ethane",0,0.00591829446666667,0,0,0,0,0,0,0,0,0,0
"Ethane, 1,2-dichloro-",0.01350546385,0,0,0,0,0,0,0,0,0,0,0
"Ethane, nitro-",0,0.0431434311333333,0,0,0,0.08877760825,0,0,0,0,0,0
"Ethanimidic acid, ethyl ester",0.0289502103,0,0,0,0,0,0,0,0,0,0,0
"Ethanol, 2-(2-methoxyethoxy)-",0,0,0,0,0,0,0,0,0,0.05542082,0,0
"Ethanol, 2-[2-(2-ethoxyethoxy)ethoxy]-",0,0,0,0,0,0,0.0284729636666667,0,0,0,0,0
"Ethanol, 2-nitro-",0,0,0,0,0,0,0,0,0,0.075244706,0,0
"Ethanol, 2,2-dichloro-",0,0,0,0,0,0.02041495595,0,0,0,0,0,0
"Ethanol, 2,2,2-trifluoro-",0.0173727757,0,0,0,0,0,0,0,0,0,0,0
"Ethanol, 2,2'-oxybis-",0,0,0,0,0,0,0,0.0544208232,0,0,0,0
"Ethanol, 2,2'-oxybis-, dinitrate",0,0,0,0,0,0,0,0,0,0.0078836455,0,0
"Ethanone, 1-(2,4-difluorophenyl)-",0.0005848129,0,0,0,0,0,0,0,0,0,0,0
"Ether, 1-butylvinyl methyl",0,0,0,0,0,0,0,0.00272083686666667,0,0,0,0
"Ethyl Acetate",0,0,0,0.0569207244,0,0.05433028005,0,0,0.197427235566667,0,0,0
"Ethyl formate",0,0,0,0,0.028206493,0,0.0117158413333333,0,0,0,0,0
"Ethyl-1-propenyl ether",0,0,0,0,0,0,0,0,0,0.0014594635,0,0
"Ethylene glycol monoisobutyl ether",0,0,0,0,0,0,0,0,0,0.034180984,0,0
"Ethylenimine",0.0094615898,0,0,0,0,0.03562050185,0,0,0,0,0,0
"Ethyllinalool",0,0.0121946357333333,0,0,0,0,0.0210863636666667,0,0,0,0,0
"Eucalyptol",0.00637519655,0,0,0,0,0.00987965365,0,0,0,0,0,0
"Formamide",0,0,0,0,0,0,0,0,0,0.0310619465,0,0
"Formamide, N-methyl-",0,0,0,0,0,0,0,0,0,0.0019142735,0,0
"Formamide, N,N-dibutyl-",0,0.0030875621,0,0,0,0.00777078925,0,0,0,0,0,0
"Formamide, N,N-dimethyl-",0.00229796185,0,0,0,0,0,0,0,0,0,0,0
"Furan, 2-ethyl-",0,0,0,0,0,0.01123027095,0,0,0,0,0,0
"Furan, 2-ethyl-5-methyl-",0.0051193029,0,0,0,0,0,0,0,0,0,0,0
"Furan, 2-methyl-",0.01706449655,0,0,0,0,0,0,0,0,0,0,0
"Furan, 2-pentyl-",0,0,0,0,0.052274802,0,0,0,0,0,0,0
"Furan, 2,5-dimethyl-",0.042114328,0.0484828927,0,0,0.007969315,0,0,0,0,0,0,0
"Furfural",0,0,0,0,0,0,0.034284788,0,0,0,0,0
"Glycerin",0,0,0,0,0,0,0,0.0157287925,0,0,0,0
"Glycine, ethyl ester",0,0,0,0,0,0.03191552055,0,0,0,0,0,0
"Guanidine carbonate",0,0,0,0,0,0,0.00473523766666667,0.00217907253333333,0,0,0,0
"Heptacosane",0,0.0569166874666667,0,0,0,0,0,0,0,0,0,0
"Heptane, 1-chloro-",0,0,0,0,0,0.0015994731,0,0,0,0,0,0
"Heptane, 2-methyl-",0,0,0,0,0,0.0756593071,0,0,0,0,0,0
"Heptane, 2,2,4,6,6-pentamethyl-",0,0,0,0,0,0,0.459887014333333,0,0,0,0,0
"Heptane, 2,4-dimethyl-",0,0.244496872866667,0,0,0,0.02949119475,0.203065323666667,0,0,0,0,0
"Heptane, 2,5-dimethyl-",0,0,0,0.00826258763333333,0,0,0,0,0,0,0,0
"Heptane, 2,6-dimethyl-",0,0,0,0,0,0.0177356578,0,0,0,0,0,0
"Heptane, 3-(chloromethyl)-",0.0072328046,0,0,0,0,0,0,0,0,0,0,0
"Heptane, 3-ethyl-2-methyl-",0,0,0,0.00960773956666667,0,0,0,0,0,0.0097355015,0,0
"Heptane, 3-methyl-",0,0,0,0,0,0.07811626835,0,0,0,0,0,0
"Heptane, 3,3,4-trimethyl-",0.00613847885,0,0,0,0,0,0,0,0,0,0,0
"Heptane, 3,5-dimethyl-",0.0128989033,0,0,0,0,0,0,0,0,0,0,0
"Heptanonitrile",0.0022188759,0.0261322124666667,0.00496202186666667,0,0,0.00119014215,0.00729661466666667,0,0,0,0,0
"Hexane, 2,2,4-trimethyl-",0,0,0,0.0130185512333333,0,0,0,0,0,0,0,0
"Hexane, 2,3-dimethyl-",0,0,0,0,0,0.0668559167,0,0,0,0.1202990455,0,0.228286326666667
"Hexane, 2,3,5-trimethyl-",0,0,0,0,0,0.03745859235,0,0,0,0,0,0
"Hexane, 2,4-dimethyl-",0,0,0,0,0,0,0,0,0,0.187378544,0,0
"Hexane, 2,5-dimethyl-",0,0.206035271033333,0,0,0,0,0,0,0,0,0,0
"Hexane, 3-methyl-4-methylene-",0,0,0,0,0,0,0,0,0,0.0129841025,0,0
"Hexane, 3,3-dimethyl-",0,0,0,0,0,0,0,0,0,0.0390607725,0,0
"Hexane, 3,4-dimethyl-",0,0,0,0,0,0,0,0,0,0.004062974,0,0
"Hexanenitrile",0,0,0.0199498560666667,0,0.007241354,0.00273550295,0,0.00361847063333333,0,0,0,0
"Hexanoic acid",0,0,0,0,0.0191495143333333,0.00577696125,0,0,0,0.0179512605,0,0.021428011
"Hexestrol",0,0,0,0,0,0,0,0,0,0.0269366915,0,0
"Hydrazine",0,0,0,0,0,0,0,0,0,0.2937824555,0,0
"Hydrazine, trimethyl-",0,0,0,0,0,0.03521860885,0,0,0,0,0,0
"Hydrazinecarboxamide",0,0,0,0,0,0,0,0,0,0.3048151745,0,0
"Hydroxylamine",0.22716440075,0,0,0,0,0,0,0,0,0,0,0
"Indan-1,3-diol monopropionate",0,0,0,0,0,0.00145199365,0,0,0,0,0,0
"Indole",0,0,0,0,0,0,0,0,0,0.023123917,0,0
"Isoamyl cyanide",0,0,0,0,0,0,0,0,0,0.031192998,0,0
"Isobornyl formate",0,0,0,0.00277618746666667,0,0,0,0,0,0,0,0
"Isobutyronitrile",0,0,0.0087920022,0.00811503596666667,0,0,0,0.0154150384,0,0,0,0
"Isopropyl myristate",0,0,0,0,0,0,0,0.0331736825333333,0,0,0,0
"Isopropylcyclobutane",0,0,0,0,0,0,0.165657719333333,0,0,0,0,0
"Isothiazole, 3-methyl-",0.0012652976,0,0,0,0,0,0,0,0,0,0,0
"l-Alanine ethylamide",0,0,0,0,0,0,0,0,0,0,0,0.0748840692966667
"L-Alanine, 3-sulfo-",0.0172202532,0,0.100596860466667,0,0,0,0,0,0,1.589584653,0,0
"Linalool",0,0,0,0,0,0.002568755,0,0,0,0,0,0
"Longifolene",0.00458684775,0,0,0,0,0.00185449635,0,0,0,0,0,0
"Mandelamide",0,0,0,0,0,0,0.02052544,0,0,0,0,0
"Manganese, acetylpentacarbonyl-, (OC-6-21)-",0,0,0,0,0,0,0,0,0.0198112388666667,0,0.0533256,0
"Mesitylene",0,0,0,0,0,0,0,0,0,0.266071467,0,0
"Methacrolein",0,0,0,0,0,0.0327359034,0,0,0,0,0,0
"Methallyl cyanide",0.0091123412,0,0,0,0,0,0,0,0.00606651416666667,0.012428779,0,0
"Methane, isocyanato-",0,0,0,0,0,0,0.00636935533333333,0,0,0,0,0
"Methane, isothiocyanato-",0,0,0,0,0,0,0.00288129366666667,0,0,0,0,0
"Methane, oxybis[dichloro-",0,0,0,0,0,0,0,0,0.0142878149666667,0,0.0219331575333333,0
"Methane, tribromo-",0.0007070106,0,0,0,0,0,0,0,0,0,0.000943658733333333,0
"Methanesulfonamide, N,N-dimethyl-",0,0,0,0,0,0,0,0,0.0088434993,0,0,0
"Methanesulfonyl chloride",0,0.0157452152333333,0,0,0,0,0,0,0,0,0,0
"Methenamine",0,0.131076384266667,0.0519126730333333,0.277158411033333,0,0,0.322541074666667,0.4312134083,0.1650563504,0,0.219473668033333,0
"Methyl dimethylcarbamate",0,0,0,0,0,0.0016146512,0,0,0,0,0,0
"Methyl formate",0.00867254615,0,0,0,0,0,0,0,0,0,0,0
"Methyl Isobutyl Ketone",0.0187914781,0.2513014519,0,0,0,0,0.243200765333333,0,0,0,0,0
"Methyl isocyanide",0.1317760979,0.196246520566667,0,0,0.950643397,0.06943896485,0.219155098,0,0,0,0,0
"Methyl methacrylate",0,0,0,0.00613139386666667,0,0,0,0,0,0,0,0
"Methyl nitrite",0,0,0,0,0,0.70036838625,0,0,0,0,0,0
"Methyl salicylate",0,0,0,0,0,0.00056570825,0,0,0,0,0,0
"Methylacrylonitrile",0,0.00618460033333333,0,0,0,0.003892358,0.00377306333333333,0,0,0.014388558,0,0
"Methylamine, N,N-dimethyl-",0,0.613285401533333,0.141859511266667,0.322352440233333,0.506263273666667,1.8480804588,0.849288583666667,0.190030913,0,0.0111202895,0,0
"Monoethanolamine",0.0205657721,0,0,0,0,0,0,0,0,0,0,0
"n-Butyl methacrylate",0,0,0,0,0,0.01230026305,0,0,0,0,0,0
"N-Nitrosodimethylamine",0,0,0,0,0.00292437466666667,0,0.007380953,0,0,0.0018820995,0,0
"N,N,O-Triacetylhydroxylamine",0,0,0,0,0,0,0,0,0,2.7053860345,0,0
"Naphthalene, 1-ethyl-",0,0,0.00186559033333333,0,0,0.00076564575,0,0,0,0,0,0
"Naphthalene, 1,2,3,4-tetrahydro-1-methyl-",0,0,0,0,0,0.00122320785,0,0,0,0,0,0
"Naphthalene, 1,2,3,4-tetrahydro-1,1,6-trimethyl-",0,0,0,0,0.009806997,0,0,0,0,0.0100426905,0,0.00757844233333333
"Naphthalene, 1,2,3,4-tetrahydro-1,6,8-trimethyl-",0,0,0,0,0.00518102733333333,0,0,0,0,0,0,0.00410662866666667
"Naphthalene, 1,2,3,4-tetrahydro-5-methyl-",0,0,0,0,0,0.0035044729,0,0,0,0,0.0277878858333333,0
"Naphthalene, 1,4-dimethyl-",0.01470008945,0,0,0,0,0,0,0,0,0,0,0
"Naphthalene, 1,6-dimethyl-",0,0,0,0,0,0.000694542,0,0,0,0,0,0
"Naphthalene, 1,7-dimethyl-",0.0026821529,0,0,0,0,0,0,0,0,0,0,0
"Naphtho[2,1-b]furan, dodecahydro-3a,6,6,9a-tetramethyl-",0.00128306575,0,0,0,0,0,0,0,0,0,0,0
"Nonane, 1-chloro-",0.00581395945,0,0,0,0,0,0,0,0,0,0,0
"Nonane, 2,5-dimethyl-",0,0,0,0,0,0,0,0,0,0.0140986055,0,0.022461396
"Nonane, 3-methyl-",0.00792368505,0.107908719533333,0,0,0,0,0.117228161666667,0,0,0,0,0
"Nonane, 4,5-dimethyl-",0,0,0,0,0,0,0,0,0,0.0080157315,0,0
"o-Cymene",0,0,0,0,0,0.0305572537,0,0,0,0,0,0
"Octadecane, 6-methyl-",0.0036310991,0,0,0,0,0,0,0,0,0,0,0
"Octane, 1-chloro-",0,0,0,0,0,0,0,0,0.00414088666666667,0,0.0094126262,0
"Octane, 2-methyl-",0,0,0,0,0,0,0,0,0.0174296621,0,0,0
"Octane, 2,2,6-trimethyl-",0.00394631135,0,0,0,0,0.00969269905,0,0,0,0,0,0
"Octane, 3-methyl-",0.01484875445,0,0,0,0,0,0,0,0,0,0,0
"Octane, 3,5-dimethyl-",0,0,0,0,0.0156146906666667,0,0,0,0,0,0,0
"Octane, 4-ethyl-",0,0,0,0.00661007436666667,0,0.00598847015,0,0,0.00816455253333333,0,0,0
"Octane, 4-methyl-",0.0186146014,0,0,0,0,0,0,0,0,0,0,0
"Oxazole",0,0,0,0,0,0,0.023135759,0,0,0,0,0
"Oxazolidine, 4,4-dimethyl-",0,0,0,0,0,0,0,0.0222436618,0,0,0,0
"Oxirane, 2-ethyl-2-methyl-",0,0.0080195549,0,0,0,0,0.010865825,0,0.0115900673333333,0,0.0202129225,0
"p-Aminotoluene",0,0,0,0,0.0240749593333333,0,0,0,0,0,0,0
"p-Cresol",0.00135461255,0,0,0,0,0.00444264945,0,0,0.00329867846666667,0,0.00192613266666667,0
"p-Cymene",0,0,0,0,0,0,0,0,0,0,0,0.0514662273333333
"p-Mentha-1,5,8-triene",0.01424487205,0,0,0,0,0,0,0,0,0,0,0
"Pentalene, octahydro-",0,0,0,0,0,0,0.0196387903333333,0,0,0,0,0
"Pentane",0,0,0,0,0,0,0.674556896,0,0,0,0,0
"Pentane, 2-methyl-",0,0,0.0232830790666667,0,0,0,0,0,0,0,0,0
"Pentane, 2,2-dimethyl-",0.0015985672,0,0,0,0,0,0,0,0,0,0,0
"Pentane, 2,2,4-trimethyl-",0,0,0,0,0,0,0.733024110666667,0,0,0,0,0
"Pentane, 2,3,3-trimethyl-",0,0,0,0,0,0.08455581515,0,0,0,0,0,0
"Pentane, 3-ethyl-2,2-dimethyl-",0,0,0,0,0,0.138823616,0,0,0,0,0,0
"Pentane, 3-methyl-",0.0356851582,0,0,0,0,0,0,0,0,0,0,0
"Pentanoic acid",0.00816915425,0,0,0,0.008651187,0,0,0,0,0.009071523,0,0.0117290863333333
"Perfluorooctane",0,0,0,0,0,0,0,0,0.00776493606666667,0.013631227,0.0126717680666667,0
"Phenol, 2-(1-methylethyl)-",0,0,0.00288557236666667,0,0,0,0.00186986566666667,0,0,0,0,0
"Phenol, 2-(1,1-dimethylethyl)-",0,0,0,0,0.00227732933333333,0,0,0,0,0.005370085,0,0
"Phenol, 2-ethyl-",0,0,0,0,0,0,0,0,0,0.0117856275,0,0
"Phenol, 3,5-bis(1,1-dimethylethyl)-",0,0,0,0,0,0,0.00157319533333333,0,0,0,0,0
"Phenol, 4-(1,1-dimethylpropyl)-",0,0.0428801257666667,0,0,0,0,0.055318657,0,0,0,0.00216052966666667,0
"Phenol, 4-(1,1,3,3-tetramethylbutyl)-",0,0,0,0,0,0,0,0,0,0.034768678,0,0
"Phenol, 4-ethyl-",0,0.00249813536666667,0,0,0,0,0.00450054966666667,0,0,0,0,0
"Phenylethyl Alcohol",0,0.0535334941,0,0,0,0,0.0665805,0,0,0,0,0
"Phthalic acid, 2-isopropylphenyl methyl ester",0,0.00180306953333333,0,0,0,0,0,0,0,0,0,0
"Phthalic acid, bis(2-pentyl) ester",0,0,0,0,0,0.00296910935,0,0,0,0,0,0
"Phthalic acid, isobutyl tridec-2-yn-1-yl ester",0,0,0,0,0,0,0,0,0,0.005767815,0,0
"Propanal",0,0,0,0,0,0.04591084645,0,0,0,0,0,0
"Propanal dibenzyl acetal",0,0,0,0,0,0,0,0,0,0.916492947,0,0
"Propane, 2,2-dimethoxy-",0,0,0,0.0095199252,0,0,0.012049445,0,0,0,0.00538539516666667,0
"Propanedinitrile, cyclohexyl(2-methylcyclohexyl)-",0,0.0148318545,0,0,0,0,0,0,0,0,0,0
"Propanenitrile, 3-(dimethylamino)-",0,0,0.00181696336666667,0,0,0,0.0102157726666667,0,0,0.005185214,0,0
"Propanoic acid",0,0,0,0,0,0,0,0,0,0.025408109,0,0.005389028
"Propanoic acid, 2-hydroxy-, methyl ester, (±)-",0.0015877023,0,0,0,0,0,0,0,0,0.0070124015,0,0
"Propanoic acid, 2-hydroxy-2-methyl-, ethyl ester",0,0,0,0,0,0,0,0,0,0.0014834575,0,0
"Propanoic acid, 2-methyl-, 3-hydroxy-2,2,4-trimethylpentyl ester",0.0186365877,0,0,0,0,0,0,0,0,0,0,0
"Propanoic acid, 2-oxo-",0.06571478705,0,0,0,0,0,0.102550961,0,0,0,0,0
"Propanoic acid, 2-oxo-, methyl ester",0,0,0,0,0,0,0.00654462433333333,0,0,0.0074967305,0,0
"Propene",0,0,0,0,0.0228482476666667,0,0,0,0,0,0,0
"Propiolactone",0.0078625199,0,0,0,0,0,0,0,0,0,0,0
"Propofol",0,0,0,0,0,0,0,0,0,0.002075565,0,0
"Propylene Glycol",0,0,0,0,0,0,0,0,0,0.1786776635,0,0
"Pyrazine",0,0,0,0.0028858456,0,0,0,0,0.0411413346666667,0.7459784985,0.00445439646666667,0
"Pyrazine, 2-ethyl-3-methyl-",0,0,0,0,0,0,0,0,0,0.0048500515,0,0
"Pyrazine, 2-ethyl-3,5-dimethyl-",0,0,0,0,0,0,0,0,0.0111076224,0,0,0
"Pyrazine, 2-ethyl-6-methyl-",0,0,0,0,0,0,0.003909428,0,0,0,0,0
"Pyrazine, 2,3-dimethyl-",0.0041083654,0,0,0,0,0,0.00953533766666667,0.00672951113333333,0.0101190459,0.00544003,0,0
"Pyrazine, 2,5-dimethyl-",0,0,0,0,0,0.0177200641,0.104837266666667,0,0.112354571666667,0.0915855585,0,0.008327817
"Pyrazine, 2,6-dimethyl-",0,0.0174212867,0,0,0,0,0,0,0,0,0,0
"Pyrazine, 3-ethyl-2,5-dimethyl-",0,0,0,0,0,0,0.0112667583333333,0,0.00903435213333333,0.0185328215,0,0
"Pyrazine, ethenyl-",0,0,0,0,0,0,0,0,0,0.04233124,0,0
"Pyrazine, methyl-",0,0,0,0.0028720909,0.0131649606666667,0.01049998305,0,0,0.0382093117666667,0.1038519435,0.00182687636666667,0.008553101
"Pyrazine, trimethyl-",0,0,0,0,0,0.00235361585,0.029727389,0.0131572345666667,0.0381857348,0.02706999,0,0
"Pyridine",0.0125978342,0.0375785321,0.00697404306666667,0,0.0167312546666667,0.0073628703,0.044757168,0.00674369583333333,0,0.0277703645,0,0.00842669333333333
"Pyridine, 2-ethyl-",0,0.00378361506666667,0,0,0,0,0.002179055,0,0,0,0,0
"Pyridine, 2-ethyl-6-methyl-",0.00232067335,0,0,0,0,0,0,0,0,0,0,0
"Pyridine, 2-methyl-",0.0145147558,0.0448354504,0.0322684884333333,0.0166425337,0.044389635,0,0.0405535253333333,0.0117229680666667,0.0274385164333333,0.1234997885,0.0121292563333333,0.0300276203333333
"Pyridine, 2,4-dimethyl-",0.0455877176,0.1116391781,0,0,0,0.00792109345,0.0549953526666667,0,0,0,0,0.335714326
"Pyridine, 2,4,6-trimethyl-",0.01423501255,0.0171169480666667,0,0.0164887557666667,0.105274963,0.00240991375,0.002582601,0,0.046589042,0.3867121565,0,0.122748186666667
"Pyridine, 5-ethenyl-2-methyl-",0,0,0,0,0,0,0,0.0080436964,0,0,0,0
"Pyrimidine-2,4(1H,3H)-dione, 5-amino-6-nitroso-",0,0,0,0,0,0,0,0,0,0.011951364,0,0
"Pyrimidine, 4-butyl-3,4-dihydro-5-methyl-",0.00282511025,0.0175792927666667,0,0,0,0,0,0,0,0,0,0
"Pyrimidine, 4-methyl-",0.0090039528,0.00840438366666667,0.00228904566666667,0.0094641209,0.00410637733333333,0.0042498009,0.0146923633333333,0.0155220689666667,0.0077797117,0.0137882855,0.0058798739,0.00530766333333333
"Pyrimidine, 4,6-dimethyl-",0,0.0029055136,0,0,0,0,0,0,0,0,0,0
"Pyrrole",0,0.0174236360333333,0,0,0,0,0.022110557,0,0,0,0,0
"R-(-)-1,2-propanediol",0,0.0129576492333333,0,0,0,0,0,0,0,0,0,0
"Seychellene",0,0,0,0,0,0,0.003091457,0,0,0,0,0
"Spiro[4.5]decane",0,0,0,0,0,0,0,0,0.0178072017333333,0,0,0
"Succinic acid, 2-chloro-6-fluorophenyl 4-methoxybenzyl ester",0,0,0,0,0,0,0,0,0,0.0071742525,0,0
"Succinimide",0,0,0,0,0,0,0,0,0,0.0726224955,0,0
