"","D8d0","D8d1","D8d2","D8d3","D8d4","D8d5","D8d6","D8d9","D8d11","D8d13","D8d16","D8d18","D8d20","D8d24","D8d27","D8d31","D8d34","D8d39","D8d46","D8d53","D8d66","D8d72"
"3-Hexanone, 2,5-dimethyl-4-nitro-",0,0,0,0,0,0,0,0,0,0,0,0.015249993,0,0,0,0,0,0,0,0.194431124233333,0,0
"3-Hexen-1-ol",0,0,0,0,0,0,0,0.00765015623333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Hexene",0,0,0.00265104826666667,0,0,0,0,0,0,0,0,0,0,0.0280340826,0,0,0,0,0,0,0.0111172805,0.00784871623333333
"3-Hydroxy-3-methyl-2-butanone",0,0,0,0,0,0.001487568,0,0.0175853149333333,0,0.00540352746666667,0,0,0,0,0,0,0,0,0,0,0,0
"3-Methoxyamphetamine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259096088733333,0,0
"3-Methyl-1,2-diazirine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00855244093333333
"3-Methyl-2-(2-methyl-2-butenyl)-furan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110186348333333,0.0074973336,0,0,0,0,0.0268696168333333
"3-Methylcyclopentyl acetate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100311329,0,0,0,0,0,0
"3-Methylenecyclohexene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974313652666667,0,0.2737830932,0,0,0
"3-Octanol",0,0,0,0,0,0,0,0.0120822003666667,0,0,0.0102844072333333,0.0120418972666667,0.0434609134666667,0.0057639273,0.0109361563,0,0.0105980786666667,0,0,0,0,0
"3-Octanone",0,0,0,0,0,0,0,0,0,0,0,0.104782769433333,0,0.0303150759,0.061381493,0,0,0,0,0.0712704852333333,0,0
"3-Octene",0,0,0,0,0,0,0,0,0,0.0092746936,0,0,0,0,0,0,0,0,0,0.0270490192333333,0,0
"3-Pentanol",0,0,0,0,0,0,0,0,0,0,0.256606861833333,0.322411089933333,1.33205983083333,0.0827074291666667,0.0891355264,0,0.0255870901666667,0,0.0164406852333333,0.0212388,0,0
"3-Pentanone",0,0,0,0,0,0,0,0,0,0.244288196333333,0.603425055466667,0.492273025066667,0,0,0,0.114011077533333,0,0,0,0,0,0
"3-Penten-1-ol, 2,2,4-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00390156213333333,0,0,0,0,0
"3-Penten-2-ol",0,0,0,0,0,0,0,0.0109961395,0,0,0,0,0,0,0.00484228053333333,0.00580403716666667,0.00514224516666667,0.0222628356666667,0.0143684148333333,0.0179848027333333,0.00286761206666667,0.00160903803333333
"3-Penten-2-one",0,0,0,0,0,0,0,0.0270962128333333,0.0128570399666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Pentenoic acid, 4-methyl-",0,0,0,0,0,0,0,0.00958777676666667,0,0,0.00906332656666667,0,0,0.0060052519,0.0136473469333333,0.0131117935,0.0135296762666667,0.025172646,0,0,0,0
"3-Trifluoroacetoxypentadecane",0,0,0,0,0,0,0,0,0,0,0,0.00653160706666667,0,0,0,0,0,0,0,0,0,0
"3,4-Difluorobenzaldehyde",0,0,0,0,0,0,0,0,0,0.0066283846,0,0,0.0176445696,0,0,0,0,0,0,0,0,0
"3,5-Difluorobenzaldehyde",0,0,0,0,0,0.006930466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,5-Difluorophenol",0.0042832518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241128255,0,0
"3(2H)-Thiophenone, dihydro-2-methyl-",0,0,0,0,0,0,0,0.00703336933333333,0,0,0.00284765713333333,0.00208286343333333,0,0,0,0,0,0,0,0,0,0
"4-Acetoxy-2-azetidinone",0,0,0,0,0,0,0,0.00586931336666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Cyclopentene-1,3-dione",0,0.00168805023333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156090126666667,0,0,0,0,0,0
"4-Ethylcyclohexanol",0,0,0,0,0,0,0,0.00443535033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Heptanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00705573266666667,0,0,0,0,0,0,0
"4-Methylheptane-3,5-dione",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081366561,0,0,0,0,0,0
"4-Nonene, 5-nitro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116751070666667,0,0,0,0,0
"4-Penten-2-ol",0,0,0,0,0,0,0,0.0664465326333333,0.0134801777,0,0,0.0021791004,0,0,0,0,0,0,0,0,0,0.0177330635666667
"4-Pentenal",0,0,0,0,0,0,0,0.00630347956666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4,4-Dimethyl-2-cyclopenten-1-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086225648,0,0,0
"4b,8-Dimethyl-2-isopropylphenanthrene, 4b,5,6,7,8,8a,9,10-octahydro-",0,0,0,0.0132730075666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5-Ethylcyclopent-1-enecarboxaldehyde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00530569426666667
"5-Hepten-2-one, 6-methyl-",0.0434581231666667,0,0,0,0,0,0,0,0,0,0.0611473626,0,0.0450217334666667,0.0217318527666667,0,0,0,0,0,0.1439511447,0,0
"5-Methyl-2-thiophenecarboxaldehyde",0,0,0,0,0,0,0,0.00311921233333333,0.00260303446666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"5-Oxotetrahydrofuran-2-carboxylic acid, ethyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088687296,0,0,0,0,0,0,0
"5-Tridecene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00545772823333333,0,0,0,0,0,0,0
"5,9-Undecadien-2-one, 6,10-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405345473333333,0,0,0,0,0,0,0
"7-Oxabicyclo[4.1.0]heptane, 2-methylene-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346131793333333,0,0,0,0,0
"7-Oxabicyclo[4.1.0]heptane, 3-oxiranyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00350184036666667,0
"Acetamide",0,0,0,0,0,0,0,0.0149278862333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetamide, 2,2,2-trifluoro-N-methyl-",0,0,0,0,0,0,0,0.00382025096666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetamide, N-(2-methylpropyl)-",0,0,0,0,0,0,0,0,0,0,0.0301087926,0,0,0.0189870094666667,0.0253023762666667,0.0250144021333333,0.0272803377,0,0,0,0,0
"Acetamide, N,N'-ethylenebis(N-nitro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118318743,0,0,0,0,0,0
"Acetic acid",0.2173311864,0,0,0,0,0,0,0,0,0,0,0,0,0.0783052133333333,0,0,0,0,0,0.303696036133333,0,0
"Acetic acid ethenyl ester",0,0,0,0,0,0.0587167166666667,0,0.556944032866667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, butyl ester",0,0,0,0,0,0,0,0.232297305366667,0.3113725749,0.137855428333333,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, hydroxy-",0,0,0,0,0,0.003206131,0.699309265366667,0.5395093764,0,0,0.0609010710666667,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, methyl ester",0,0,0,0.249813795966667,0,0,0,0,0,0,0.451099414466667,0,2.46983962463333,0,0,0,0,0,0,0,0,0
"Acetic anhydride",0.271951265266667,0,0,0.0134772860333333,0,0,0,0,0.1921439677,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetoin",0,0,0,0,0,0,0,0.0841534466333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02390402543333,0,0,0
"Acetonitrile",0,0,0,0,0,0.252865341,0,0.143902460133333,0,0,0,0.163752396333333,0.355006802166667,0,0,0,0,0,0,1.31419036466667,0,0.0858134483666667
"Acetonitrile, (dimethylamino)-",0,0,0,0.00152075423333333,0,0,0.0141932599333333,0.0603793136,0.0165811107333333,0.0132709398666667,0,0,0.0278724363333333,0,0.00507739456666667,0.00670457906666667,0,0,0,0,0,0
"Acetonitrile, hydroxy-",0,0,0,0,0,0,0.780265416766667,1.42009375623333,0.718592150633333,0.1392519542,0,0,0,0,0.145518093966667,0.0671807855333333,0,0,0,0,0,0
"Acetonitrile,2-(methylimino)",0,0,0,0,0,0,0.0103461305333333,0.0397851591333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allantoic acid",0,0,0,0,0.0081090201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aniline",0,0,0,0,0.00326544176666667,0,0,0,0,0,0,0.00326303366666667,0.0291225933,0,0,0,0,0,0,0,0,0
"Anisole",0,0,0,0,0,0,0.00690156353333333,0,0,0,0,0,0,0,0.0456280185666667,0,0,0.103394486333333,0.0352511739,0,0,0
"Argon",0,0,0,0,0,0,0,0,0.1190395492,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aziridine, 1-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.0255346818333333,0,0.0160695274666667,0,0,0,0,0,0,0
"Benzaldehyde, 2-hydroxy-",0,0.0017601846,0,0,0.000873339066666667,0,0.0010629275,0,0.00276098546666667,0.00282078026666667,0.00242069563333333,0,0,0,0,0,0,0,0,0.00691335853333333,0,0
"Benzaldehyde, 2-hydroxy-6-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191606006666667,0,0
"Benzene",0,0,0,0,0,0,0,0,0,0,0,0,0,0.492552116733333,0,0,0,0,0,0,0,0
"Benzene, (1-butylheptyl)-",0,0,0,0,0,0,0,0,0,0.00934334533333333,0,0,0.0720057902333333,0.0078353257,0,0,0,0,0,0,0,0
"Benzene, (1-butylnonyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130752820666667,0,0,0,0,0,0,0
"Benzene, (1-butyloctyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209571719,0,0,0,0,0,0,0
"Benzene, (1-pentylheptyl)-",0,0,0,0,0,0,0,0,0,0,0.00919371703333333,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-propyldecyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136740174333333,0,0,0,0,0,0,0
"Benzene, (1-propyloctyl)-",0,0.0156564369333333,0,0,0,0,0,0,0,0,0,0,0.0424021256,0,0,0.00234575943333333,0,0,0,0,0,0
"Benzene, [2,2,2-trifluoro-1-(trifluoromethyl)ethyl]-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009625478,0,0,0,0,0,0
"Benzene, 1-chloro-2-fluoro-",0.00124188003333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-chloro-4-(trifluoromethyl)-",0,0,0,0,0,0,0,0,0,0.00146279823333333,0.00171741,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-ethyl-3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0.00643453906666667,0,0,0,0,0,0,0,0,0,0.0226249737333333
"Benzene, 1-ethyl-4-methyl-",0,0,0.00394712773333333,0.0085275068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-methoxy-2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00611417133333333,0.00295381336666667,0,0,0,0.0092618499,0,0
"Benzene, 1-methoxy-4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00480883576666667,0.007927486,0.0126043982666667,0,0.0286134000333333,0,0,0
"Benzene, 1,1'-propylidenebis-",0,0,0.000913493233333333,0,0,0,0,0,0,0,0,0,0.0090096638,0,0,0,0,0,0,0,0,0
"Benzene, 1,2-dichloro-",0,0,0,0,0,0,0,0,0.00124852843333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,2-dimethoxy-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365443533333333,0.006081869,0.0234863613333333,0.00381464366666667,0.00435822613333333,0,0.00273998613333333
"Benzene, 1,2,3-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0.0114328313666667,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,2,4-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327923441333333
"Benzene, 1,2,4,5-tetrafluoro-3-(trifluoromethyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135131153333333
"Benzene, 1,3-difluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126944283,0
"Benzene, chloro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274559682333333,0,0,0,0.231739209433333,0,0
"Benzene, hexyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040030485,0,0,0,0,0,0
"Benzene, iodo-",0,0,0,0,0,0,0,0,0,0,0,0.0021636001,0,0,0,0,0,0,0,0,0,0
"Benzene, n-butyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354880892,0,0,0,0,0
"Benzene, pentyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113970088333333,0,0,0,0,0,0,0,0
"Benzeneacetaldehyde",0,0,0,0,0,0,0,0,0,0.0452570794333333,0,0.0189954475666667,0,0,0.0230691169333333,0,0.0322204794,0,0,0,0.0346401283666667,0
"Benzenemethanol, α-methyl-",0,0,0,0,0,0,0,0,0,0,0.0678428406666667,0,0,0,0,0,0,0,0,0,0,0
"Benzestrol",0,0.0181198723333333,0,0,0.0111386918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzoic acid, 4-tert-butyl, tridec-2-yn-1-yl ester",0,0.00876274893333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzoic acid, methyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138203769,0,0.0159124000666667,0,0,0,0,0,0
"Benzonitrile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721941958666667
"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, acetate, (1S-endo)-",0,0,0,0,0,0,0,0,0.005645931,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bicyclo[2.2.1]heptan-2-one, 1,7,7-trimethyl-, (1S)-",0,0,0.0040938008,0,0,0,0,0,0,0,0,0,0.0121057769,0,0,0,0,0,0,0,0,0
"Bicyclo[3.1.0]hexane, 4-methylene-1-(1-methylethyl)-",0,0,0,0,0,0,0,0,0,0,0.0374407168,0,0,0,0,0,0,0.144262050666667,0,0,0,0
"Bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-, (1S)-",0,0,0,0,0,0,0,0,0,0.0463631746,0,0,0,0,0.0272423978666667,0,0,0,0,0,0,0
"Bis-(ethoxycarbonyl)methoxymethyloxyiminomethane",0,0,0,0,0,0,0,0,1.17414315463333,0,1.58375286383333,0,0,0,0.043192102,0,0,0,0,0,0,0
"Butanal, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0.2484342859,0,0,0.0613542408666667,0.138385245333333,0,0.127283112166667,0,0,0,0,0
"Butanal, 3-methyl-",0,0,0.0105114598,0.0137568237,0,0,0,0,0,0,0,0,0,0,0,0,0.225331226733333,0,0,0,0,0
"Butane",0,0,0,0,0,0,0,0,0,0,0,0.114302957833333,0,0,0,0.407880964033333,0,0.436973834666667,0.263757396133333,0,0,0
"Butane, 1-chloro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080617028,0,0,0,0,0,0,0
"Butane, 1-isocyano-",0,0.0676788097333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269109444966667,0
"Butane, 1-methoxy-",0,0,0,0,0,0.00529872766666667,0.0103473420333333,0.0502388711666667,0.0444327982333333,0.0264481574,0,0,0,0,0,0,0,0,0,0,0,0
"Butane, 1,1,3,4-tetrachloro-1,2,2,3,4,4-hexafluoro-",0,0,0,0,0,0,0.0395397565666667,0.1401076668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butane, 2-methyl-",0,0,0,0,0.659861210133333,0.116880575333333,0,0,0,0,0.0654634595,0.0913854726333333,0,0,0.134577409966667,0,0.101367357066667,0,0.160163646466667,0,0,0
"Butane, 2,2-dimethyl-",0,0,0,0,0,0,0,0.00517560946666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butane, 2,2,3,3-tetramethyl-",0,0,0,0.0109367082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanenitrile",0,0,0,0,0.0300565183666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanethioic acid, S-methyl ester",0,0,0,0,0,0,0,0.0303989238333333,0.0174322465666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid",0.0171375837666667,0,0,0,0,0,0,1.2662966062,0,2.6410940603,0,0.218198272233333,0,0.0283232013,0,0,0.0676904078333333,0,0.0290880944333333,0.0889940365,0,0
"Butanoic acid, 2-methyl-",0,0,0,0,0,0,0,0,0.3320039385,0.5964879177,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 2-methyl-, 3-methylbutyl ester",0,0,0,0,0,0,0,0.00567737666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 2-methyl-, ethyl ester",0,0,0,0,0,0,0,0.0507025999666667,0.0287523033666667,0.0218076766666667,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 2-methyl-, methyl ester",0,0,0,0,0,0,0,0,0,0.00625430533333333,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 2-methyl-, propyl ester",0,0,0,0,0,0,0,0.0235087460333333,0.0149077936666667,0.0155117302666667,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 2-methylpropyl ester",0,0,0,0,0,0,0,0.013421831,0.0198622706333333,0.0156811324666667,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 3-methyl-",0,0,0,0,0,0,0,2.192414465,0,0.519032874033333,0.0868626994,0.0605852698,0,0.0268137875,0.0271323543,0,0.0256451814,0.101046771333333,0,0.066402224,0.00451363463333333,0
"Butanoic acid, 3-methyl-, butyl ester",0,0,0,0,0,0,0,0.0156318835666667,0,0.0103669894,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 3-methyl-, ethyl ester",0,0,0,0,0,0,0,0.0152813012,0.007874497,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 3-methylbutyl ester",0,0,0,0,0,0,0,0,0,0.0145458039333333,0.00781460293333333,0.00567385616666667,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, 4-chloro-",0,0,0,0,0,0,0,0.7847495162,0,0.0368438072,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, butyl ester",0,0,0,0,0,0,0.0324377579666667,0,0,0.9011677269,0,0.0437412451333333,0.0230013487,0.00406364533333333,0.0077548234,0,0,0,0,0,0,0
"Butanoic acid, ethyl ester",0.0030802622,0,0,0,0,0,0.0019344168,0.356606053466667,0.3240874434,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, methyl ester",0,0,0.0090843776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142444620333333,0,0,0
"Butanoic acid, propyl ester",0,0,0,0,0,0,0,0.408994677133333,0.510523363633333,0.4578053998,0.0284105026666667,0.0198644316,0,0,0,0.00263412316666667,0,0,0,0,0,0
"Butyl 2-methylbutanoate",0,0,0,0,0,0,0.00548668906666667,0.159347209733333,0.0914786858666667,0.0885025359666667,0.0127104614333333,0.0092502803,0,0,0,0,0,0,0,0,0,0
"Butylated Hydroxytoluene",0,0,0,0,0.00516285006666667,0,0,0,0,0,0,0,0,0,0.00168439173333333,0,0,0,0,0,0,0
"Butyrolactone",0,0,0.0143537705,0,0.0182107933333333,0,0,0,0.0545191217333333,0,0,0.0651685982,0,0,0,0.0626240941666667,0,0,0.0907476421333333,0,0,0
"C2H5CH=CHCH=CH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038181009,0,0,0,0,0,0,0
"Camphor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178029912666667,0,0,0,0,0,0,0
"Carbohydrazide",0,0,0,0.0223172273333333,0,0,0.690130305333333,0,0,0.272137450733333,0,0,0,0,0,0,0,0,0,0,0,0
"Carbon disulfide",0,0,0,0,0,0,0,0,0,0,0.0715586728333333,0,0,0,0,0,0,0,0,0,0,0
"Carbonic acid, dimethyl ester",0,0,0,0,0,0.041699811,0,0,0.1688404243,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carbonic acid, octadecyl vinyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265423110666667,0,0,0,0,0
"Carbonyl sulfide",0,0,0,0,0,0,0,0.121233312233333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH3NHCH2CN",0,0,0,0,0,0,0,0.0428884995333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cis-4-Nonene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240316208333333,0,0,0
"Cyanamide",0,0,0,0,0,0,0,0.0252678663666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyanamide, dimethyl-",0,0,0,0,0,0,0,0.0389591134666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclobutanol",0,0,0,0,0,0,0,0,0,0,0.1978104074,0.118159502866667,0,0,0,0,0,0,0,0,0,0
"Cyclohexane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286297273666667,0,0,0
"Cyclohexane, ethyl-",0,0,0,0,0,0,0,0,0.0024022234,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexane, methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.0477544806333333,0,0,0,0,0,0,0,0.0112412998333333,0
"Cyclohexene",0,0,0,0,0,0,0,0,0,0.0109450197666667,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclohexene, 1-methyl-",0,0,0,0,0.0105340155,0,0,0,0,0,0,0,0,0,0,0.0176536890333333,0,0,0.0209517429,0.0119850867666667,0.0054216636,0
"Cyclohexene, 3,5,5-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00723280633333333,0,0,0,0
"Cyclopentane, (2-methylbutylidene)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073576621,0,0.0394201786666667,0,0.0196582754,0,0
"Cyclopentane, butyl-",0,0,0,0,0,0,0,0,0,0,0.0034076282,0.00279385286666667,0,0.00331541383333333,0.0074293883,0.0063472659,0,0.0447699006666667,0.0215025147,0.0252500576333333,0.00238536993333333,0
"Cyclopentane, ethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087959368,0,0,0,0,0,0
"Cyclopentane, methyl-",0,0,0,0,0,0,0,0,0,0.0107060187,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentanone",0,0,0,0,0,0,0,0,0.0300488768,0.0413774704333333,0,0,0,0,0,0.0415149523666667,0,0,0,0.162498493133333,0,0
"Cyclopentene",0,0,0,0,0.00620533043333333,0,0,0,0,0,0,0.0197189418666667,0,0.0113270614333333,0,0,0,0,0,0.1841462059,0.0267679984,0
"Cyclopentene, 3-ethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00544559836666667,0,0,0,0,0,0
"Cyclopentene,3-butyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292583556666667,0,0,0
"Cyclopropane, 1,2-dimethyl-, trans-",0,0,0,0,0,0,0,0,0,0,0,0.212936939866667,0,0,0,0,0,0,0,0,0,0
"Cyclopropane, ethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377416819633333,0,0,0,0,0
"Cyclopropane, ethylidene-",0,0,0,0,0,0,0,0,0,0.129358181,0,0.101634856333333,0,0.0656921635333333,0,0.1324083279,0.195716774833333,0,0,0,0,0
"Cyclopropanecarboxylic acid, cyclohexylmethyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195882417333333,0.0306539674,0,0
"Cyclopropaneethanol",0,0,0,0,0,0,0,0,0,0,0.0070182271,0,0,0,0,0.00206569486666667,0.00800531946666667,0,0,0,0,0
"D-Limonene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149549924,0,0
"Decanal",0,0,0,0.0420978260333333,0,0,0,0,0,0,0,0.0555756793333333,0,0,0,0.0640261908666667,0,0,0,0.0303762021666667,0,0
"Decane",0,0,0,0,0,0,0,0.0305290553,0,0,0,0,0,0.0356324122,0,0,0,0.326553950666667,0,0,0,0
"Dicyclopentadiene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009606593,0,0,0,0
"Diethyl azodicarboxylate",0,0,0,0,0,0,0,0.6924667101,0.0608469454,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diethyltoluamide",0.0992398647333333,0,0.0707931519333333,0,0,0.186657233,0.1147467534,0,0.0396068842333333,0,0,0,0,0.2619947337,0.1741193531,0,0.0976731902333333,0.364487769,0,0,0,0
"Dihydro-2(3H)-thiophenone",0,0,0,0,0,0,0.00165520673333333,0.0699488497333333,0.0211129943333333,0.0085889534,0.00758890126666667,0.0025889562,0,0.00101128406666667,0,0,0,0,0,0,0,0
"Dimethyl ether",0,0,0,0,0,0.0156016353333333,0,0,0,0,0.0518176041,0,0,0,0,0,0,0.0848130876666667,0.00897265703333333,0,0,0
"Dimethyl sulfide",0,0,0,0,0.00964619693333333,0.00937321,0.0336009153,0.0772938009,0.0325694761,0.0187930097,0,0,0.0353558817,0,0.00322257703333333,0,0,0,0,0,0.0035787256,0
"Dimethyl sulfone",0,0,0,0,0,0,0,0.170277606133333,0.0248980509333333,0.0389675801333333,0.0239639632666667,0.0133931919,0,0.00886768513333333,0.0131724596666667,0.00501924786666667,0.0027928201,0,0,0,0,0
"Dimethyl trisulfide",0,0,0,0.00109930386666667,0.00349877186666667,0.0228608233333333,0.103986746833333,0.7117270249,0.287287640566667,0.158982620766667,0.0215195045,0.00779117263333333,0.0480147082333333,0.00495851916666667,0.0163442379,0.0289121434,0.0226363296,0.010280665,0.00121126033333333,0,0,0
"Disulfide, bis(1,1,3,3-tetramethylbutyl)",0,0,0,0,0,0,0,0,0,0,0,0.0081741321,0,0,0,0,0,0,0,0,0,0
"Disulfide, dimethyl",0,0,0,0,0.0073433247,0.052105443,0.152515646966667,1.14138954683333,0.669630155,0.395064889333333,0.052055833,0.0267092058666667,0.112390179433333,0.0226840337,0.0809770598333333,0,0.0512153629666667,0.0915915396666667,0,0.0223539579,0.0200241366,0
"Disulfide, methyl (methylthio)methyl",0,0,0,0,0,0,0,0.0209187717666667,0.00807324383333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"dl-Alanyl-l-alanine",0,0,0,0,0,0,0.402634187866667,0.142389888033333,0.302351966766667,0,0,0,0,0,0,0,0,0,0,0,0,0
